date,name_cn,code,morning_close,afternoon_close,prev_close,change,change_pct
2026-06-16,恆生指數,HSI,24533.35,24493.95,24842.67,-348.72,-1.404
2026-06-16,企業指數,HSCEI,8265.09,8240.05,8375.74,-135.69,-1.62
2026-06-17,恆生指數,HSI,24403.96,24312.16,24493.95,-181.79,-0.742
2026-06-17,企業指數,HSCEI,8179.55,8144.03,8240.05,-96.02,-1.165
2026-06-18,恆生指數,HSI,23900.01,23924.81,24312.16,-387.35,-1.593
2026-06-18,企業指數,HSCEI,7982.23,7976.04,8144.03,-167.99,-2.063
