sharpe,return_annual,volatility,max_dd,calmar,profit_factor,trades,win_rate,max_losing_streak,t_stat,significant,total_return,cost_total,symbol,strategy,status
-0.211,-0.081,0.383,-0.584,-0.139,0.96,172.0,0.462,8.0,-0.37,False,-0.41,0.5175,9961.HK,multifactor,ok
-0.215,-0.033,0.152,-0.371,-0.088,0.89,98.0,0.368,5.0,-0.16,False,-0.141,0.2254,9961.HK,bollinger,ok
-0.243,-0.053,0.218,-0.367,-0.144,0.92,110.0,0.393,5.0,-0.25,False,-0.233,0.253,0669.HK,mean_reversion,ok
-0.355,-0.139,0.39,-0.634,-0.219,0.94,58.0,0.495,11.0,-0.64,False,-0.52,0.2645,0669.HK,momentum,ok
-1.102,-0.224,0.204,-0.612,-0.366,0.66,203.0,0.268,6.0,-1.17,False,-0.567,0.4669,0669.HK,breakout,ok
0.438,0.069,0.157,-0.238,0.289,1.21,86.0,0.423,4.0,0.36,False,0.212,0.1978,0669.HK,rsi_reversal,ok
-0.083,-0.031,0.369,-0.486,-0.063,0.98,160.0,0.47,9.0,-0.15,False,-0.286,0.5359,0669.HK,multifactor,ok
-0.4,-0.065,0.162,-0.373,-0.174,0.8,97.0,0.329,6.0,-0.3,False,-0.237,0.2231,0669.HK,bollinger,ok
-0.249,-0.059,0.236,-0.401,-0.147,0.91,102.0,0.371,6.0,-0.24,False,-0.258,0.2346,6862.HK,mean_reversion,ok
0.076,0.034,0.442,-0.641,0.052,1.01,56.0,0.507,8.0,0.14,False,-0.196,0.2553,6862.HK,momentum,ok
-1.044,-0.237,0.227,-0.632,-0.375,0.68,205.0,0.308,5.0,-1.14,False,-0.593,0.4715,6862.HK,breakout,ok
-0.158,-0.027,0.168,-0.179,-0.149,0.92,72.0,0.318,7.0,-0.11,False,-0.13,0.1656,6862.HK,rsi_reversal,ok
-0.102,-0.042,0.409,-0.574,-0.073,0.98,178.0,0.447,7.0,-0.18,False,-0.347,0.5451,6862.HK,multifactor,ok
-0.279,-0.046,0.165,-0.337,-0.137,0.86,97.0,0.326,4.0,-0.21,False,-0.186,0.2231,6862.HK,bollinger,ok
0.177,0.027,0.154,-0.216,0.126,1.07,80.0,0.394,6.0,0.15,False,0.055,0.184,9633.HK,mean_reversion,ok
-0.215,-0.072,0.337,-0.488,-0.149,0.96,52.0,0.486,9.0,-0.39,False,-0.357,0.2323,9633.HK,momentum,ok
-2.041,-0.302,0.148,-0.667,-0.452,0.5,206.0,0.246,4.0,-2.14,True,-0.657,0.4738,9633.HK,breakout,ok
-0.06,-0.007,0.125,-0.176,-0.042,0.97,38.0,0.407,6.0,-0.04,False,-0.051,0.0874,9633.HK,rsi_reversal,ok
-0.136,-0.043,0.318,-0.534,-0.081,0.97,170.0,0.463,12.0,-0.24,False,-0.275,0.5497,9633.HK,multifactor,ok
-0.113,-0.011,0.1,-0.24,-0.047,0.94,86.0,0.347,6.0,-0.08,False,-0.054,0.1978,9633.HK,bollinger,ok
