date,mutual_type,type_name,net_buy,buy,sell,total,fund_inflow,quota_balance,accum_buy
2017-06-06,4,南向_港股通深,384.39,1070.45,686.06,1756.51,485.0,10015.0,37918.85
2017-06-06,5,合計,2021.22,4439.37,2418.15,6857.52,2125.97,23874.03,225838.35
2017-06-06,6,006,963.370000000001,5589.51,4626.14,10215.65,1526.0,19474.0,527564.67
2017-06-07,1,北向_滬股通,511.61,2554.86,2043.25,4598.11,573.58,12426.42,152145.53
2017-06-07,2,南向_港股通滬,-763.0,5182.56,5945.56,11128.12,-92.0,10592.0,488882.82
2017-06-07,3,北向_深股通,1742.92,3208.27,1465.35,4673.62,1807.93,11192.07,75947.35
2017-06-07,4,南向_港股通深,524.85,1236.94,712.09,1949.03,628.0,9872.0,38443.7
2017-06-07,5,合計,2254.53,5763.13,3508.6,9271.73,2381.51,23618.49,228092.88
2017-06-07,6,006,-238.15,6419.5,6657.65,13077.15,536.0,20464.0,527326.52
2017-06-08,1,北向_滬股通,961.94,2822.38,1860.44,4682.82,1030.81,11969.19,153107.47
2017-06-08,2,南向_港股通滬,-165.0,3890.79,4055.79,7946.58,351.0,10149.0,488717.82
2017-06-08,3,北向_深股通,1326.63,2631.47,1304.84,3936.31,1390.35,11609.65,77273.98
2017-06-08,4,南向_港股通深,679.27,1267.06,587.79,1854.85,749.0,9751.0,39122.97
2017-06-08,5,合計,2288.57,5453.85,3165.28,8619.13,2421.16,23578.84,230381.45
2017-06-08,6,006,514.27,5157.85,4643.58,9801.43,1100.0,19900.0,527840.79
2017-06-09,1,北向_滬股通,822.23,3615.16,2792.93,6408.09,903.0,12097.0,153929.7
2017-06-09,2,南向_港股通滬,343.21,5680.51,5337.3,11017.81,780.0,9720.0,489061.03
2017-06-09,3,北向_深股通,503.35,2489.18,1985.83,4475.01,564.0,12436.0,77777.33
2017-06-09,4,南向_港股通深,1248.68,1821.92,573.24,2395.16,1255.0,9245.0,40371.65
2017-06-09,5,合計,1325.58,6104.34,4778.76,10883.1,1467.0,24533.0,231707.03
2017-06-09,6,006,1591.89,7502.43,5910.54,13412.97,2035.0,18965.0,529432.68
2017-06-12,1,北向_滬股通,-1080.79,2014.78,3095.57,5110.35,-1019.22,14019.22,152848.91
2017-06-12,2,南向_港股通滬,-475.05,4091.9,4566.95,8658.85,31.0,10469.0,488585.98
2017-06-12,3,北向_深股通,21.12,2121.16,2100.04,4221.2,97.719999999999,12902.28,77798.45
2017-06-12,4,南向_港股通深,300.9,1543.03,1242.13,2785.16,419.0,10081.0,40672.55
2017-06-12,5,合計,-1059.67,4135.94,5195.61,9331.55,-921.5,26921.5,230647.36
2017-06-12,6,006,-174.15,5634.93,5809.08,11444.01,450.0,20550.0,529258.53
2017-06-13,1,北向_滬股通,-165.75,2027.15,2192.9,4220.05,-96.42,13096.42,152683.16
2017-06-13,2,南向_港股通滬,-1386.17,3103.2,4489.37,7592.57,-752.0,11252.0,487199.81
2017-06-13,3,北向_深股通,647.62,2225.87,1578.25,3804.12,697.299999999999,12302.7,78446.07
2017-06-13,4,南向_港股通深,277.52,980.62,703.1,1683.72,392.0,10108.0,40950.07
2017-06-13,5,合計,481.87,4253.02,3771.15,8024.17,600.879999999999,25399.12,231129.23
2017-06-13,6,006,-1108.65,4083.82,5192.47,9276.29,-360.0,21360.0,528149.88
2017-06-14,1,北向_滬股通,-1036.11,1861.69,2897.8,4759.49,-1006.74,14006.74,151647.05
2017-06-14,2,南向_港股通滬,-824.22,2856.62,3680.84,6537.46,-326.0,10826.0,486375.59
2017-06-14,3,北向_深股通,-287.79,1608.76,1896.55,3505.31,-258.040000000001,13258.04,78158.28
2017-06-14,4,南向_港股通深,362.16,980.67,618.51,1599.18,434.0,10066.0,41312.23
2017-06-14,5,合計,-1323.9,3470.45,4794.35,8264.8,-1264.78,27264.78,229805.33
2017-06-14,6,006,-462.06,3837.29,4299.35,8136.64,108.0,20892.0,527687.82
2017-06-15,1,北向_滬股通,1387.45,3290.01,1902.56,5192.57,1434.14,11565.86,153034.5
2017-06-15,2,南向_港股通滬,-390.41,3038.88,3429.29,6468.17,87.0,10413.0,485985.18
2017-06-15,3,北向_深股通,837.4,2331.77,1494.37,3826.14,869.299999999999,12130.7,78995.68
2017-06-15,4,南向_港股通深,230.4,816.34,585.94,1402.28,334.0,10166.0,41542.63
2017-06-15,5,合計,2224.85,5621.78,3396.93,9018.71,2303.44,23696.56,232030.18
2017-06-15,6,006,-160.01,3855.22,4015.23,7870.45,421.0,20579.0,527527.81
2017-06-16,1,北向_滬股通,530.24,2681.46,2151.22,4832.68,653.0,12347.0,153564.74
2017-06-16,2,南向_港股通滬,471.13,2835.84,2364.71,5200.55,694.0,9806.0,486456.31
2017-06-16,3,北向_深股通,444.57,2407.59,1963.02,4370.61,489.0,12511.0,79440.25
2017-06-16,4,南向_港股通深,145.7,740.67,594.97,1335.64,247.0,10253.0,41688.33
2017-06-16,5,合計,974.81,5089.05,4114.24,9203.29,1142.0,24858.0,233004.99
2017-06-16,6,006,616.83,3576.51,2959.68,6536.19,941.0,20059.0,528144.64
2017-06-19,1,北向_滬股通,1136.78,2713.63,1576.85,4290.48,1203.24,11796.76,154701.52
2017-06-19,2,南向_港股通滬,402.76,3520.94,3118.18,6639.12,754.0,9746.0,486859.07
2017-06-19,3,北向_深股通,1151.21,2338.43,1187.22,3525.65,1194.85,11805.15,80591.46
2017-06-19,4,南向_港股通深,354.52,837.99,483.47,1321.46,474.0,10026.0,42042.85
2017-06-19,5,合計,2287.99,5052.06,2764.07,7816.13,2398.09,23601.91,235292.98
2017-06-19,6,006,757.28,4358.93,3601.65,7960.58,1228.0,19772.0,528901.92
2017-06-20,1,北向_滬股通,-141.66,1724.34,1866.0,3590.34,-92.74,13092.74,154559.86
2017-06-20,2,南向_港股通滬,660.96,2527.2,1866.24,4393.44,857.0,9643.0,487520.03
2017-06-20,3,北向_深股通,453.37,1765.51,1312.14,3077.65,494.459999999999,12505.54,81044.83
2017-06-20,4,南向_港股通深,384.83,870.75,485.92,1356.67,474.0,10026.0,42427.68
2017-06-20,5,合計,311.71,3489.85,3178.14,6667.99,401.719999999999,25598.28,235604.69
2017-06-20,6,006,1045.79,3397.95,2352.16,5750.11,1331.0,19669.0,529947.71
2017-06-21,1,北向_滬股通,387.58,2715.34,2327.76,5043.1,477.290000000001,12522.71,154947.44
2017-06-21,2,南向_港股通滬,392.72,2937.61,2544.89,5482.5,697.0,9803.0,487912.75
2017-06-21,3,北向_深股通,984.98,2256.29,1271.31,3527.6,1050.47,11949.53,82029.81
2017-06-21,4,南向_港股通深,556.31,1087.92,531.61,1619.53,641.0,9859.0,42983.99
2017-06-21,5,合計,1372.56,4971.63,3599.07,8570.7,1527.76,24472.24,236977.25
2017-06-21,6,006,949.03,4025.53,3076.5,7102.03,1338.0,19662.0,530896.74
2017-06-22,1,北向_滬股通,445.37,3163.62,2718.25,5881.87,490.52,12509.48,155392.81
2017-06-22,2,南向_港股通滬,1368.27,3623.1,2254.83,5877.93,1563.0,8937.0,489281.02
2017-06-22,3,北向_深股通,1242.75,3014.58,1771.83,4786.41,1279.85,11720.15,83272.56
2017-06-22,4,南向_港股通深,479.0,1186.0,707.0,1893.0,566.0,9934.0,43462.99
2017-06-22,5,合計,1688.12,6178.2,4490.08,10668.28,1770.37,24229.63,238665.37
2017-06-22,6,006,1847.27,4809.1,2961.83,7770.93,2129.0,18871.0,532744.01
2017-06-23,1,北向_滬股通,477.21,2613.18,2135.97,4749.15,585.0,12415.0,155870.02
2017-06-23,2,南向_港股通滬,-762.25,2594.98,3357.23,5952.21,-293.0,10793.0,488518.77
2017-06-23,3,北向_深股通,928.0,2502.22,1574.22,4076.44,1062.0,11938.0,84200.56
2017-06-23,4,南向_港股通深,330.68,857.67,526.99,1384.66,440.0,10060.0,43793.67
2017-06-23,5,合計,1405.21,5115.4,3710.19,8825.59,1647.0,24353.0,240070.58
2017-06-23,6,006,-431.57,3452.65,3884.22,7336.87,147.0,20853.0,532312.44
2017-06-26,1,北向_滬股通,-305.5,2866.17,3171.67,6037.84,-246.57,13246.57,155564.52
2017-06-26,2,南向_港股通滬,1080.77,4267.21,3186.44,7453.65,1378.0,9122.0,489599.54
2017-06-26,3,北向_深股通,441.41,2182.41,1741.0,3923.41,475.639999999999,12524.36,84641.97
2017-06-26,4,南向_港股通深,441.72,1278.41,836.69,2115.1,564.0,9936.0,44235.39
2017-06-26,5,合計,135.91,5048.58,4912.67,9961.25,229.07,25770.93,240206.49
2017-06-26,6,006,1522.49,5545.62,4023.13,9568.75,1942.0,19058.0,533834.93
2017-06-27,1,北向_滬股通,1944.88,4383.25,2438.37,6821.62,1993.92,11006.08,157509.4
2017-06-27,2,南向_港股通滬,382.45,3592.4,3209.95,6802.35,774.0,9726.0,489981.99
2017-06-27,3,北向_深股通,702.66,2254.52,1551.86,3806.38,750.26,12249.74,85344.63
2017-06-27,4,南向_港股通深,516.12,1088.58,572.46,1661.04,615.0,9885.0,44751.51
2017-06-27,5,合計,2647.54,6637.77,3990.23,10628.0,2744.18,23255.82,242854.03
2017-06-27,6,006,898.57,4680.98,3782.41,8463.39,1389.0,19611.0,534733.5
2017-06-28,1,北向_滬股通,-751.1,1827.68,2578.78,4406.46,-715.809999999999,13715.81,156758.3
2017-06-28,2,南向_港股通滬,34.62,3098.06,3063.44,6161.5,432.0,10068.0,490016.61
2017-06-28,3,北向_深股通,352.53,2677.21,2324.68,5001.89,401.52,12598.48,85697.16
2017-06-28,4,南向_港股通深,284.0,935.99,651.99,1587.98,391.0,10109.0,45035.51
2017-06-28,5,合計,-398.57,4504.89,4903.46,9408.35,-314.289999999999,26314.29,242455.46
2017-06-28,6,006,318.62,4034.05,3715.43,7749.48,823.0,20177.0,535052.12
2017-06-29,1,北向_滬股通,2071.91,4062.92,1991.01,6053.93,2216.55,10783.45,158830.21
2017-06-29,2,南向_港股通滬,1518.88,3316.49,1797.61,5114.1,1714.0,8786.0,491535.49
2017-06-29,3,北向_深股通,923.7,2362.6,1438.9,3801.5,1021.08,11978.92,86620.86
2017-06-29,4,南向_港股通深,308.82,820.91,512.09,1333.0,410.0,10090.0,45344.33
2017-06-29,5,合計,2995.61,6425.52,3429.91,9855.43,3237.63,22762.37,245451.07
2017-06-29,6,006,1827.7,4137.4,2309.7,6447.1,2124.0,18876.0,536879.82
2017-06-30,1,北向_滬股通,-1030.9,1698.02,2728.92,4426.94,-961.0,13961.0,157799.31
2017-06-30,2,南向_港股通滬,746.43,3253.99,2507.56,5761.55,1008.0,9492.0,492281.92
2017-06-30,3,北向_深股通,-150.95,1396.31,1547.26,2943.57,-112.0,13112.0,86469.91
2017-06-30,4,南向_港股通深,386.98,892.3,505.32,1397.62,503.0,9997.0,45731.31
2017-06-30,5,合計,-1181.85,3094.33,4276.18,7370.51,-1073.0,27073.0,244269.22
2017-06-30,6,006,1133.41,4146.29,3012.88,7159.17,1511.0,19489.0,538013.23
2017-07-03,1,北向_滬股通,143.1,1907.01,1763.91,3670.92,179.26,12820.74,157942.41
2017-07-03,2,南向_港股通滬,1765.01,4674.02,2909.01,7583.03,1984.0,8516.0,494046.93
2017-07-03,3,北向_深股通,264.57,1474.73,1210.16,2684.89,321.76,12678.24,86734.48
2017-07-03,4,南向_港股通深,289.71,1233.61,943.9,2177.51,456.0,10044.0,46021.02
2017-07-03,5,合計,407.67,3381.74,2974.07,6355.81,501.02,25498.98,244676.89
2017-07-03,6,006,2054.72,5907.63,3852.91,9760.54,2440.0,18560.0,540067.95
2017-07-04,1,北向_滬股通,-361.45,1792.86,2154.31,3947.17,-311.190000000001,13311.19,157580.96
2017-07-04,2,南向_港股通滬,1809.23,5344.53,3535.3,8879.83,2044.0,8456.0,495856.16
2017-07-04,3,北向_深股通,-239.38,1572.81,1812.19,3385.0,-201.719999999999,13201.72,86495.1
2017-07-04,4,南向_港股通深,442.4,1575.53,1133.13,2708.66,576.0,9924.0,46463.42
2017-07-04,5,合計,-600.83,3365.67,3966.5,7332.17,-512.91,26512.91,244076.06
2017-07-04,6,006,2251.63,6920.06,4668.43,11588.49,2620.0,18380.0,542319.58
2017-07-05,1,北向_滬股通,287.47,1804.93,1517.46,3322.39,341.02,12658.98,157868.43
2017-07-05,2,南向_港股通滬,1635.53,5071.5,3435.97,8507.47,1961.0,8539.0,497491.69
2017-07-05,3,北向_深股通,281.07,1517.62,1236.55,2754.17,339.219999999999,12660.78,86776.17
2017-07-05,4,南向_港股通深,665.68,1288.66,622.98,1911.64,781.0,9719.0,47129.1
2017-07-05,5,合計,568.54,3322.55,2754.01,6076.56,680.24,25319.76,244644.6
2017-07-05,6,006,2301.21,6360.16,4058.95,10419.11,2742.0,18258.0,544620.79
2017-07-06,1,北向_滬股通,-842.89,1903.84,2746.73,4650.57,-811.950000000001,13811.95,157025.54
2017-07-06,2,南向_港股通滬,1368.1,4366.75,2998.65,7365.4,1644.0,8856.0,498859.79
2017-07-06,3,北向_深股通,-228.07,1564.29,1792.36,3356.65,-196.51,13196.51,86548.1
2017-07-06,4,南向_港股通深,539.95,1118.47,578.52,1696.99,623.0,9877.0,47669.05
2017-07-06,5,合計,-1070.96,3468.13,4539.09,8007.22,-1008.46,27008.46,243573.64
2017-07-06,6,006,1908.05,5485.22,3577.17,9062.39,2267.0,18733.0,546528.84
2017-07-07,1,北向_滬股通,-180.11,1798.75,1978.86,3777.61,-128.0,13128.0,156845.43
2017-07-07,2,南向_港股通滬,1318.01,3484.9,2166.89,5651.79,1544.0,8956.0,500177.8
2017-07-07,3,北向_深股通,443.89,1595.59,1151.7,2747.29,482.0,12518.0,86991.99
2017-07-07,4,南向_港股通深,630.88,1275.82,644.94,1920.76,732.0,9768.0,48299.93
2017-07-07,5,合計,263.78,3394.34,3130.56,6524.9,354.0,25646.0,243837.42
2017-07-07,6,006,1948.89,4760.72,2811.83,7572.55,2276.0,18724.0,548477.73
2017-07-10,1,北向_滬股通,75.33,1890.18,1814.85,3705.03,125.6,12874.4,156920.76
2017-07-10,2,南向_港股通滬,2254.27,5073.73,2819.46,7893.19,2408.0,8092.0,502432.07
2017-07-10,3,北向_深股通,819.65,2105.93,1286.28,3392.21,894.620000000001,12105.38,87811.64
2017-07-10,4,南向_港股通深,671.75,1561.53,889.78,2451.31,740.0,9760.0,48971.68
2017-07-10,5,合計,894.98,3996.11,3101.13,7097.24,1020.22,24979.78,244732.4
2017-07-10,6,006,2926.02,6635.26,3709.24,10344.5,3148.0,17852.0,551403.75
2017-07-11,1,北向_滬股通,118.2,2301.57,2183.37,4484.94,162.860000000001,12837.14,157038.96
2017-07-11,2,南向_港股通滬,2084.27,5279.28,3195.01,8474.29,2537.0,7963.0,504516.34
2017-07-11,3,北向_深股通,702.29,2007.49,1305.2,3312.69,753.74,12246.26,88513.93
2017-07-11,4,南向_港股通深,869.06,1645.64,776.58,2422.22,928.0,9572.0,49840.74
2017-07-11,5,合計,820.49,4309.06,3488.57,7797.63,916.6,25083.4,245552.89
2017-07-11,6,006,2953.33,6924.92,3971.59,10896.51,3465.0,17535.0,554357.08
2017-07-12,1,北向_滬股通,549.31,2746.38,2197.07,4943.45,605.49,12394.51,157588.27
2017-07-12,2,南向_港股通滬,2118.78,4331.47,2212.69,6544.16,2317.0,8183.0,506635.12
2017-07-12,3,北向_深股通,953.42,2340.87,1387.45,3728.32,1079.17,11920.83,89467.35
2017-07-12,4,南向_港股通深,477.07,1174.83,697.76,1872.59,570.0,9930.0,50317.81
2017-07-12,5,合計,1502.73,5087.25,3584.52,8671.77,1684.66,24315.34,247055.62
2017-07-12,6,006,2595.85,5506.3,2910.45,8416.75,2887.0,18113.0,556952.93
2017-07-13,1,北向_滬股通,751.47,3075.2,2323.73,5398.93,790.49,12209.51,158339.74
2017-07-13,2,南向_港股通滬,983.35,3960.68,2977.33,6938.01,1358.0,9142.0,507618.47
2017-07-13,3,北向_深股通,599.63,2001.54,1401.91,3403.45,651.52,12348.48,90066.98
2017-07-13,4,南向_港股通深,541.44,1379.89,838.45,2218.34,647.0,9853.0,50859.25
2017-07-13,5,合計,1351.1,5076.74,3725.64,8802.38,1442.01,24557.99,248406.72
2017-07-13,6,006,1524.79,5340.57,3815.78,9156.35,2005.0,18995.0,558477.72
2017-07-14,1,北向_滬股通,-143.23,2297.15,2440.38,4737.53,-85.0,13085.0,158196.51
2017-07-14,2,南向_港股通滬,1229.56,3337.87,2108.31,5446.18,1538.0,8962.0,508848.03
2017-07-14,3,北向_深股通,196.2,1481.94,1285.74,2767.68,267.0,12733.0,90263.18
2017-07-14,4,南向_港股通深,46.15,927.18,881.03,1808.21,185.0,10315.0,50905.4
2017-07-14,5,合計,52.97,3779.09,3726.12,7505.21,182.0,25818.0,248459.69
2017-07-14,6,006,1275.71,4265.05,2989.34,7254.39,1723.0,19277.0,559753.43
2017-07-17,1,北向_滬股通,17.95,3514.32,3496.37,7010.69,75.32,12924.68,158214.46
2017-07-17,2,南向_港股通滬,1166.87,4682.91,3516.04,8198.95,1428.0,9072.0,510014.9
2017-07-17,3,北向_深股通,1330.94,2928.17,1597.23,4525.4,1371.96,11628.04,91594.12
2017-07-17,4,南向_港股通深,208.76,1337.36,1128.6,2465.96,322.0,10178.0,51114.16
2017-07-17,5,合計,1348.89,6442.49,5093.6,11536.09,1447.28,24552.72,249808.58
2017-07-17,6,006,1375.63,6020.27,4644.64,10664.91,1750.0,19250.0,561129.06
2017-07-18,1,北向_滬股通,1084.22,3684.43,2600.21,6284.64,1128.66,11871.34,159298.68
2017-07-18,2,南向_港股通滬,397.91,4048.34,3650.43,7698.77,776.0,9724.0,510412.81
2017-07-18,3,北向_深股通,917.2,2566.0,1648.8,4214.8,969.040000000001,12030.96,92511.32
2017-07-18,4,南向_港股通深,217.87,1240.36,1022.49,2262.85,377.0,10123.0,51332.03
2017-07-18,5,合計,2001.42,6250.43,4249.01,10499.44,2097.7,23902.3,251810.0
2017-07-18,6,006,615.78,5288.7,4672.92,9961.62,1153.0,19847.0,561744.84
2017-07-19,1,北向_滬股通,702.34,3045.53,2343.19,5388.72,753.84,12246.16,160001.02
2017-07-19,2,南向_港股通滬,1449.09,5186.75,3737.66,8924.41,1848.0,8652.0,511861.9
2017-07-19,3,北向_深股通,1049.84,2486.77,1436.93,3923.7,1107.74,11892.26,93561.16
2017-07-19,4,南向_港股通深,878.76,2031.08,1152.32,3183.4,983.0,9517.0,52210.79
2017-07-19,5,合計,1752.18,5532.3,3780.12,9312.42,1861.58,24138.42,253562.18
2017-07-19,6,006,2327.85,7217.83,4889.98,12107.81,2831.0,18169.0,564072.69
2017-07-20,1,北向_滬股通,-230.53,2516.66,2747.19,5263.85,-189.59,13189.59,159770.49
2017-07-20,2,南向_港股通滬,969.89,4673.05,3703.16,8376.21,1340.0,9160.0,512831.79
2017-07-20,3,北向_深股通,357.94,1848.37,1490.43,3338.8,396.559999999999,12603.44,93919.1
2017-07-20,4,南向_港股通深,764.21,1876.76,1112.55,2989.31,921.0,9579.0,52975.0
2017-07-20,5,合計,127.41,4365.03,4237.62,8602.65,206.969999999999,25793.03,253689.59
2017-07-20,6,006,1734.1,6549.81,4815.71,11365.52,2261.0,18739.0,565806.79
2017-07-21,1,北向_滬股通,332.03,2617.29,2285.26,4902.55,382.0,12618.0,160102.52
2017-07-21,2,南向_港股通滬,581.51,4144.86,3563.35,7708.21,957.0,9543.0,513413.3
2017-07-21,3,北向_深股通,1192.78,2174.4,981.62,3156.02,1219.0,11781.0,95111.88
2017-07-21,4,南向_港股通深,412.8,1416.63,1003.83,2420.46,551.0,9949.0,53387.8
2017-07-21,5,合計,1524.81,4791.69,3266.88,8058.57,1601.0,24399.0,255214.4
2017-07-21,6,006,994.31,5561.49,4567.18,10128.67,1508.0,19492.0,566801.1
2017-07-24,1,北向_滬股通,144.84,2516.88,2372.04,4888.92,206.530000000001,12793.47,160247.36
2017-07-24,2,南向_港股通滬,370.86,4143.97,3773.11,7917.08,787.0,9713.0,513784.16
2017-07-24,3,北向_深股通,1444.6,2649.34,1204.74,3854.08,1486.65,11513.35,96556.48
2017-07-24,4,南向_港股通深,583.7,1374.61,790.91,2165.52,699.0,9801.0,53971.5
2017-07-24,5,合計,1589.44,5166.22,3576.78,8743.0,1693.18,24306.82,256803.84
2017-07-24,6,006,954.56,5518.58,4564.02,10082.6,1486.0,19514.0,567755.66
2017-07-25,1,北向_滬股通,-20.65,2144.43,2165.08,4309.51,32.07,12967.93,160226.71
2017-07-25,2,南向_港股通滬,1224.14,3945.37,2721.23,6666.6,1493.0,9007.0,515008.3
2017-07-25,3,北向_深股通,1255.91,2534.75,1278.84,3813.59,1289.14,11710.86,97812.39
2017-07-25,4,南向_港股通深,528.32,1223.01,694.69,1917.7,593.0,9907.0,54499.82
2017-07-25,5,合計,1235.26,4679.18,3443.92,8123.1,1321.21,24678.79,258039.1
2017-07-25,6,006,1752.46,5168.38,3415.92,8584.3,2086.0,18914.0,569508.12
2017-07-26,1,北向_滬股通,1227.5,3673.28,2445.78,6119.06,1299.3,11700.7,161454.21
2017-07-26,2,南向_港股通滬,-665.76,3665.71,4331.47,7997.18,-80.0,10580.0,514342.54
2017-07-26,3,北向_深股通,546.98,2386.0,1839.02,4225.02,589.450000000001,12410.55,98359.37
2017-07-26,4,南向_港股通深,332.69,1245.14,912.45,2157.59,498.0,10002.0,54832.51
2017-07-26,5,合計,1774.48,6059.28,4284.8,10344.08,1888.75,24111.25,259813.58
2017-07-26,6,006,-333.07,4910.85,5243.92,10154.77,418.0,20582.0,569175.05
2017-07-27,1,北向_滬股通,1461.32,3455.5,1994.18,5449.68,1513.77,11486.23,162915.53
2017-07-27,2,南向_港股通滬,-987.06,3635.58,4622.64,8258.22,-304.0,10804.0,513355.48
2017-07-27,3,北向_深股通,1211.41,2463.05,1251.64,3714.69,1326.44,11673.56,99570.78
2017-07-27,4,南向_港股通深,521.78,1431.65,909.87,2341.52,640.0,9860.0,55354.29
2017-07-27,5,合計,2672.73,5918.55,3245.82,9164.37,2840.21,23159.79,262486.31
2017-07-27,6,006,-465.28,5067.23,5532.51,10599.74,336.0,20664.0,568709.77
2017-07-28,1,北向_滬股通,1410.98,2936.89,1525.91,4462.8,1465.0,11535.0,164326.51
2017-07-28,2,南向_港股通滬,218.91,3702.89,3483.98,7186.87,626.0,9874.0,513574.39
2017-07-28,3,北向_深股通,895.6,2238.69,1343.09,3581.78,940.0,12060.0,100466.38
2017-07-28,4,南向_港股通深,384.77,1134.81,750.04,1884.85,531.0,9969.0,55739.06
2017-07-28,5,合計,2306.58,5175.58,2869.0,8044.58,2405.0,23595.0,264792.89
2017-07-28,6,006,603.68,4837.7,4234.02,9071.72,1157.0,19843.0,569313.45
2017-07-31,1,北向_滬股通,888.24,2632.21,1743.97,4376.18,938.9,12061.1,165214.75
2017-07-31,2,南向_港股通滬,1021.82,4132.89,3111.07,7243.96,1346.0,9154.0,514596.21
2017-07-31,3,北向_深股通,1000.68,2226.3,1225.62,3451.92,1063.16,11936.84,101467.06
2017-07-31,4,南向_港股通深,332.58,1183.36,850.78,2034.14,462.0,10038.0,56071.64
2017-07-31,5,合計,1888.92,4858.51,2969.59,7828.1,2002.06,23997.94,266681.81
2017-07-31,6,006,1354.4,5316.25,3961.85,9278.1,1808.0,19192.0,570667.85
2017-08-01,1,北向_滬股通,896.66,3027.58,2130.92,5158.5,968.74,12031.26,166111.41
2017-08-01,2,南向_港股通滬,665.73,4181.37,3515.64,7697.01,1081.0,9419.0,515261.94
2017-08-01,3,北向_深股通,591.6,1861.07,1269.47,3130.54,635.1,12364.9,102058.66
2017-08-01,4,南向_港股通深,477.72,1419.16,941.44,2360.6,609.0,9891.0,56549.36
2017-08-01,5,合計,1488.26,4888.65,3400.39,8289.04,1603.84,24396.16,268170.07
2017-08-01,6,006,1143.45,5600.53,4457.08,10057.61,1690.0,19310.0,571811.3
2017-08-02,1,北向_滬股通,124.48,3450.83,3326.35,6777.18,174.200000000001,12825.8,166235.89
2017-08-02,2,南向_港股通滬,99.8,4591.92,4492.12,9084.04,573.0,9927.0,515361.74
2017-08-02,3,北向_深股通,155.53,2018.25,1862.72,3880.97,197.07,12802.93,102214.19
2017-08-02,4,南向_港股通深,653.78,1671.78,1018.0,2689.78,763.0,9737.0,57203.14
2017-08-02,5,合計,280.01,5469.08,5189.07,10658.15,371.27,25628.73,268450.08
2017-08-02,6,006,753.58,6263.7,5510.12,11773.82,1336.0,19664.0,572564.88
2017-08-03,1,北向_滬股通,1283.12,3418.61,2135.49,5554.1,1320.73,11679.27,167519.01
2017-08-03,2,南向_港股通滬,790.08,4145.47,3355.39,7500.86,1113.0,9387.0,516151.82
2017-08-03,3,北向_深股通,1065.1,2534.98,1469.88,4004.86,1184.02,11815.98,103279.29
2017-08-03,4,南向_港股通深,505.32,1330.99,825.67,2156.66,603.0,9897.0,57708.46
2017-08-03,5,合計,2348.22,5953.59,3605.37,9558.96,2504.75,23495.25,270798.3
2017-08-03,6,006,1295.4,5476.46,4181.06,9657.52,1716.0,19284.0,573860.28
2017-08-04,1,北向_滬股通,2014.56,3807.72,1793.16,5600.88,2075.0,10925.0,169533.57
2017-08-04,2,南向_港股通滬,240.84,3722.39,3481.55,7203.94,680.0,9820.0,516392.66
2017-08-04,3,北向_深股通,798.0,2221.35,1423.35,3644.7,869.0,12131.0,104077.29
2017-08-04,4,南向_港股通深,212.15,1138.68,926.53,2065.21,369.0,10131.0,57920.61
2017-08-04,5,合計,2812.56,6029.07,3216.51,9245.58,2944.0,23056.0,273610.86
2017-08-04,6,006,452.99,4861.07,4408.08,9269.15,1049.0,19951.0,574313.27
2017-08-07,1,北向_滬股通,1552.06,3385.43,1833.37,5218.8,1620.91,11379.09,171085.63
2017-08-07,2,南向_港股通滬,1166.63,4267.38,3100.75,7368.13,1468.0,9032.0,517559.29
2017-08-07,3,北向_深股通,1236.35,2440.16,1203.81,3643.97,1323.62,11676.38,105313.64
2017-08-07,4,南向_港股通深,263.29,1094.37,831.08,1925.45,404.0,10096.0,58183.9
2017-08-07,5,合計,2788.41,5825.59,3037.18,8862.77,2944.53,23055.47,276399.27
2017-08-07,6,006,1429.92,5361.75,3931.83,9293.58,1872.0,19128.0,575743.19
2017-08-08,1,北向_滬股通,1012.06,2705.77,1693.71,4399.48,1051.9,11948.1,172097.69
2017-08-08,2,南向_港股通滬,1828.53,5156.31,3327.78,8484.09,2117.0,8383.0,519387.82
2017-08-08,3,北向_深股通,809.13,2063.98,1254.85,3318.83,864.549999999999,12135.45,106122.77
2017-08-08,4,南向_港股通深,709.14,1653.3,944.16,2597.46,855.0,9645.0,58893.04
2017-08-08,5,合計,1821.19,4769.75,2948.56,7718.31,1916.45,24083.55,278220.46
2017-08-08,6,006,2537.67,6809.61,4271.94,11081.55,2972.0,18028.0,578280.86
2017-08-09,1,北向_滬股通,700.54,2583.12,1882.58,4465.7,747.09,12252.91,172798.23
2017-08-09,2,南向_港股通滬,2308.55,5012.34,2703.79,7716.13,2472.0,8028.0,521696.37
2017-08-09,3,北向_深股通,515.29,1859.29,1344.0,3203.29,570.530000000001,12429.47,106638.06
2017-08-09,4,南向_港股通深,242.28,1271.88,1029.6,2301.48,380.0,10120.0,59135.32
2017-08-09,5,合計,1215.83,4442.41,3226.58,7668.99,1317.62,24682.38,279436.29
2017-08-09,6,006,2550.83,6284.22,3733.39,10017.61,2852.0,18148.0,580831.69
2017-08-10,1,北向_滬股通,-491.34,2749.15,3240.49,5989.64,-436.9,13436.9,172306.89
2017-08-10,2,南向_港股通滬,-659.3,4241.08,4900.38,9141.46,-70.0,10570.0,521037.07
2017-08-10,3,北向_深股通,212.11,1989.84,1777.73,3767.57,247.879999999999,12752.12,106850.17
