strategy,params,total_return,sharpe,trades,win_rate
MA,"(25, 100)",0.0876897884948572,0.0,1,1.0
MA,"(30, 100)",0.0876897884948572,0.0,1,1.0
RSI,"(10, 25, 75)",0.0823880678444545,12.83228134269121,3,0.6666666666666666
RSI,"(10, 20, 80)",0.0492411338259781,0.0,1,1.0
RSI,"(18, 15, 70)",0.0492411338259781,0.0,1,1.0
RSI,"(14, 25, 75)",0.0485801104093417,0.0,1,1.0
RSI,"(18, 20, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(18, 25, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(18, 30, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(21, 20, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(21, 25, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(21, 30, 70)",0.0485801104093417,0.0,1,1.0
RSI,"(25, 15, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(25, 20, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(25, 25, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(25, 30, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(25, 35, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(30, 15, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(30, 20, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(30, 25, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(30, 30, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(30, 35, 65)",0.0485801104093417,0.0,1,1.0
RSI,"(18, 35, 65)",0.0370881124476686,10.75281334829842,2,0.5
RSI,"(14, 30, 65)",0.0231645087726763,3.4545822746981,2,0.5
RSI,"(14, 20, 75)",0.0165145481633193,0.0,1,1.0
RSI,"(21, 15, 70)",0.0165145481633193,0.0,1,1.0
RSI,"(10, 20, 75)",0.011363093665131,0.0,1,1.0
RSI,"(14, 25, 70)",0.0107259334680305,0.0,1,1.0
RSI,"(21, 20, 65)",0.0107259334680305,0.0,1,1.0
RSI,"(21, 25, 65)",0.0107259334680305,0.0,1,1.0
RSI,"(21, 30, 65)",0.0107259334680305,0.0,1,1.0
RSI,"(10, 35, 70)",-0.0014246372610511,-0.174908178975509,4,0.5
RSI,"(14, 35, 65)",-0.006732581874834,-0.958216659319286,3,0.3333333333333333
RSI,"(18, 15, 65)",-0.0082079169147401,0.0,1,0.0
RSI,"(18, 20, 65)",-0.008832747347153,0.0,1,0.0
RSI,"(18, 25, 65)",-0.008832747347153,0.0,1,0.0
RSI,"(18, 30, 65)",-0.008832747347153,0.0,1,0.0
RSI,"(14, 20, 70)",-0.0201820486799774,0.0,1,0.0
RSI,"(21, 15, 65)",-0.0201820486799774,0.0,1,0.0
RSI,"(5, 25, 80)",-0.0213510759837721,-2.1303771198372536,6,0.5
RSI,"(5, 20, 80)",-0.0340896300849688,-5.425188561044721,4,0.25
RSI,"(10, 35, 65)",-0.0346174488675786,-2.2777231287214903,5,0.4
RSI,"(10, 20, 70)",-0.0410364007424694,0.0,1,0.0
RSI,"(14, 25, 65)",-0.0416405491830664,0.0,1,0.0
RSI,"(5, 15, 80)",-0.0666983257371427,-40.1542051727154,3,0.0
RSI,"(10, 30, 70)",-0.0693681784999847,-27.959305952008226,3,0.0
RSI,"(14, 20, 65)",-0.0709471651670734,0.0,1,0.0
RSI,"(10, 20, 65)",-0.0890167374007838,0.0,1,0.0
RSI,"(10, 25, 70)",-0.0986747944839916,-19.391525378739452,3,0.0
RSI,"(5, 30, 80)",-0.1163399585485489,-9.35390193329228,6,0.3333333333333333
RSI,"(10, 30, 65)",-0.117318287477505,-17.38391537776367,3,0.0
RSI,"(5, 35, 80)",-0.1256298437553488,-6.47738060255782,7,0.2857142857142857
RSI,"(5, 20, 75)",-0.1382034980928365,-10.018908437950662,4,0.25
RSI,"(10, 25, 65)",-0.1451585899306154,-15.729824730388469,3,0.0
RSI,"(5, 25, 75)",-0.147389979495246,-6.615053372402026,7,0.2857142857142857
RSI,"(5, 20, 70)",-0.1623160873997307,-9.82326223823817,6,0.3333333333333333
RSI,"(5, 15, 75)",-0.18385567200588,-28.85179881946462,3,0.0
RSI,"(5, 15, 70)",-0.1844251912984855,-17.815077662544212,4,0.25
RSI,"(5, 20, 65)",-0.1887823158354446,-11.076427415103892,6,0.3333333333333333
RSI,"(5, 25, 65)",-0.2005986313693012,-6.845375513035124,11,0.4545454545454545
RSI,"(5, 25, 70)",-0.2009266762488245,-7.691468615719604,10,0.3
RSI,"(5, 15, 65)",-0.2108914197341995,-20.894831575043952,4,0.25
RSI,"(5, 30, 75)",-0.2335260358801216,-8.875232702784807,8,0.375
RSI,"(5, 30, 70)",-0.2978498405938403,-9.714660019039044,11,0.3636363636363636
RSI,"(5, 35, 75)",-0.3254474898564888,-11.35413711256559,9,0.3333333333333333
RSI,"(5, 30, 65)",-0.3376364279930831,-10.963194675354297,12,0.25
RSI,"(5, 35, 70)",-0.4304847466973097,-11.949842041015136,13,0.3076923076923077
RSI,"(5, 35, 65)",-0.4696928488317587,-12.702176696391904,14,0.2857142857142857
