date,Unnamed: 0,end_of_day,ir_overnight,ir_1w,ir_1m,ir_3m,ir_6m,ir_9m,ir_12m
2009-10-30,3289.0,2009-10-30,0.05,0.05,0.07964,0.17929,0.43857,0.60786,0.76643
2009-10-31,3289.0,,0.05,0.05,0.07964,0.17929,0.43857,0.60786,0.76643
2009-11-01,3289.0,,0.05,0.05,0.07964,0.17929,0.43857,0.60786,0.76643
2009-11-02,3290.0,2009-11-02,0.04929,0.05,0.07107,0.16964,0.425,0.57643,0.73571
2009-11-03,3291.0,2009-11-03,0.05,0.05,0.07071,0.16857,0.42857,0.57857,0.73786
2009-11-04,3292.0,2009-11-04,0.05,0.05,0.07143,0.16893,0.42857,0.58786,0.74786
2009-11-05,3293.0,2009-11-05,0.05,0.05,0.08857,0.17786,0.43857,0.58857,0.74786
2009-11-06,3294.0,2009-11-06,0.05,0.05,0.08964,0.16929,0.42929,0.57929,0.72929
2009-11-07,3294.0,,0.05,0.05,0.08964,0.16929,0.42929,0.57929,0.72929
2009-11-08,3294.0,,0.05,0.05,0.08964,0.16929,0.42929,0.57929,0.72929
2009-11-09,3295.0,2009-11-09,0.05,0.05,0.10821,0.1675,0.41929,0.56,0.70071
2009-11-10,3296.0,2009-11-10,0.05,0.05857,0.10893,0.15964,0.40929,0.54929,0.68929
2009-11-11,3297.0,2009-11-11,0.05,0.06,0.11,0.16,0.40071,0.54071,0.68071
2009-11-12,3298.0,2009-11-12,0.04857,0.05857,0.09893,0.14857,0.36929,0.50857,0.64929
2009-11-13,3299.0,2009-11-13,0.05,0.05857,0.09893,0.14857,0.35786,0.49857,0.63929
2009-11-14,3299.0,,0.05,0.05857,0.09893,0.14857,0.35786,0.49857,0.63929
2009-11-15,3299.0,,0.05,0.05857,0.09893,0.14857,0.35786,0.49857,0.63929
2009-11-16,3300.0,2009-11-16,0.05,0.06857,0.10036,0.14929,0.35929,0.49857,0.63929
2009-11-17,3301.0,2009-11-17,0.05,0.07786,0.08964,0.13893,0.34929,0.47786,0.60857
2009-11-18,3302.0,2009-11-18,0.05,0.07929,0.09357,0.14214,0.35286,0.48786,0.61714
2009-11-19,3303.0,2009-11-19,0.05,0.05,0.07036,0.13036,0.32929,0.46929,0.6
2009-11-20,3304.0,2009-11-20,0.05,0.05,0.06929,0.12036,0.30929,0.45,0.57857
2009-11-21,3304.0,,0.05,0.05,0.06929,0.12036,0.30929,0.45,0.57857
2009-11-22,3304.0,,0.05,0.05,0.06929,0.12036,0.30929,0.45,0.57857
2009-11-23,3305.0,2009-11-23,0.04971,0.05,0.06821,0.12036,0.30786,0.44929,0.58786
2009-11-24,3306.0,2009-11-24,0.04936,0.05,0.06929,0.12036,0.30857,0.45,0.59
2009-11-25,3307.0,2009-11-25,0.03,0.05,0.05857,0.11,0.29643,0.43929,0.57786
2009-11-26,3308.0,2009-11-26,0.03,0.049,0.05821,0.10964,0.28714,0.42929,0.56714
2009-11-27,3309.0,2009-11-27,0.03,0.04829,0.05893,0.10964,0.27929,0.41929,0.55857
2009-11-28,3309.0,,0.03,0.04829,0.05893,0.10964,0.27929,0.41929,0.55857
2009-11-29,3309.0,,0.03,0.04829,0.05893,0.10964,0.27929,0.41929,0.55857
2009-11-30,3310.0,2009-11-30,0.03,0.04971,0.05071,0.10107,0.26929,0.40929,0.54929
2009-12-01,3311.0,2009-12-01,0.03,0.05,0.05,0.1,0.24929,0.38929,0.52929
2009-12-02,3312.0,2009-12-02,0.03,0.05,0.05,0.1,0.23929,0.37857,0.51857
2009-12-03,3313.0,2009-12-03,0.03,0.05,0.05,0.10821,0.24929,0.38929,0.53857
2009-12-04,3314.0,2009-12-04,0.03,0.05,0.05,0.10893,0.25,0.39,0.54
2009-12-05,3314.0,,0.03,0.05,0.05,0.10893,0.25,0.39,0.54
2009-12-06,3314.0,,0.03,0.05,0.05,0.10893,0.25,0.39,0.54
2009-12-07,3315.0,2009-12-07,0.03,0.04971,0.05,0.10857,0.25857,0.41714,0.58286
2009-12-08,3316.0,2009-12-08,0.03,0.049,0.05,0.10821,0.25786,0.39929,0.55786
2009-12-09,3317.0,2009-12-09,0.03,0.049,0.05,0.10893,0.25,0.39071,0.54643
2009-12-10,3318.0,2009-12-10,0.03,0.049,0.05107,0.10821,0.23643,0.38,0.53857
2009-12-11,3319.0,2009-12-11,0.03,0.049,0.05,0.10036,0.22714,0.36929,0.52786
2009-12-12,3319.0,,0.03,0.049,0.05,0.10036,0.22714,0.36929,0.52786
2009-12-13,3319.0,,0.03,0.049,0.05,0.10036,0.22714,0.36929,0.52786
2009-12-14,3320.0,2009-12-14,0.03,0.049,0.05,0.09929,0.22643,0.37643,0.53429
2009-12-15,3321.0,2009-12-15,0.03,0.049,0.04964,0.09893,0.22714,0.38714,0.54786
2009-12-16,3322.0,2009-12-16,0.03,0.04829,0.05786,0.10857,0.24571,0.41643,0.58357
2009-12-17,3323.0,2009-12-17,0.03,0.04971,0.05979,0.1095,0.24893,0.41786,0.58643
2009-12-18,3324.0,2009-12-18,0.03,0.04971,0.06929,0.11821,0.25857,0.42714,0.595
2009-12-19,3324.0,,0.03,0.04971,0.06929,0.11821,0.25857,0.42714,0.595
2009-12-20,3324.0,,0.03,0.04971,0.06929,0.11821,0.25857,0.42714,0.595
2009-12-21,3325.0,2009-12-21,0.03,0.05,0.06929,0.12,0.25,0.41929,0.58929
2009-12-22,3326.0,2009-12-22,0.03,0.05,0.07,0.11964,0.24929,0.41857,0.58929
2009-12-23,3327.0,2009-12-23,0.03,0.049,0.07,0.12,0.25857,0.42857,0.60786
2009-12-24,3328.0,2009-12-24,0.03,0.04829,0.0775,0.12607,0.26786,0.43714,0.61643
2009-12-25,3328.0,,0.03,0.04829,0.0775,0.12607,0.26786,0.43714,0.61643
2009-12-26,3328.0,,0.03,0.04829,0.0775,0.12607,0.26786,0.43714,0.61643
2009-12-27,3328.0,,0.03,0.04829,0.0775,0.12607,0.26786,0.43714,0.61643
2009-12-28,3329.0,2009-12-28,0.03,0.04829,0.07786,0.12786,0.27929,0.45714,0.64357
2009-12-29,3330.0,2009-12-29,0.03,0.04829,0.07857,0.13857,0.28857,0.47643,0.67429
2009-12-30,3331.0,2009-12-30,0.03,0.049,0.07929,0.13929,0.28929,0.47786,0.67857
2009-12-31,3332.0,2009-12-31,0.03,0.04971,0.08,0.13929,0.28929,0.46929,0.66929
2010-01-01,3332.0,,0.03,0.04971,0.08,0.13929,0.28929,0.46929,0.66929
2010-01-02,3332.0,,0.03,0.04971,0.08,0.13929,0.28929,0.46929,0.66929
2010-01-03,3332.0,,0.03,0.04971,0.08,0.13929,0.28929,0.46929,0.66929
2010-01-04,3333.0,2010-01-04,0.03,0.04971,0.07964,0.15679,0.31571,0.505,0.71429
2010-01-05,3334.0,2010-01-05,0.03,0.04971,0.07964,0.15,0.29929,0.47929,0.68929
2010-01-06,3335.0,2010-01-06,0.03,0.049,0.08,0.14,0.28,0.45857,0.66857
2010-01-07,3336.0,2010-01-07,0.03,0.04971,0.06964,0.13,0.26,0.43929,0.62857
2010-01-08,3337.0,2010-01-08,0.03,0.04971,0.06964,0.13,0.26,0.43857,0.62857
2010-01-09,3337.0,,0.03,0.04971,0.06964,0.13,0.26,0.43857,0.62857
2010-01-10,3337.0,,0.03,0.04971,0.06964,0.13,0.26,0.43857,0.62857
2010-01-11,3338.0,2010-01-11,0.03,0.04971,0.06036,0.12,0.24,0.4,0.57
2010-01-12,3339.0,2010-01-12,0.03,0.04971,0.06,0.12,0.24,0.39,0.56
2010-01-13,3340.0,2010-01-13,0.03,0.04971,0.06,0.12,0.23929,0.38857,0.54929
2010-01-14,3341.0,2010-01-14,0.03,0.04971,0.05964,0.12,0.23929,0.38929,0.54857
2010-01-15,3342.0,2010-01-15,0.03,0.04971,0.06,0.12,0.23893,0.38929,0.54929
2010-01-16,3342.0,,0.03,0.04971,0.06,0.12,0.23893,0.38929,0.54929
2010-01-17,3342.0,,0.03,0.04971,0.06,0.12,0.23893,0.38929,0.54929
2010-01-18,3343.0,2010-01-18,0.03,0.049,0.06036,0.12,0.24857,0.38857,0.53929
2010-01-19,3344.0,2010-01-19,0.03,0.049,0.05929,0.12929,0.25571,0.39857,0.54857
2010-01-20,3345.0,2010-01-20,0.03,0.04971,0.06,0.13,0.2575,0.39857,0.54857
2010-01-21,3346.0,2010-01-21,0.03,0.04971,0.07857,0.14857,0.28571,0.445,0.60286
2010-01-22,3347.0,2010-01-22,0.03,0.049,0.07893,0.14929,0.28857,0.44071,0.59071
2010-01-23,3347.0,,0.03,0.049,0.07893,0.14929,0.28857,0.44071,0.59071
2010-01-24,3347.0,,0.03,0.049,0.07893,0.14929,0.28857,0.44071,0.59071
2010-01-25,3348.0,2010-01-25,0.03,0.04971,0.07107,0.13071,0.27,0.42929,0.57857
2010-01-26,3349.0,2010-01-26,0.03,0.04971,0.06929,0.13,0.25,0.39857,0.54857
2010-01-27,3350.0,2010-01-27,0.03,0.04971,0.06929,0.13,0.25857,0.40714,0.56643
2010-01-28,3351.0,2010-01-28,0.03,0.04971,0.07286,0.13,0.25857,0.41786,0.57929
2010-01-29,3352.0,2010-01-29,0.03,0.04971,0.07964,0.13,0.24929,0.39929,0.54929
2010-01-30,3352.0,,0.03,0.04971,0.07964,0.13,0.24929,0.39929,0.54929
2010-01-31,3352.0,,0.03,0.04971,0.07964,0.13,0.24929,0.39929,0.54929
2010-02-01,3353.0,2010-02-01,0.03,0.049,0.07929,0.13,0.24929,0.38929,0.53929
2010-02-02,3354.0,2010-02-02,0.03,0.04971,0.07,0.13,0.24929,0.38929,0.53929
2010-02-03,3355.0,2010-02-03,0.03,0.04936,0.07,0.13,0.24857,0.38857,0.53857
2010-02-04,3356.0,2010-02-04,0.03,0.04936,0.07,0.13,0.24929,0.39071,0.54857
2010-02-05,3357.0,2010-02-05,0.03,0.049,0.07,0.13,0.24857,0.39857,0.54857
2010-02-06,3357.0,,0.03,0.049,0.07,0.13,0.24857,0.39857,0.54857
2010-02-07,3357.0,,0.03,0.049,0.07,0.13,0.24857,0.39857,0.54857
2010-02-08,3358.0,2010-02-08,0.03,0.04936,0.06964,0.13,0.24857,0.38929,0.53929
2010-02-09,3359.0,2010-02-09,0.03,0.04936,0.07,0.13,0.24929,0.38857,0.54714
2010-02-10,3360.0,2010-02-10,0.03,0.04929,0.06964,0.13,0.25,0.39,0.55
2010-02-11,3361.0,2010-02-11,0.03,0.04929,0.06929,0.13,0.24714,0.39643,0.555
2010-02-12,3362.0,2010-02-12,0.03,0.04858,0.06964,0.13,0.24,0.39,0.55
2010-02-13,3362.0,,0.03,0.04858,0.06964,0.13,0.24,0.39,0.55
2010-02-14,3362.0,,0.03,0.04858,0.06964,0.13,0.24,0.39,0.55
2010-02-15,3362.0,,0.03,0.04858,0.06964,0.13,0.24,0.39,0.55
2010-02-16,3362.0,,0.03,0.04858,0.06964,0.13,0.24,0.39,0.55
2010-02-17,3363.0,2010-02-17,0.03,0.04686,0.06893,0.13,0.24,0.38,0.53
2010-02-18,3364.0,2010-02-18,0.03,0.04793,0.06929,0.13,0.24,0.38,0.53
2010-02-19,3365.0,2010-02-19,0.03,0.04757,0.06929,0.13,0.25,0.4,0.56857
2010-02-20,3365.0,,0.03,0.04757,0.06929,0.13,0.25,0.4,0.56857
2010-02-21,3365.0,,0.03,0.04757,0.06929,0.13,0.25,0.4,0.56857
2010-02-22,3366.0,2010-02-22,0.03,0.04793,0.06929,0.13,0.25,0.39143,0.55
2010-02-23,3367.0,2010-02-23,0.03,0.04864,0.07,0.13,0.25,0.39071,0.54929
2010-02-24,3368.0,2010-02-24,0.03,0.04829,0.06964,0.13,0.24,0.38,0.53
2010-02-25,3369.0,2010-02-25,0.03,0.04936,0.06964,0.13,0.24,0.37,0.52
2010-02-26,3370.0,2010-02-26,0.03,0.04936,0.07036,0.13,0.23,0.36,0.51
2010-02-27,3370.0,,0.03,0.04936,0.07036,0.13,0.23,0.36,0.51
2010-02-28,3370.0,,0.03,0.04936,0.07036,0.13,0.23,0.36,0.51
2010-03-01,3371.0,2010-03-01,0.03,0.04936,0.07857,0.13,0.23,0.36,0.51
2010-03-02,3372.0,2010-03-02,0.03,0.04936,0.07964,0.13,0.23,0.36,0.51
2010-03-03,3373.0,2010-03-03,0.03,0.04936,0.08,0.13,0.23,0.35,0.5
2010-03-04,3374.0,2010-03-04,0.03,0.04936,0.08,0.13,0.23,0.35,0.5
2010-03-05,3375.0,2010-03-05,0.03,0.04864,0.07929,0.13,0.23,0.35786,0.51643
2010-03-06,3375.0,,0.03,0.04864,0.07929,0.13,0.23,0.35786,0.51643
2010-03-07,3375.0,,0.03,0.04864,0.07929,0.13,0.23,0.35786,0.51643
2010-03-08,3376.0,2010-03-08,0.03,0.04936,0.08,0.13,0.24,0.37857,0.53857
2010-03-09,3377.0,2010-03-09,0.03,0.04971,0.08,0.13,0.24,0.37071,0.53
2010-03-10,3378.0,2010-03-10,0.03,0.04971,0.08,0.13,0.24,0.37,0.53
2010-03-11,3379.0,2010-03-11,0.03,0.04971,0.08,0.13,0.24,0.37,0.53857
2010-03-12,3380.0,2010-03-12,0.03,0.04864,0.07857,0.13,0.24,0.37857,0.54786
2010-03-13,3380.0,,0.03,0.04864,0.07857,0.13,0.24,0.37857,0.54786
2010-03-14,3380.0,,0.03,0.04864,0.07857,0.13,0.24,0.37857,0.54786
2010-03-15,3381.0,2010-03-15,0.03,0.04864,0.07821,0.13,0.24,0.37857,0.55
2010-03-16,3382.0,2010-03-16,0.03,0.04936,0.07,0.12143,0.23,0.37,0.54
2010-03-17,3383.0,2010-03-17,0.03,0.049,0.07,0.12071,0.21,0.35,0.51929
2010-03-18,3384.0,2010-03-18,0.03,0.04936,0.07,0.12,0.21,0.35,0.51857
2010-03-19,3385.0,2010-03-19,0.03,0.04971,0.07,0.12,0.21929,0.36714,0.53929
2010-03-20,3385.0,,0.03,0.04971,0.07,0.12,0.21929,0.36714,0.53929
2010-03-21,3385.0,,0.03,0.04971,0.07,0.12,0.21929,0.36714,0.53929
2010-03-22,3386.0,2010-03-22,0.03,0.04936,0.07857,0.12929,0.22929,0.38929,0.56714
2010-03-23,3387.0,2010-03-23,0.03,0.04936,0.08786,0.13821,0.24,0.39,0.55929
2010-03-24,3388.0,2010-03-24,0.03,0.04971,0.08929,0.13893,0.24,0.39,0.55929
2010-03-25,3389.0,2010-03-25,0.03,0.04971,0.08893,0.13857,0.24,0.39929,0.57571
2010-03-26,3390.0,2010-03-26,0.03,0.04971,0.08893,0.13893,0.24,0.4,0.57929
2010-03-27,3390.0,,0.03,0.04971,0.08893,0.13893,0.24,0.4,0.57929
2010-03-28,3390.0,,0.03,0.04971,0.08893,0.13893,0.24,0.4,0.57929
2010-03-29,3391.0,2010-03-29,0.03,0.04971,0.09643,0.14714,0.24786,0.40643,0.58536
2010-03-30,3392.0,2010-03-30,0.03,0.04965,0.09929,0.14893,0.25,0.4075,0.5875
2010-03-31,3393.0,2010-03-31,0.04465,0.04965,0.09857,0.14929,0.25,0.40714,0.58786
2010-04-01,3394.0,2010-04-01,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-02,3394.0,,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-03,3394.0,,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-04,3394.0,,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-05,3394.0,,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-06,3394.0,,0.03143,0.05,0.09821,0.14893,0.24929,0.39857,0.56857
2010-04-07,3395.0,2010-04-07,0.03,0.04971,0.08464,0.13357,0.24929,0.39857,0.57786
2010-04-08,3396.0,2010-04-08,0.03,0.049,0.08,0.13,0.24857,0.39071,0.56
2010-04-09,3397.0,2010-04-09,0.03,0.049,0.0875,0.13714,0.25679,0.39714,0.56643
2010-04-10,3397.0,,0.03,0.049,0.0875,0.13714,0.25679,0.39714,0.56643
2010-04-11,3397.0,,0.03,0.049,0.0875,0.13714,0.25679,0.39714,0.56643
2010-04-12,3398.0,2010-04-12,0.03,0.049,0.08036,0.13,0.25,0.38929,0.55929
2010-04-13,3399.0,2010-04-13,0.03,0.04936,0.08,0.13,0.24929,0.38929,0.55857
2010-04-14,3400.0,2010-04-14,0.03,0.04936,0.08,0.13,0.24929,0.38,0.54929
2010-04-15,3401.0,2010-04-15,0.03,0.04936,0.08,0.13,0.24929,0.38,0.54929
2010-04-16,3402.0,2010-04-16,0.03,0.049,0.08,0.13,0.24786,0.37929,0.54786
2010-04-17,3402.0,,0.03,0.049,0.08,0.13,0.24786,0.37929,0.54786
2010-04-18,3402.0,,0.03,0.049,0.08,0.13,0.24786,0.37929,0.54786
2010-04-19,3403.0,2010-04-19,0.03,0.04864,0.08,0.13,0.24,0.37,0.53
2010-04-20,3404.0,2010-04-20,0.03,0.04936,0.08714,0.13679,0.24714,0.37857,0.53857
2010-04-21,3405.0,2010-04-21,0.03,0.04971,0.08821,0.13929,0.24929,0.37929,0.53929
2010-04-22,3406.0,2010-04-22,0.03,0.04893,0.08929,0.13857,0.24929,0.37857,0.54679
2010-04-23,3407.0,2010-04-23,0.03,0.04936,0.09,0.13893,0.24929,0.38786,0.55714
2010-04-24,3407.0,,0.03,0.04936,0.09,0.13893,0.24929,0.38786,0.55714
2010-04-25,3407.0,,0.03,0.04936,0.09,0.13893,0.24929,0.38786,0.55714
2010-04-26,3408.0,2010-04-26,0.03,0.05,0.09036,0.13964,0.25857,0.40714,0.57786
2010-04-27,3409.0,2010-04-27,0.03,0.05,0.08179,0.13107,0.25,0.4,0.57
2010-04-28,3410.0,2010-04-28,0.03,0.04971,0.07964,0.13,0.25,0.4,0.57
2010-04-29,3411.0,2010-04-29,0.03,0.05,0.08,0.13,0.25,0.4,0.57
2010-04-30,3412.0,2010-04-30,0.04751,0.06429,0.08107,0.13,0.25,0.4,0.57
2010-05-01,3412.0,,0.04751,0.06429,0.08107,0.13,0.25,0.4,0.57
2010-05-02,3412.0,,0.04751,0.06429,0.08107,0.13,0.25,0.4,0.57
2010-05-03,3413.0,2010-05-03,0.04965,0.06893,0.08929,0.13821,0.25857,0.40857,0.57929
2010-05-04,3414.0,2010-05-04,0.05,0.07,0.09,0.14,0.26929,0.42,0.58929
2010-05-05,3415.0,2010-05-05,0.05786,0.0825,0.09893,0.14893,0.27852,0.42857,0.59709
2010-05-06,3416.0,2010-05-06,0.05,0.06857,0.10857,0.15821,0.28,0.43,0.6
2010-05-07,3417.0,2010-05-07,0.05,0.07,0.12036,0.16964,0.3,0.45,0.62786
2010-05-08,3417.0,,0.05,0.07,0.12036,0.16964,0.3,0.45,0.62786
2010-05-09,3417.0,,0.05,0.07,0.12036,0.16964,0.3,0.45,0.62786
2010-05-10,3418.0,2010-05-10,0.05,0.07,0.13857,0.19964,0.31857,0.46857,0.64857
2010-05-11,3419.0,2010-05-11,0.05,0.07,0.13929,0.2,0.32,0.47,0.65
2010-05-12,3420.0,2010-05-12,0.05,0.07,0.13929,0.2,0.32,0.47,0.65
2010-05-13,3421.0,2010-05-13,0.05,0.06071,0.14714,0.20679,0.32786,0.47786,0.65786
2010-05-14,3422.0,2010-05-14,0.05,0.06,0.14071,0.20107,0.31929,0.48,0.65929
2010-05-15,3422.0,,0.05,0.06,0.14071,0.20107,0.31929,0.48,0.65929
2010-05-16,3422.0,,0.05,0.06,0.14071,0.20107,0.31929,0.48,0.65929
2010-05-17,3423.0,2010-05-17,0.04894,0.059,0.13934,0.20222,0.31924,0.48286,0.66138
2010-05-18,3424.0,2010-05-18,0.05,0.06,0.14679,0.20821,0.32786,0.48857,0.66857
2010-05-19,3425.0,2010-05-19,0.05,0.06786,0.15607,0.21607,0.34429,0.51357,0.69357
2010-05-20,3426.0,2010-05-20,0.04965,0.06929,0.15714,0.21821,0.35,0.51643,0.69857
2010-05-21,3426.0,,0.04965,0.06929,0.15714,0.21821,0.35,0.51643,0.69857
2010-05-22,3426.0,,0.04965,0.06929,0.15714,0.21821,0.35,0.51643,0.69857
2010-05-23,3426.0,,0.04965,0.06929,0.15714,0.21821,0.35,0.51643,0.69857
2010-05-24,3427.0,2010-05-24,0.04894,0.06857,0.15714,0.22607,0.36714,0.535,0.71571
2010-05-25,3428.0,2010-05-25,0.04965,0.07,0.16679,0.2375,0.38857,0.55571,0.74643
2010-05-26,3429.0,2010-05-26,0.05,0.07,0.17821,0.24893,0.40714,0.57714,0.76714
2010-05-27,3430.0,2010-05-27,0.05,0.07857,0.18857,0.25893,0.43857,0.60786,0.79643
2010-05-28,3431.0,2010-05-28,0.05,0.07929,0.1975,0.26893,0.43929,0.61,0.79
2010-05-29,3431.0,,0.05,0.07929,0.1975,0.26893,0.43929,0.61,0.79
2010-05-30,3431.0,,0.05,0.07929,0.1975,0.26893,0.43929,0.61,0.79
2010-05-31,3432.0,2010-05-31,0.05,0.07929,0.19929,0.26893,0.43857,0.60857,0.78929
2010-06-01,3433.0,2010-06-01,0.05,0.08,0.20679,0.2775,0.44786,0.61786,0.79929
2010-06-02,3434.0,2010-06-02,0.05,0.08,0.21321,0.28536,0.45714,0.62571,0.80643
2010-06-03,3435.0,2010-06-03,0.04894,0.07929,0.22393,0.29607,0.46571,0.63714,0.81643
2010-06-04,3436.0,2010-06-04,0.04965,0.07857,0.23607,0.31393,0.47714,0.64857,0.83571
2010-06-05,3436.0,,0.04965,0.07857,0.23607,0.31393,0.47714,0.64857,0.83571
2010-06-06,3436.0,,0.04965,0.07857,0.23607,0.31393,0.47714,0.64857,0.83571
2010-06-07,3437.0,2010-06-07,0.05786,0.08857,0.24571,0.32679,0.48714,0.65857,0.84714
2010-06-08,3438.0,2010-06-08,0.05714,0.08857,0.25429,0.33536,0.49429,0.66571,0.85643
2010-06-09,3439.0,2010-06-09,0.05643,0.08786,0.25607,0.33679,0.49857,0.66,0.84929
2010-06-10,3440.0,2010-06-10,0.05714,0.09714,0.26786,0.34571,0.50643,0.66786,0.85714
2010-06-11,3441.0,2010-06-11,0.05857,0.09643,0.28607,0.36607,0.525,0.68429,0.87286
2010-06-12,3441.0,,0.05857,0.09643,0.28607,0.36607,0.525,0.68429,0.87286
2010-06-13,3441.0,,0.05857,0.09643,0.28607,0.36607,0.525,0.68429,0.87286
2010-06-14,3442.0,2010-06-14,0.05071,0.09929,0.28786,0.36929,0.52857,0.68857,0.87857
2010-06-15,3443.0,2010-06-15,0.05,0.09929,0.28893,0.36893,0.52857,0.68929,0.87786
2010-06-16,3443.0,,0.05,0.09929,0.28893,0.36893,0.52857,0.68929,0.87786
2010-06-17,3444.0,2010-06-17,0.05,0.1,0.28929,0.37,0.53,0.68929,0.87857
2010-06-18,3445.0,2010-06-18,0.05,0.1,0.315,0.39821,0.55786,0.72,0.91571
2010-06-19,3445.0,,0.05,0.1,0.315,0.39821,0.55786,0.72,0.91571
2010-06-20,3445.0,,0.05,0.1,0.315,0.39821,0.55786,0.72,0.91571
2010-06-21,3446.0,2010-06-21,0.05,0.1,0.32714,0.40857,0.56857,0.72929,0.92714
2010-06-22,3447.0,2010-06-22,0.05,0.09929,0.33571,0.41929,0.57786,0.73929,0.93714
2010-06-23,3448.0,2010-06-23,0.05,0.09643,0.35143,0.43429,0.59286,0.76143,0.96143
2010-06-24,3449.0,2010-06-24,0.07357,0.14286,0.44643,0.51214,0.65214,0.82286,1.02357
2010-06-25,3450.0,2010-06-25,0.07929,0.14929,0.45321,0.5175,0.665,0.83571,1.03571
2010-06-26,3450.0,,0.07929,0.14929,0.45321,0.5175,0.665,0.83571,1.03571
2010-06-27,3450.0,,0.07929,0.14929,0.45321,0.5175,0.665,0.83571,1.03571
2010-06-28,3451.0,2010-06-28,0.07714,0.14857,0.46107,0.52536,0.67429,0.84286,1.03214
2010-06-29,3452.0,2010-06-29,0.07929,0.17214,0.50286,0.56786,0.69714,0.86643,1.05643
2010-06-30,3453.0,2010-06-30,0.09571,0.215,0.52393,0.57071,0.69857,0.85929,1.04929
2010-07-01,3453.0,,0.09571,0.215,0.52393,0.57071,0.69857,0.85929,1.04929
2010-07-02,3454.0,2010-07-02,0.08,0.24571,0.5,0.54179,0.67,0.83,1.00929
2010-07-03,3454.0,,0.08,0.24571,0.5,0.54179,0.67,0.83,1.00929
2010-07-04,3454.0,,0.08,0.24571,0.5,0.54179,0.67,0.83,1.00929
2010-07-05,3455.0,2010-07-05,0.05,0.19857,0.44,0.49036,0.61,0.78071,0.96071
2010-07-06,3456.0,2010-07-06,0.09,0.17929,0.43786,0.48893,0.60929,0.77929,0.95929
2010-07-07,3457.0,2010-07-07,0.06,0.13071,0.4125,0.47107,0.59143,0.76071,0.94071
2010-07-08,3458.0,2010-07-08,0.05786,0.10143,0.40107,0.46036,0.58,0.75,0.93
2010-07-09,3459.0,2010-07-09,0.05786,0.09857,0.39214,0.45107,0.57071,0.74071,0.92071
2010-07-10,3459.0,,0.05786,0.09857,0.39214,0.45107,0.57071,0.74071,0.92071
2010-07-11,3459.0,,0.05786,0.09857,0.39214,0.45107,0.57071,0.74071,0.92071
2010-07-12,3460.0,2010-07-12,0.05786,0.09929,0.37036,0.43071,0.55,0.72,0.9
2010-07-13,3461.0,2010-07-13,0.05786,0.08,0.34821,0.41929,0.54,0.71,0.89
2010-07-14,3462.0,2010-07-14,0.06857,0.09607,0.35607,0.42643,0.54643,0.71714,0.89714
2010-07-15,3463.0,2010-07-15,0.09571,0.09929,0.34929,0.42,0.53929,0.7,0.88
2010-07-16,3464.0,2010-07-16,0.08214,0.1,0.34071,0.41036,0.53,0.69,0.87
2010-07-17,3464.0,,0.08214,0.1,0.34071,0.41036,0.53,0.69,0.87
2010-07-18,3464.0,,0.08214,0.1,0.34071,0.41036,0.53,0.69,0.87
2010-07-19,3465.0,2010-07-19,0.05857,0.09036,0.31929,0.39893,0.51929,0.67929,0.85929
2010-07-20,3466.0,2010-07-20,0.05,0.07071,0.28107,0.36964,0.48929,0.64929,0.82929
2010-07-21,3467.0,2010-07-21,0.04965,0.07071,0.27929,0.36929,0.48929,0.65,0.82929
2010-07-22,3468.0,2010-07-22,0.05,0.07,0.28786,0.37714,0.49857,0.65857,0.83786
2010-07-23,3469.0,2010-07-23,0.05,0.07,0.28893,0.3875,0.50786,0.66714,0.847
2010-07-24,3469.0,,0.05,0.07,0.28893,0.3875,0.50786,0.66714,0.847
2010-07-25,3469.0,,0.05,0.07,0.28893,0.3875,0.50786,0.66714,0.847
2010-07-26,3470.0,2010-07-26,0.05,0.07,0.28893,0.38821,0.50857,0.66857,0.84857
2010-07-27,3471.0,2010-07-27,0.05,0.07,0.27893,0.37893,0.49857,0.66714,0.84857
2010-07-28,3472.0,2010-07-28,0.05,0.07,0.27071,0.37071,0.50821,0.67786,0.85786
2010-07-29,3473.0,2010-07-29,0.05,0.07,0.26857,0.36964,0.5,0.67,0.85
2010-07-30,3474.0,2010-07-30,0.05,0.07,0.26107,0.36036,0.49,0.66,0.84
2010-07-31,3474.0,,0.05,0.07,0.26107,0.36036,0.49,0.66,0.84
2010-08-01,3474.0,,0.05,0.07,0.26107,0.36036,0.49,0.66,0.84
2010-08-02,3475.0,2010-08-02,0.05,0.06143,0.25071,0.35,0.48,0.65,0.83
2010-08-03,3476.0,2010-08-03,0.05,0.06071,0.24893,0.34964,0.48,0.65,0.83
2010-08-04,3477.0,2010-08-04,0.05,0.06,0.24929,0.34964,0.48,0.65,0.83
2010-08-05,3478.0,2010-08-05,0.05,0.06,0.24929,0.34964,0.48,0.65,0.83
2010-08-06,3479.0,2010-08-06,0.05,0.06071,0.24071,0.34071,0.47,0.64,0.82
2010-08-07,3479.0,,0.05,0.06071,0.24071,0.34071,0.47,0.64,0.82
