date,Unnamed: 0,end_of_day,ir_overnight,ir_1w,ir_1m,ir_3m,ir_6m,ir_9m,ir_12m
2002-01-02,1355.0,2002-01-02,,,2.0,2.0,2.0625,2.34152,2.64063
2002-01-03,1356.0,2002-01-03,,,2.0,2.00223,2.10938,2.38393,2.71205
2002-01-04,1357.0,2002-01-04,,,1.87054,1.9375,2.02679,2.29018,2.62054
2002-01-05,1357.0,,,,1.87054,1.9375,2.02679,2.29018,2.62054
2002-01-06,1357.0,,,,1.87054,1.9375,2.02679,2.29018,2.62054
2002-01-07,1358.0,2002-01-07,,,1.79018,1.87723,2.00446,2.27455,2.58705
2002-01-08,1359.0,2002-01-08,,,1.75223,1.84375,1.98438,2.22768,2.51116
2002-01-09,1360.0,2002-01-09,,,1.80804,1.87277,2.01786,2.26563,2.56027
2002-01-10,1361.0,2002-01-10,,,1.8125,1.86607,2.00446,2.25223,2.55357
2002-01-11,1362.0,2002-01-11,,,1.8125,1.85491,1.99777,2.23438,2.51563
2002-01-12,1362.0,,,,1.8125,1.85491,1.99777,2.23438,2.51563
2002-01-13,1362.0,,,,1.8125,1.85491,1.99777,2.23438,2.51563
2002-01-14,1363.0,2002-01-14,,,1.77232,1.79241,1.87054,2.0625,2.31027
2002-01-15,1364.0,2002-01-15,,,1.7433,1.75,1.85491,2.05134,2.30357
2002-01-16,1365.0,2002-01-16,,,1.69196,1.70313,1.83259,2.03348,2.28795
2002-01-17,1366.0,2002-01-17,,,1.69196,1.73214,1.83929,2.05357,2.31473
2002-01-18,1367.0,2002-01-18,,,1.85268,1.86384,1.9375,2.17188,2.45536
2002-01-19,1367.0,,,,1.85268,1.86384,1.9375,2.17188,2.45536
2002-01-20,1367.0,,,,1.85268,1.86384,1.9375,2.17188,2.45536
2002-01-21,1368.0,2002-01-21,,,1.8125,1.82813,1.93973,2.17634,2.45982
2002-01-22,1369.0,2002-01-22,,,1.8125,1.85268,1.94866,2.19866,2.47991
2002-01-23,1370.0,2002-01-23,,,1.81027,1.8683,2.0,2.22098,2.5067
2002-01-24,1371.0,2002-01-24,,,1.84598,1.91295,2.03348,2.25446,2.56696
2002-01-25,1372.0,2002-01-25,,,1.94866,1.99107,2.11607,2.34821,2.66295
2002-01-26,1372.0,,,,1.94866,1.99107,2.11607,2.34821,2.66295
2002-01-27,1372.0,,,,1.94866,1.99107,2.11607,2.34821,2.66295
2002-01-28,1373.0,2002-01-28,,,1.93527,1.98438,2.12277,2.35938,2.67188
2002-01-29,1374.0,2002-01-29,,,1.9375,1.99777,2.12277,2.35268,2.66741
2002-01-30,1375.0,2002-01-30,,,1.93527,1.98884,2.10491,2.32813,2.60268
2002-01-31,1376.0,2002-01-31,,,1.97991,2.0067,2.125,2.37277,2.65179
2002-02-01,1377.0,2002-02-01,,,1.95536,1.99777,2.16295,2.42188,2.72321
2002-02-02,1377.0,,,,1.95536,1.99777,2.16295,2.42188,2.72321
2002-02-03,1377.0,,,,1.95536,1.99777,2.16295,2.42188,2.72321
2002-02-04,1378.0,2002-02-04,,,1.88839,1.95536,2.12054,2.34598,2.6317
2002-02-05,1379.0,2002-02-05,,,1.86384,1.94196,2.07813,2.3058,2.57143
2002-02-06,1380.0,2002-02-06,,,1.88393,1.95759,2.09598,2.31696,2.58036
2002-02-07,1381.0,2002-02-07,,,1.93973,1.99554,2.12054,2.32589,2.59375
2002-02-08,1382.0,2002-02-08,,,1.95982,1.99777,2.125,2.34152,2.61384
2002-02-09,1382.0,,,,1.95982,1.99777,2.125,2.34152,2.61384
2002-02-10,1382.0,,,,1.95982,1.99777,2.125,2.34152,2.61384
2002-02-11,1383.0,2002-02-11,,,1.9442,1.99777,2.125,2.33259,2.60938
2002-02-12,1383.0,,,,1.9442,1.99777,2.125,2.33259,2.60938
2002-02-13,1383.0,,,,1.9442,1.99777,2.125,2.33259,2.60938
2002-02-14,1383.0,,,,1.9442,1.99777,2.125,2.33259,2.60938
2002-02-15,1384.0,2002-02-15,,,1.89509,1.96652,2.125,2.33705,2.62723
2002-02-16,1384.0,,,,1.89509,1.96652,2.125,2.33705,2.62723
2002-02-17,1384.0,,,,1.89509,1.96652,2.125,2.33705,2.62723
2002-02-18,1385.0,2002-02-18,,,1.88616,1.97098,2.1183,2.32813,2.59152
2002-02-19,1386.0,2002-02-19,,,1.8817,1.96652,2.12054,2.33259,2.59375
2002-02-20,1387.0,2002-02-20,,,1.875,1.96205,2.12054,2.32366,2.60045
2002-02-21,1388.0,2002-02-21,,,1.8817,1.96875,2.125,2.34152,2.61161
2002-02-22,1389.0,2002-02-22,,,1.9375,1.99554,2.14063,2.3683,2.625
2002-02-23,1389.0,,,,1.9375,1.99554,2.14063,2.3683,2.625
2002-02-24,1389.0,,,,1.9375,1.99554,2.14063,2.3683,2.625
2002-02-25,1390.0,2002-02-25,,,1.95089,2.00223,2.14063,2.3683,2.625
2002-02-26,1391.0,2002-02-26,,,1.97098,2.01116,2.14955,2.37946,2.63393
2002-02-27,1392.0,2002-02-27,,,2.00893,2.03348,2.1875,2.41295,2.67188
2002-02-28,1393.0,2002-02-28,,,2.00446,2.03125,2.17857,2.40625,2.64732
2002-03-01,1394.0,2002-03-01,,,1.98661,2.00446,2.14955,2.39732,2.65179
2002-03-02,1394.0,,,,1.98661,2.00446,2.14955,2.39732,2.65179
2002-03-03,1394.0,,,,1.98661,2.00446,2.14955,2.39732,2.65179
2002-03-04,1395.0,2002-03-04,,,1.9933,2.01339,2.1875,2.44196,2.73661
2002-03-05,1396.0,2002-03-05,,,1.95536,2.00446,2.1875,2.44866,2.7433
2002-03-06,1397.0,2002-03-06,,,1.95759,2.01116,2.1875,2.45759,2.74777
2002-03-07,1398.0,2002-03-07,,,1.97768,2.02679,2.21429,2.47545,2.75893
2002-03-08,1399.0,2002-03-08,,,2.0067,2.08482,2.3125,2.61384,2.94196
2002-03-09,1399.0,,,,2.0067,2.08482,2.3125,2.61384,2.94196
2002-03-10,1399.0,,,,2.0067,2.08482,2.3125,2.61384,2.94196
2002-03-11,1400.0,2002-03-11,,,2.1183,2.22991,2.48661,2.79241,3.17857
2002-03-12,1401.0,2002-03-12,,,2.07143,2.18973,2.41071,2.74777,3.12277
2002-03-13,1402.0,2002-03-13,,,2.11161,2.24107,2.46205,2.79911,3.17634
2002-03-14,1403.0,2002-03-14,,,2.18973,2.27455,2.49777,2.8192,3.16964
2002-03-15,1404.0,2002-03-15,,,2.2567,2.3192,2.53795,2.85714,3.20759
2002-03-16,1404.0,,,,2.2567,2.3192,2.53795,2.85714,3.20759
2002-03-17,1404.0,,,,2.2567,2.3192,2.53795,2.85714,3.20759
2002-03-18,1405.0,2002-03-18,,,2.24777,2.32366,2.55804,2.875,3.21652
2002-03-19,1406.0,2002-03-19,,,2.19196,2.29688,2.55357,2.88616,3.24107
2002-03-20,1407.0,2002-03-20,,,2.1183,2.23884,2.50446,2.82589,3.1875
2002-03-21,1408.0,2002-03-21,,,2.1875,2.29911,2.5625,2.90848,3.29241
2002-03-22,1409.0,2002-03-22,,,2.13393,2.26339,2.52902,2.89509,3.27455
2002-03-23,1409.0,,,,2.13393,2.26339,2.52902,2.89509,3.27455
2002-03-24,1409.0,,,,2.13393,2.26339,2.52902,2.89509,3.27455
2002-03-25,1410.0,2002-03-25,,,2.13616,2.25893,2.54911,2.90848,3.28125
2002-03-26,1411.0,2002-03-26,,,2.13839,2.28348,2.56696,2.93973,3.3125
2002-03-27,1412.0,2002-03-27,,,2.1183,2.26786,2.56696,2.93304,3.29464
2002-03-28,1413.0,2002-03-28,,,2.125,2.27009,2.5625,2.92857,3.27009
2002-03-29,1413.0,,,,2.125,2.27009,2.5625,2.92857,3.27009
2002-03-30,1413.0,,,,2.125,2.27009,2.5625,2.92857,3.27009
2002-03-31,1413.0,,,,2.125,2.27009,2.5625,2.92857,3.27009
2002-04-01,1413.0,,,,2.125,2.27009,2.5625,2.92857,3.27009
2002-04-02,1414.0,2002-04-02,,,2.04911,2.23884,2.55804,2.93527,3.29464
2002-04-03,1415.0,2002-04-03,,,2.02679,2.19866,2.51339,2.89732,3.25
2002-04-04,1416.0,2002-04-04,,,2.0,2.14286,2.49777,2.86384,3.20536
2002-04-05,1416.0,,,,2.0,2.14286,2.49777,2.86384,3.20536
2002-04-06,1416.0,,,,2.0,2.14286,2.49777,2.86384,3.20536
2002-04-07,1416.0,,,,2.0,2.14286,2.49777,2.86384,3.20536
2002-04-08,1417.0,2002-04-08,,,1.9375,2.08705,2.4308,2.76563,3.10491
2002-04-09,1418.0,2002-04-09,,,1.90625,2.06696,2.38616,2.75223,3.10045
2002-04-10,1419.0,2002-04-10,,,1.88616,2.04688,2.37054,2.71875,3.05804
2002-04-11,1420.0,2002-04-11,,,1.87946,2.05134,2.3683,2.70982,3.05134
2002-04-12,1421.0,2002-04-12,,,1.875,2.04241,2.35045,2.69643,3.04464
2002-04-13,1421.0,,,,1.875,2.04241,2.35045,2.69643,3.04464
2002-04-14,1421.0,,,,1.875,2.04241,2.35045,2.69643,3.04464
2002-04-15,1422.0,2002-04-15,,,1.86607,2.02009,2.3192,2.66295,3.00446
2002-04-16,1423.0,2002-04-16,,,1.86161,2.01116,2.3125,2.63393,2.96875
2002-04-17,1424.0,2002-04-17,,,1.90402,2.05357,2.35491,2.66741,3.0
2002-04-18,1425.0,2002-04-18,,,1.88616,2.04911,2.30134,2.625,2.95536
2002-04-19,1426.0,2002-04-19,,,1.88393,2.01339,2.27455,2.58929,2.92857
2002-04-20,1426.0,,,,1.88393,2.01339,2.27455,2.58929,2.92857
2002-04-21,1426.0,,,,1.88393,2.01339,2.27455,2.58929,2.92857
2002-04-22,1427.0,2002-04-22,,,1.89509,2.00893,2.28571,2.60268,2.93973
2002-04-23,1428.0,2002-04-23,,,1.89286,2.00223,2.26563,2.58036,2.9308
2002-04-24,1429.0,2002-04-24,,,1.875,1.98884,2.25,2.57366,2.91964
2002-04-25,1430.0,2002-04-25,,,1.85268,1.95313,2.20089,2.5,2.83705
2002-04-26,1431.0,2002-04-26,,,1.87946,1.95536,2.1875,2.46429,2.78571
2002-04-27,1431.0,,,,1.87946,1.95536,2.1875,2.46429,2.78571
2002-04-28,1431.0,,,,1.87946,1.95536,2.1875,2.46429,2.78571
2002-04-29,1432.0,2002-04-29,,,1.89955,1.95982,2.17188,2.43973,2.75223
2002-04-30,1433.0,2002-04-30,,,1.89063,1.95982,2.16071,2.4442,2.75
2002-05-01,1433.0,,,,1.89063,1.95982,2.16071,2.4442,2.75
2002-05-02,1434.0,2002-05-02,,,1.81473,1.91518,2.12277,2.39955,2.6942
2002-05-03,1435.0,2002-05-03,,,1.84598,1.94196,2.14732,2.4375,2.7433
2002-05-04,1435.0,,,,1.84598,1.94196,2.14732,2.4375,2.7433
2002-05-05,1435.0,,,,1.84598,1.94196,2.14732,2.4375,2.7433
2002-05-06,1436.0,2002-05-06,,,1.81473,1.90848,2.09152,2.375,2.67857
2002-05-07,1437.0,2002-05-07,,,1.81696,1.90625,2.08036,2.3683,2.66071
2002-05-08,1438.0,2002-05-08,,,1.83705,1.92188,2.08929,2.37054,2.64063
2002-05-09,1439.0,2002-05-09,,,1.875,1.95089,2.1875,2.4933,2.8192
2002-05-10,1440.0,2002-05-10,,,1.85045,1.92188,2.12277,2.42411,2.7433
2002-05-11,1440.0,,,,1.85045,1.92188,2.12277,2.42411,2.7433
2002-05-12,1440.0,,,,1.85045,1.92188,2.12277,2.42411,2.7433
2002-05-13,1441.0,2002-05-13,,,1.84598,1.90625,2.09821,2.37054,2.66518
2002-05-14,1442.0,2002-05-14,,,1.875,1.93973,2.12723,2.43304,2.71205
2002-05-15,1443.0,2002-05-15,,,1.89063,1.95313,2.18973,2.5,2.8192
2002-05-16,1444.0,2002-05-16,,,1.8683,1.9375,2.15402,2.46205,2.77009
2002-05-17,1445.0,2002-05-17,,,1.85491,1.92634,2.125,2.42857,2.72991
2002-05-18,1445.0,,,,1.85491,1.92634,2.125,2.42857,2.72991
2002-05-19,1445.0,,,,1.85491,1.92634,2.125,2.42857,2.72991
2002-05-20,1445.0,,,,1.85491,1.92634,2.125,2.42857,2.72991
2002-05-21,1446.0,2002-05-21,,,1.84375,1.92411,2.11161,2.42634,2.72545
2002-05-22,1447.0,2002-05-22,,,1.7433,1.85045,2.04911,2.35714,2.64955
2002-05-23,1448.0,2002-05-23,,,1.6875,1.8192,2.02009,2.33036,2.62723
2002-05-24,1449.0,2002-05-24,,,1.64732,1.8125,2.03125,2.34821,2.64732
2002-05-25,1449.0,,,,1.64732,1.8125,2.03125,2.34821,2.64732
2002-05-26,1449.0,,,,1.64732,1.8125,2.03125,2.34821,2.64732
2002-05-27,1450.0,2002-05-27,,,1.66964,1.81696,2.04688,2.36384,2.65848
2002-05-28,1451.0,2002-05-28,,,1.67634,1.82813,2.06473,2.375,2.70759
2002-05-29,1452.0,2002-05-29,,,1.67857,1.82589,2.06696,2.3817,2.71429
2002-05-30,1453.0,2002-05-30,,,1.67857,1.8192,2.06027,2.375,2.68527
2002-05-31,1454.0,2002-05-31,,,1.73214,1.85714,2.06696,2.38393,2.6808
2002-06-01,1454.0,,,,1.73214,1.85714,2.06696,2.38393,2.6808
2002-06-02,1454.0,,,,1.73214,1.85714,2.06696,2.38393,2.6808
2002-06-03,1455.0,2002-06-03,,,1.7433,1.86384,2.07366,2.38616,2.69866
2002-06-04,1456.0,2002-06-04,,,1.74554,1.85938,2.07813,2.375,2.6808
2002-06-05,1457.0,2002-06-05,,,1.74777,1.86161,2.07589,2.37723,2.6875
2002-06-06,1458.0,2002-06-06,,,1.74554,1.86384,2.07366,2.37723,2.6875
2002-06-07,1459.0,2002-06-07,,,1.7433,1.85491,2.06473,2.375,2.66964
2002-06-08,1459.0,,,,1.7433,1.85491,2.06473,2.375,2.66964
2002-06-09,1459.0,,,,1.7433,1.85491,2.06473,2.375,2.66964
2002-06-10,1460.0,2002-06-10,,,1.72768,1.83482,2.0625,2.36607,2.65848
2002-06-11,1461.0,2002-06-11,,,1.72768,1.83259,2.0625,2.3683,2.65402
2002-06-12,1462.0,2002-06-12,,,1.70536,1.8192,2.04241,2.3192,2.59375
2002-06-13,1463.0,2002-06-13,,,1.71652,1.82589,2.04018,2.32813,2.60268
2002-06-14,1464.0,2002-06-14,,,1.71875,1.8192,2.01339,2.27902,2.53795
2002-06-15,1464.0,,,,1.71875,1.8192,2.01339,2.27902,2.53795
2002-06-16,1464.0,,,,1.71875,1.8192,2.01339,2.27902,2.53795
2002-06-17,1465.0,2002-06-17,,,1.70089,1.81027,1.97991,2.20759,2.44866
2002-06-18,1466.0,2002-06-18,,,1.69643,1.80357,1.97768,2.20536,2.4442
2002-06-19,1467.0,2002-06-19,,,1.70536,1.80357,1.97991,2.19866,2.4375
2002-06-20,1468.0,2002-06-20,,,1.69196,1.78571,1.9375,2.13616,2.35268
2002-06-21,1469.0,2002-06-21,,,1.6875,1.79464,1.93973,2.14732,2.375
2002-06-22,1469.0,,,,1.6875,1.79464,1.93973,2.14732,2.375
2002-06-23,1469.0,,,,1.6875,1.79464,1.93973,2.14732,2.375
2002-06-24,1470.0,2002-06-24,,,1.6875,1.78571,1.93973,2.13839,2.35938
2002-06-25,1471.0,2002-06-25,,,1.70982,1.80357,1.94643,2.14732,2.36161
2002-06-26,1472.0,2002-06-26,,,1.72545,1.80134,1.9308,2.08705,2.28125
2002-06-27,1473.0,2002-06-27,,,1.73438,1.8125,1.92634,2.08705,2.27902
2002-06-28,1474.0,2002-06-28,,,1.78571,1.82813,1.9442,2.125,2.33036
2002-06-29,1474.0,,,,1.78571,1.82813,1.9442,2.125,2.33036
2002-06-30,1474.0,,,,1.78571,1.82813,1.9442,2.125,2.33036
2002-07-01,1474.0,,,,1.78571,1.82813,1.9442,2.125,2.33036
2002-07-02,1475.0,2002-07-02,,,1.7433,1.81696,1.9308,2.10938,2.28795
2002-07-03,1476.0,2002-07-03,,,1.75893,1.82813,1.9375,2.10268,2.28125
2002-07-04,1477.0,2002-07-04,,,1.79688,1.83259,1.9375,2.11161,2.29688
2002-07-05,1478.0,2002-07-05,,,1.81473,1.83705,1.9375,2.125,2.3125
2002-07-06,1478.0,,,,1.81473,1.83705,1.9375,2.125,2.3125
2002-07-07,1478.0,,,,1.81473,1.83705,1.9375,2.125,2.3125
2002-07-08,1479.0,2002-07-08,,,1.8125,1.83259,1.9442,2.13616,2.35491
2002-07-09,1480.0,2002-07-09,,,1.76339,1.8125,1.9375,2.125,2.3125
2002-07-10,1481.0,2002-07-10,,,1.75,1.8125,1.89955,2.06473,2.25
2002-07-11,1482.0,2002-07-11,,,1.74554,1.8058,1.87723,2.01339,2.17188
2002-07-12,1483.0,2002-07-12,,,1.76786,1.81473,1.89286,2.04018,2.20313
2002-07-13,1483.0,,,,1.76786,1.81473,1.89286,2.04018,2.20313
2002-07-14,1483.0,,,,1.76786,1.81473,1.89286,2.04018,2.20313
2002-07-15,1484.0,2002-07-15,,,1.76563,1.81027,1.8817,1.9933,2.12054
2002-07-16,1485.0,2002-07-16,,,1.75893,1.8058,1.875,1.9933,2.1183
2002-07-17,1486.0,2002-07-17,,,1.75,1.81027,1.875,1.99777,2.12946
2002-07-18,1487.0,2002-07-18,,,1.7567,1.8125,1.875,1.99777,2.14063
2002-07-19,1488.0,2002-07-19,,,1.75893,1.8125,1.875,1.9933,2.12946
2002-07-20,1488.0,,,,1.75893,1.8125,1.875,1.9933,2.12946
2002-07-21,1488.0,,,,1.75893,1.8125,1.875,1.9933,2.12946
2002-07-22,1489.0,2002-07-22,,,1.75,1.8125,1.86161,1.96429,2.09821
2002-07-23,1490.0,2002-07-23,,,1.75,1.80357,1.85045,1.94643,2.0692
2002-07-24,1491.0,2002-07-24,,,1.75,1.79688,1.83259,1.9375,2.04688
2002-07-25,1492.0,2002-07-25,,,1.75,1.78571,1.82589,1.9375,2.05804
2002-07-26,1493.0,2002-07-26,,,1.75,1.79018,1.81696,1.91964,2.03125
2002-07-27,1493.0,,,,1.75,1.79018,1.81696,1.91964,2.03125
2002-07-28,1493.0,,,,1.75,1.79018,1.81696,1.91964,2.03125
2002-07-29,1494.0,2002-07-29,,,1.75,1.79241,1.81473,1.91964,2.03125
2002-07-30,1495.0,2002-07-30,,,1.75,1.78348,1.8192,1.9442,2.08705
2002-07-31,1496.0,2002-07-31,,,1.74777,1.78571,1.82589,1.96652,2.11161
2002-08-01,1497.0,2002-08-01,,,1.71875,1.76786,1.8125,1.91295,2.02232
2002-08-02,1498.0,2002-08-02,,,1.6942,1.75223,1.8058,1.88616,1.97991
2002-08-03,1498.0,,,,1.6942,1.75223,1.8058,1.88616,1.97991
2002-08-04,1498.0,,,,1.6942,1.75223,1.8058,1.88616,1.97991
2002-08-05,1499.0,2002-08-05,,,1.68527,1.7366,1.7612,1.8125,1.8884
2002-08-06,1500.0,2002-08-06,,,1.6875,1.7255,1.7433,1.77902,1.8415
2002-08-07,1501.0,2002-08-07,,,1.6942,1.73438,1.75446,1.8125,1.89732
2002-08-08,1502.0,2002-08-08,,,1.68527,1.69866,1.70536,1.75,1.8125
2002-08-09,1503.0,2002-08-09,,,1.6808,1.69196,1.71429,1.75446,1.85268
2002-08-10,1503.0,,,,1.6808,1.69196,1.71429,1.75446,1.85268
2002-08-11,1503.0,,,,1.6808,1.69196,1.71429,1.75446,1.85268
2002-08-12,1504.0,2002-08-12,,,1.67634,1.69196,1.71875,1.76786,1.85714
2002-08-13,1505.0,2002-08-13,,,1.67634,1.69196,1.71429,1.77009,1.8683
2002-08-14,1506.0,2002-08-14,,,1.67188,1.6808,1.6875,1.71875,1.76339
2002-08-15,1507.0,2002-08-15,,,1.67857,1.6875,1.70536,1.75,1.85045
2002-08-16,1508.0,2002-08-16,,,1.66964,1.6875,1.70982,1.77455,1.88616
2002-08-17,1508.0,,,,1.66964,1.6875,1.70982,1.77455,1.88616
2002-08-18,1508.0,,,,1.66964,1.6875,1.70982,1.77455,1.88616
2002-08-19,1509.0,2002-08-19,,,1.67857,1.68973,1.72768,1.81027,1.93304
2002-08-20,1510.0,2002-08-20,,,1.67634,1.68973,1.72991,1.8125,1.93527
2002-08-21,1511.0,2002-08-21,,,1.6942,1.70536,1.73661,1.79464,1.89286
2002-08-22,1512.0,2002-08-22,,,1.74554,1.75,1.7567,1.8192,1.93527
2002-08-23,1513.0,2002-08-23,,,1.75,1.75,1.77679,1.875,1.99107
2002-08-24,1513.0,,,,1.75,1.75,1.77679,1.875,1.99107
2002-08-25,1513.0,,,,1.75,1.75,1.77679,1.875,1.99107
2002-08-26,1514.0,2002-08-26,,,1.73661,1.74777,1.76339,1.86384,1.95759
2002-08-27,1515.0,2002-08-27,,,1.71875,1.74107,1.76116,1.86161,1.95313
2002-08-28,1516.0,2002-08-28,,,1.75,1.75446,1.79688,1.88393,2.00223
2002-08-29,1517.0,2002-08-29,,,1.74554,1.75,1.78795,1.875,1.97991
2002-08-30,1518.0,2002-08-30,,,1.74554,1.75223,1.77455,1.85491,1.9375
2002-08-31,1518.0,,,,1.74554,1.75223,1.77455,1.85491,1.9375
2002-09-01,1518.0,,,,1.74554,1.75223,1.77455,1.85491,1.9375
2002-09-02,1519.0,2002-09-02,,,1.73884,1.75,1.77455,1.85938,1.9375
2002-09-03,1520.0,2002-09-03,,,1.73438,1.75,1.77455,1.84598,1.9375
2002-09-04,1521.0,2002-09-04,,,1.72321,1.72991,1.73438,1.77679,1.83705
2002-09-05,1522.0,2002-09-05,,,1.73884,1.7433,1.75,1.77679,1.83705
2002-09-06,1523.0,2002-09-06,,,1.73438,1.73214,1.72768,1.75,1.80134
2002-09-07,1523.0,,,,1.73438,1.73214,1.72768,1.75,1.80134
2002-09-08,1523.0,,,,1.73438,1.73214,1.72768,1.75,1.80134
2002-09-09,1524.0,2002-09-09,,,1.73884,1.75,1.76339,1.8058,1.89063
2002-09-10,1525.0,2002-09-10,,,1.75,1.75223,1.79241,1.86607,1.96205
2002-09-11,1526.0,2002-09-11,,,1.75446,1.77232,1.81027,1.8817,2.0
2002-09-12,1527.0,2002-09-12,,,1.78125,1.79688,1.83482,1.92411,2.03125
2002-09-13,1528.0,2002-09-13,,,1.89286,1.875,1.875,1.93973,2.04464
2002-09-14,1528.0,,,,1.89286,1.875,1.875,1.93973,2.04464
2002-09-15,1528.0,,,,1.89286,1.875,1.875,1.93973,2.04464
2002-09-16,1529.0,2002-09-16,,,1.92411,1.89955,1.89732,1.95089,2.03795
2002-09-17,1530.0,2002-09-17,,,1.93527,1.90625,1.91071,1.98438,2.08705
2002-09-18,1531.0,2002-09-18,,,1.89286,1.87946,1.8817,1.92634,2.0
2002-09-19,1532.0,2002-09-19,,,1.89732,1.87723,1.88393,1.9308,2.00223
2002-09-20,1533.0,2002-09-20,,,2.0,1.97991,1.98214,2.02232,2.09821
2002-09-21,1533.0,,,,2.0,1.97991,1.98214,2.02232,2.09821
2002-09-22,1533.0,,,,2.0,1.97991,1.98214,2.02232,2.09821
2002-09-23,1534.0,2002-09-23,,,1.94866,1.94866,1.95089,1.99107,2.06027
2002-09-24,1535.0,2002-09-24,,,1.9375,1.9375,1.9375,1.97991,2.03571
2002-09-25,1536.0,2002-09-25,,,1.89955,1.89286,1.88616,1.91741,1.97321
2002-09-26,1537.0,2002-09-26,,,1.9375,1.92857,1.92411,1.9442,2.01339
2002-09-27,1538.0,2002-09-27,,,1.9375,1.92857,1.92188,1.9375,2.00223
2002-09-28,1538.0,,,,1.9375,1.92857,1.92188,1.9375,2.00223
2002-09-29,1538.0,,,,1.9375,1.92857,1.92188,1.9375,2.00223
2002-09-30,1539.0,2002-09-30,,,1.91295,1.89063,1.87277,1.8817,1.92634
2002-10-01,1539.0,,,,1.91295,1.89063,1.87277,1.8817,1.92634
2002-10-02,1540.0,2002-10-02,,,1.89063,1.87054,1.85938,1.86384,1.92411
2002-10-03,1541.0,2002-10-03,,,1.90848,1.88839,1.86384,1.87723,1.93304
2002-10-04,1542.0,2002-10-04,,,1.9375,1.89286,1.87277,1.88616,1.9375
2002-10-05,1542.0,,,,1.9375,1.89286,1.87277,1.88616,1.9375
2002-10-06,1542.0,,,,1.9375,1.89286,1.87277,1.88616,1.9375
2002-10-07,1543.0,2002-10-07,,,1.9375,1.89286,1.87277,1.88616,1.9375
2002-10-08,1544.0,2002-10-08,,,1.94196,1.93527,1.92411,1.94866,2.01563
2002-10-09,1545.0,2002-10-09,,,1.94866,1.9375,1.92857,1.95536,2.03348
2002-10-10,1546.0,2002-10-10,,,1.95982,1.94643,1.93973,1.95982,2.03125
2002-10-11,1547.0,2002-10-11,,,2.0,2.0,2.0,2.02902,2.11161
2002-10-12,1547.0,,,,2.0,2.0,2.0,2.02902,2.11161
2002-10-13,1547.0,,,,2.0,2.0,2.0,2.02902,2.11161
2002-10-14,1547.0,,,,2.0,2.0,2.0,2.02902,2.11161
2002-10-15,1548.0,2002-10-15,,,2.11161,2.11607,2.11607,2.17411,2.26116
2002-10-16,1549.0,2002-10-16,,,2.11607,2.12054,2.13393,2.21875,2.31473
2002-10-17,1550.0,2002-10-17,,,2.17634,2.17634,2.1942,2.28571,2.39955
2002-10-18,1551.0,2002-10-18,,,2.21429,2.21205,2.22321,2.28795,2.37277
2002-10-19,1551.0,,,,2.21429,2.21205,2.22321,2.28795,2.37277
2002-10-20,1551.0,,,,2.21429,2.21205,2.22321,2.28795,2.37277
2002-10-21,1552.0,2002-10-21,,,2.24554,2.21429,2.20982,2.25223,2.32366
2002-10-22,1553.0,2002-10-22,,,2.26339,2.21652,2.20536,2.26116,2.35491
2002-10-23,1554.0,2002-10-23,,,2.1942,2.16071,2.16071,2.22098,2.3125
2002-10-24,1555.0,2002-10-24,,,2.19866,2.18527,2.18304,2.25,2.35268
2002-10-25,1556.0,2002-10-25,,,2.16964,2.15402,2.15848,2.22321,2.3058
2002-10-26,1556.0,,,,2.16964,2.15402,2.15848,2.22321,2.3058
2002-10-27,1556.0,,,,2.16964,2.15402,2.15848,2.22321,2.3058
2002-10-28,1557.0,2002-10-28,,,2.10714,2.10045,2.07143,2.09375,2.14286
2002-10-29,1558.0,2002-10-29,,,2.0558,2.04688,2.02232,2.04464,2.10938
2002-10-30,1559.0,2002-10-30,,,1.94866,1.92857,1.91741,1.9375,2.0
2002-10-31,1560.0,2002-10-31,,,1.90848,1.89509,1.88393,1.91964,1.97545
2002-11-01,1561.0,2002-11-01,,,1.91071,1.90402,1.88839,1.92188,1.98661
2002-11-02,1561.0,,,,1.91071,1.90402,1.88839,1.92188,1.98661
2002-11-03,1561.0,,,,1.91071,1.90402,1.88839,1.92188,1.98661
2002-11-04,1562.0,2002-11-04,,,1.89955,1.88616,1.875,1.91295,1.98438
2002-11-05,1563.0,2002-11-05,,,1.87054,1.875,1.87723,1.93304,2.00446
2002-11-06,1564.0,2002-11-06,,,1.80134,1.81473,1.85045,1.89955,1.97768
2002-11-07,1565.0,2002-11-07,,,1.54464,1.58036,1.6808,1.78125,1.90848
2002-11-08,1566.0,2002-11-08,,,1.52009,1.5625,1.68304,1.77679,1.90402
2002-11-09,1566.0,,,,1.52009,1.5625,1.68304,1.77679,1.90402
2002-11-10,1566.0,,,,1.52009,1.5625,1.68304,1.77679,1.90402
2002-11-11,1567.0,2002-11-11,,,1.51563,1.5558,1.67634,1.76786,1.89063
2002-11-12,1568.0,2002-11-12,,,1.48884,1.54241,1.65848,1.75223,1.87277
2002-11-13,1569.0,2002-11-13,,,1.50446,1.5625,1.66741,1.75893,1.87946
2002-11-14,1570.0,2002-11-14,,,1.52902,1.59375,1.6875,1.79688,1.91518
2002-11-15,1571.0,2002-11-15,,,1.60268,1.67188,1.75,1.88616,2.04018
2002-11-16,1571.0,,,,1.60268,1.67188,1.75,1.88616,2.04018
