end_of_date,Unnamed: 0,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
2011-10-30,3472.0,7.85,7.75,0.5,0.01,0.21,81.3,148637.0,148637.0,0.0,0.0,0.0,0.0,155607.0,156057.0,168992.0,187836.0,197666.0,204578.0,0.0,0.0,0.0,0.0,148637.0,0.0,0.0,0.0,0.0,148637.0,0.0,0.0,0.0,5.0,148642.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-13.0,148629.0
2011-10-31,3471.0,7.85,7.75,0.5,0.02,0.21,81.7,148637.0,148675.0,0.0,0.0,0.0,38.0,155436.0,161471.0,170269.0,190294.0,195915.0,192941.0,0.0,0.0,-38.0,0.0,148637.0,0.0,0.0,0.0,5.0,148642.0,0.0,0.0,0.0,0.0,148642.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-13.0,148629.0
2011-11-01,3470.0,7.85,7.75,0.5,0.02,0.22,81.9,148675.0,148637.0,0.0,0.0,-38.0,0.0,158416.0,158621.0,182255.0,194764.0,212357.0,219241.0,0.0,0.0,0.0,7.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-15.0,148629.0
2011-11-02,3469.0,7.85,7.75,0.5,0.02,0.22,81.9,148637.0,148644.0,0.0,7.0,0.0,0.0,159367.0,164154.0,170451.0,166544.0,186699.0,179216.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-15.0,148629.0
2011-11-03,3468.0,7.85,7.75,0.5,0.03,0.22,82.0,148644.0,148644.0,0.0,0.0,0.0,0.0,164482.0,169832.0,180591.0,193744.0,177004.0,200938.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-15.0,148629.0
2011-11-04,3467.0,7.85,7.75,0.5,0.03,0.22,81.8,148644.0,148644.0,0.0,0.0,0.0,0.0,156020.0,156525.0,182262.0,200064.0,215242.0,205070.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,6.0,148650.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-21.0,148629.0
2011-11-05,3467.0,7.85,7.75,0.5,0.03,0.22,81.8,148644.0,148644.0,0.0,0.0,0.0,0.0,156020.0,156525.0,182262.0,200064.0,215242.0,205070.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,6.0,148650.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-21.0,148629.0
2011-11-06,3467.0,7.85,7.75,0.5,0.03,0.22,81.8,148644.0,148644.0,0.0,0.0,0.0,0.0,156020.0,156525.0,182262.0,200064.0,215242.0,205070.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,6.0,148650.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-21.0,148629.0
2011-11-07,3466.0,7.85,7.75,0.5,0.03,0.22,81.9,148644.0,148644.0,0.0,0.0,0.0,0.0,158539.0,160067.0,168890.0,198346.0,207682.0,207791.0,0.0,0.0,0.0,0.0,148644.0,0.0,0.0,0.0,6.0,148650.0,0.0,0.0,0.0,0.0,148650.0,0.0,0.0,0.0,0.0,148643.0,0.0,0.0,0.0,-21.0,148629.0
2011-11-08,3465.0,7.85,7.75,0.5,0.03,0.22,81.8,148644.0,148644.0,0.0,0.0,0.0,0.0,156571.0,157456.0,161439.0,173784.0,185437.0,176856.0,0.0,0.0,0.0,9.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-23.0,148629.0
2011-11-09,3464.0,7.85,7.75,0.5,0.03,0.22,81.7,148644.0,148652.0,0.0,9.0,0.0,0.0,153354.0,154525.0,161444.0,138911.0,157277.0,156931.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-23.0,148629.0
2011-11-10,3463.0,7.85,7.75,0.5,0.03,0.22071,82.0,148652.0,148652.0,0.0,0.0,0.0,0.0,151233.0,154372.0,167237.0,173385.0,202211.0,198571.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-23.0,148629.0
2011-11-11,3462.0,7.85,7.75,0.5,0.02,0.22143,81.9,148652.0,148652.0,0.0,0.0,0.0,0.0,150437.0,150280.0,167695.0,184250.0,185697.0,168963.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-7.0,148645.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-16.0,148629.0
2011-11-12,3462.0,7.85,7.75,0.5,0.02,0.22143,81.9,148652.0,148652.0,0.0,0.0,0.0,0.0,150437.0,150280.0,167695.0,184250.0,185697.0,168963.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-7.0,148645.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-16.0,148629.0
2011-11-13,3462.0,7.85,7.75,0.5,0.02,0.22143,81.9,148652.0,148652.0,0.0,0.0,0.0,0.0,150437.0,150280.0,167695.0,184250.0,185697.0,168963.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-7.0,148645.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-16.0,148629.0
2011-11-14,3461.0,7.85,7.75,0.5,0.03,0.22,81.7,148652.0,148652.0,0.0,0.0,0.0,0.0,157304.0,161752.0,170122.0,191033.0,221012.0,221899.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-7.0,148645.0,0.0,0.0,0.0,7.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-23.0,148629.0
2011-11-15,3460.0,7.85,7.75,0.5,0.03,0.22036,81.9,148652.0,148652.0,0.0,0.0,0.0,0.0,154097.0,154062.0,167340.0,169248.0,187938.0,175002.0,0.0,0.0,0.0,-6.0,148646.0,0.0,0.0,0.0,7.0,148653.0,0.0,0.0,0.0,4.0,148656.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-28.0,148629.0
2011-11-16,3459.0,7.85,7.75,0.5,0.03,0.22,82.0,148652.0,148646.0,0.0,-6.0,0.0,0.0,152107.0,163315.0,177722.0,158347.0,179802.0,185333.0,0.0,0.0,0.0,7.0,148653.0,0.0,0.0,0.0,4.0,148656.0,0.0,0.0,0.0,-16.0,148640.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-11.0,148629.0
2011-11-17,3458.0,7.85,7.75,0.5,0.03,0.22,82.0,148646.0,148653.0,0.0,7.0,0.0,0.0,152641.0,160744.0,179011.0,189496.0,197964.0,199774.0,0.0,0.0,0.0,4.0,148656.0,0.0,0.0,0.0,-16.0,148640.0,0.0,0.0,0.0,12.0,148652.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-23.0,148629.0
2011-11-18,3457.0,7.85,7.75,0.5,0.03,0.22,82.0,148653.0,148656.0,0.0,4.0,0.0,0.0,155872.0,163449.0,178377.0,200027.0,204818.0,196006.0,0.0,0.0,0.0,-16.0,148640.0,0.0,0.0,0.0,12.0,148652.0,0.0,0.0,0.0,3.0,148655.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-26.0,148629.0
2011-11-19,3457.0,7.85,7.75,0.5,0.03,0.22,82.0,148653.0,148656.0,0.0,4.0,0.0,0.0,155872.0,163449.0,178377.0,200027.0,204818.0,196006.0,0.0,0.0,0.0,-16.0,148640.0,0.0,0.0,0.0,12.0,148652.0,0.0,0.0,0.0,3.0,148655.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-26.0,148629.0
2011-11-20,3457.0,7.85,7.75,0.5,0.03,0.22,82.0,148653.0,148656.0,0.0,4.0,0.0,0.0,155872.0,163449.0,178377.0,200027.0,204818.0,196006.0,0.0,0.0,0.0,-16.0,148640.0,0.0,0.0,0.0,12.0,148652.0,0.0,0.0,0.0,3.0,148655.0,0.0,0.0,0.0,0.0,148652.0,0.0,0.0,0.0,-26.0,148629.0
2011-11-21,3456.0,7.85,7.75,0.5,0.04,0.22,82.0,148656.0,148640.0,0.0,-16.0,0.0,0.0,157213.0,157314.0,159403.0,172258.0,199860.0,202809.0,0.0,0.0,0.0,12.0,148652.0,0.0,0.0,0.0,3.0,148655.0,0.0,0.0,0.0,23.0,148678.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-54.0,148629.0
2011-11-22,3455.0,7.85,7.75,0.5,0.04,0.22,82.1,148640.0,148652.0,0.0,12.0,0.0,0.0,156642.0,156967.0,167498.0,175747.0,189786.0,192254.0,0.0,0.0,0.0,5.0,148656.0,0.0,0.0,0.0,23.0,148679.0,0.0,0.0,0.0,5.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-11-23,3454.0,7.85,7.75,0.5,0.03,0.22,82.1,148652.0,148656.0,0.0,5.0,0.0,0.0,151465.0,152213.0,164335.0,144794.0,174014.0,179984.0,0.0,0.0,0.0,23.0,148679.0,0.0,0.0,0.0,5.0,148684.0,0.0,0.0,0.0,2.0,148686.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-58.0,148629.0
2011-11-24,3453.0,7.85,7.75,0.5,0.03,0.22,82.2,148656.0,148679.0,0.0,23.0,0.0,0.0,151805.0,158155.0,159410.0,171871.0,182076.0,178550.0,0.0,0.0,0.0,5.0,148684.0,0.0,0.0,0.0,2.0,148686.0,0.0,0.0,0.0,0.0,148686.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-58.0,148629.0
2011-11-25,3452.0,7.85,7.75,0.5,0.04,0.22857,82.4,148679.0,148684.0,0.0,5.0,0.0,0.0,151928.0,151936.0,169355.0,177711.0,199561.0,204274.0,0.0,0.0,0.0,2.0,148686.0,0.0,0.0,0.0,0.0,148686.0,0.0,0.0,0.0,-29.0,148657.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-29.0,148629.0
2011-11-26,3452.0,7.85,7.75,0.5,0.04,0.22857,82.4,148679.0,148684.0,0.0,5.0,0.0,0.0,151928.0,151936.0,169355.0,177711.0,199561.0,204274.0,0.0,0.0,0.0,2.0,148686.0,0.0,0.0,0.0,0.0,148686.0,0.0,0.0,0.0,-29.0,148657.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-29.0,148629.0
2011-11-27,3452.0,7.85,7.75,0.5,0.04,0.22857,82.4,148679.0,148684.0,0.0,5.0,0.0,0.0,151928.0,151936.0,169355.0,177711.0,199561.0,204274.0,0.0,0.0,0.0,2.0,148686.0,0.0,0.0,0.0,0.0,148686.0,0.0,0.0,0.0,-29.0,148657.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-29.0,148629.0
2011-11-28,3451.0,7.85,7.75,0.5,0.04,0.23,82.5,148684.0,148686.0,0.0,2.0,0.0,0.0,152073.0,153547.0,159601.0,173111.0,197134.0,182840.0,0.0,0.0,0.0,0.0,148686.0,0.0,0.0,0.0,-29.0,148657.0,0.0,0.0,0.0,0.0,148657.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-29.0,148629.0
2011-11-29,3450.0,7.85,7.75,0.5,0.03,0.23071,82.4,148686.0,148686.0,0.0,0.0,0.0,0.0,156063.0,156894.0,176321.0,184947.0,202814.0,195412.0,0.0,0.0,0.0,-26.0,148660.0,0.0,0.0,0.0,0.0,148660.0,0.0,0.0,0.0,12.0,148672.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-43.0,148629.0
2011-11-30,3449.0,7.85,7.75,0.5,0.04,0.23071,82.5,148686.0,148660.0,0.0,-26.0,0.0,0.0,156449.0,158173.0,174590.0,157971.0,184777.0,217582.0,0.0,0.0,0.0,0.0,148660.0,0.0,0.0,0.0,12.0,148672.0,0.0,0.0,0.0,31.0,148703.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-74.0,148629.0
2011-12-01,3448.0,7.85,7.75,0.5,0.04,0.24,82.2,148660.0,148660.0,0.0,0.0,0.0,0.0,151450.0,153962.0,159066.0,168417.0,186362.0,190848.0,0.0,0.0,0.0,12.0,148672.0,0.0,0.0,0.0,31.0,148703.0,0.0,0.0,0.0,19.0,148722.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-94.0,148629.0
2011-12-02,3447.0,7.85,7.75,0.5,0.04,0.24071,82.2,148660.0,148672.0,0.0,12.0,0.0,0.0,153736.0,157223.0,162901.0,172415.0,179778.0,184482.0,0.0,0.0,0.0,43.0,148714.0,0.0,0.0,0.0,19.0,148734.0,0.0,0.0,0.0,-17.0,148716.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-88.0,148629.0
2011-12-03,3447.0,7.85,7.75,0.5,0.04,0.24071,82.2,148660.0,148672.0,0.0,12.0,0.0,0.0,153736.0,157223.0,162901.0,172415.0,179778.0,184482.0,0.0,0.0,0.0,43.0,148714.0,0.0,0.0,0.0,19.0,148734.0,0.0,0.0,0.0,-17.0,148716.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-88.0,148629.0
2011-12-04,3447.0,7.85,7.75,0.5,0.04,0.24071,82.2,148660.0,148672.0,0.0,12.0,0.0,0.0,153736.0,157223.0,162901.0,172415.0,179778.0,184482.0,0.0,0.0,0.0,43.0,148714.0,0.0,0.0,0.0,19.0,148734.0,0.0,0.0,0.0,-17.0,148716.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-88.0,148629.0
2011-12-05,3446.0,7.85,7.75,0.5,0.04,0.25,82.3,148672.0,148714.0,0.0,43.0,0.0,0.0,152905.0,152998.0,170036.0,178042.0,187547.0,197385.0,0.0,0.0,0.0,19.0,148734.0,0.0,0.0,0.0,-17.0,148716.0,0.0,0.0,0.0,17.0,148734.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-105.0,148629.0
2011-12-06,3445.0,7.85,7.75,0.5,0.04,0.26,82.3,148714.0,148734.0,0.0,19.0,0.0,0.0,157480.0,158371.0,178509.0,185101.0,190477.0,188004.0,0.0,0.0,0.0,-15.0,148719.0,0.0,0.0,0.0,7.0,148726.0,0.0,0.0,0.0,4.0,148730.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-101.0,148629.0
2011-12-07,3444.0,7.85,7.75,0.5,0.04,0.27,82.2,148734.0,148719.0,0.0,-15.0,0.0,0.0,150482.0,158440.0,175463.0,169594.0,179695.0,181632.0,0.0,0.0,0.0,7.0,148726.0,0.0,0.0,0.0,4.0,148730.0,0.0,0.0,0.0,7.0,148736.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-108.0,148629.0
2011-12-08,3443.0,7.85,7.75,0.5,0.05,0.27786,82.2,148719.0,148726.0,0.0,7.0,0.0,0.0,152665.0,159765.0,166134.0,183636.0,189865.0,188601.0,0.0,0.0,0.0,4.0,148730.0,0.0,0.0,0.0,7.0,148736.0,0.0,0.0,0.0,8.0,148744.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-115.0,148629.0
2011-12-09,3442.0,7.85,7.75,0.5,0.04,0.28,82.4,148726.0,148730.0,0.0,4.0,0.0,0.0,159680.0,162207.0,179802.0,188323.0,197691.0,193042.0,0.0,0.0,0.0,7.0,148736.0,0.0,0.0,0.0,8.0,148744.0,0.0,0.0,0.0,-77.0,148668.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-39.0,148629.0
2011-12-10,3442.0,7.85,7.75,0.5,0.04,0.28,82.4,148726.0,148730.0,0.0,4.0,0.0,0.0,159680.0,162207.0,179802.0,188323.0,197691.0,193042.0,0.0,0.0,0.0,7.0,148736.0,0.0,0.0,0.0,8.0,148744.0,0.0,0.0,0.0,-77.0,148668.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-39.0,148629.0
2011-12-11,3442.0,7.85,7.75,0.5,0.04,0.28,82.4,148726.0,148730.0,0.0,4.0,0.0,0.0,159680.0,162207.0,179802.0,188323.0,197691.0,193042.0,0.0,0.0,0.0,7.0,148736.0,0.0,0.0,0.0,8.0,148744.0,0.0,0.0,0.0,-77.0,148668.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-39.0,148629.0
2011-12-12,3441.0,7.85,7.75,0.5,0.04,0.28,82.3,148730.0,148736.0,0.0,7.0,0.0,0.0,156156.0,157263.0,173163.0,184170.0,188245.0,188622.0,0.0,0.0,0.0,8.0,148744.0,0.0,0.0,0.0,-77.0,148668.0,0.0,0.0,0.0,0.0,148668.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-39.0,148629.0
2011-12-13,3440.0,7.85,7.75,0.5,0.04,0.28,82.5,148736.0,148744.0,0.0,8.0,0.0,0.0,153293.0,158306.0,176666.0,183055.0,187191.0,186608.0,0.0,0.0,0.0,-74.0,148670.0,0.0,0.0,0.0,0.0,148670.0,0.0,0.0,0.0,32.0,148702.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-73.0,148629.0
2011-12-14,3439.0,7.85,7.75,0.5,0.05,0.28,82.7,148744.0,148670.0,0.0,-74.0,0.0,0.0,155579.0,155916.0,190902.0,165652.0,179751.0,171435.0,0.0,0.0,0.0,0.0,148670.0,0.0,0.0,0.0,32.0,148702.0,0.0,0.0,0.0,145.0,148847.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-218.0,148629.0
2011-12-15,3438.0,7.85,7.75,0.5,0.05,0.29,82.8,148670.0,148680.0,0.0,0.0,0.0,10.0,154776.0,158412.0,170531.0,175185.0,187231.0,180031.0,0.0,0.0,-10.0,32.0,148702.0,0.0,0.0,0.0,145.0,148847.0,0.0,0.0,0.0,12.0,148859.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-230.0,148629.0
2011-12-16,3437.0,7.85,7.75,0.5,0.05,0.29929,82.7,148680.0,148702.0,0.0,32.0,-10.0,0.0,150066.0,151563.0,162198.0,179996.0,188825.0,183174.0,0.0,0.0,0.0,99.0,148800.0,0.0,0.0,0.0,12.0,148813.0,0.0,0.0,0.0,-171.0,148642.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-13.0,148629.0
2011-12-17,3437.0,7.85,7.75,0.5,0.05,0.29929,82.7,148680.0,148702.0,0.0,32.0,-10.0,0.0,150066.0,151563.0,162198.0,179996.0,188825.0,183174.0,0.0,0.0,0.0,99.0,148800.0,0.0,0.0,0.0,12.0,148813.0,0.0,0.0,0.0,-171.0,148642.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-13.0,148629.0
2011-12-18,3437.0,7.85,7.75,0.5,0.05,0.29929,82.7,148680.0,148702.0,0.0,32.0,-10.0,0.0,150066.0,151563.0,162198.0,179996.0,188825.0,183174.0,0.0,0.0,0.0,99.0,148800.0,0.0,0.0,0.0,12.0,148813.0,0.0,0.0,0.0,-171.0,148642.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-13.0,148629.0
2011-12-19,3436.0,7.85,7.75,0.5,0.05,0.30071,82.7,148702.0,148800.0,0.0,99.0,0.0,0.0,151331.0,153411.0,162492.0,167871.0,183685.0,176248.0,0.0,0.0,0.0,12.0,148813.0,0.0,0.0,0.0,-171.0,148642.0,0.0,0.0,0.0,9.0,148650.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-22.0,148629.0
2011-12-20,3435.0,7.85,7.75,0.5,0.05,0.31,82.6,148800.0,148813.0,0.0,12.0,0.0,0.0,162128.0,163221.0,175650.0,184296.0,196076.0,199935.0,0.0,0.0,0.0,-168.0,148645.0,0.0,0.0,0.0,9.0,148653.0,0.0,0.0,0.0,27.0,148680.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-52.0,148629.0
2011-12-21,3434.0,7.85,7.75,0.5,0.05,0.31071,82.4,148813.0,148645.0,0.0,-168.0,0.0,0.0,154561.0,163626.0,168422.0,154859.0,164408.0,161174.0,0.0,0.0,0.0,9.0,148653.0,0.0,0.0,0.0,27.0,148680.0,0.0,0.0,0.0,1.0,148682.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-53.0,148629.0
2011-12-22,3433.0,7.85,7.75,0.5,0.05,0.31143,82.5,148645.0,148653.0,0.0,9.0,0.0,0.0,158016.0,158076.0,167576.0,181990.0,189011.0,178225.0,0.0,0.0,0.0,27.0,148680.0,0.0,0.0,0.0,1.0,148682.0,0.0,0.0,0.0,0.0,148682.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-53.0,148629.0
2011-12-23,3432.0,7.85,7.75,0.5,0.11,0.32857,82.5,148653.0,148680.0,0.0,27.0,0.0,0.0,152030.0,155709.0,169037.0,178224.0,185825.0,179051.0,0.0,0.0,0.0,4.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-24,3432.0,7.85,7.75,0.5,0.11,0.32857,82.5,148653.0,148680.0,0.0,27.0,0.0,0.0,152030.0,155709.0,169037.0,178224.0,185825.0,179051.0,0.0,0.0,0.0,4.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-25,3432.0,7.85,7.75,0.5,0.11,0.32857,82.5,148653.0,148680.0,0.0,27.0,0.0,0.0,152030.0,155709.0,169037.0,178224.0,185825.0,179051.0,0.0,0.0,0.0,4.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-26,3432.0,7.85,7.75,0.5,0.11,0.32857,82.5,148653.0,148680.0,0.0,27.0,0.0,0.0,152030.0,155709.0,169037.0,178224.0,185825.0,179051.0,0.0,0.0,0.0,4.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-27,3432.0,7.85,7.75,0.5,0.11,0.32857,82.5,148653.0,148680.0,0.0,27.0,0.0,0.0,152030.0,155709.0,169037.0,178224.0,185825.0,179051.0,0.0,0.0,0.0,4.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-28,3431.0,7.85,7.75,0.5,0.44,0.33357,82.4,148680.0,148684.0,0.0,4.0,0.0,0.0,157199.0,158255.0,143762.0,149226.0,165311.0,200295.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-55.0,148629.0
2011-12-29,3430.0,7.85,7.75,0.5,0.28,0.34,82.6,148684.0,148689.0,0.0,0.0,0.0,5.0,152636.0,157662.0,161149.0,182254.0,190604.0,188286.0,0.0,0.0,-5.0,0.0,148684.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,-35.0,148649.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-21.0,148629.0
2011-12-30,3429.0,7.85,7.75,0.5,0.35,0.34071,82.6,148689.0,148684.0,0.0,0.0,-5.0,0.0,158759.0,165643.0,175475.0,194091.0,195481.0,199388.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,-35.0,148649.0,0.0,0.0,0.0,0.0,148649.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-21.0,148629.0
2011-12-31,3429.0,7.85,7.75,0.5,0.35,0.34071,82.6,148689.0,148684.0,0.0,0.0,-5.0,0.0,158759.0,165643.0,175475.0,194091.0,195481.0,199388.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,-35.0,148649.0,0.0,0.0,0.0,0.0,148649.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-21.0,148629.0
2012-01-01,3429.0,7.85,7.75,0.5,0.35,0.34071,82.6,148689.0,148684.0,0.0,0.0,-5.0,0.0,158759.0,165643.0,175475.0,194091.0,195481.0,199388.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,-35.0,148649.0,0.0,0.0,0.0,0.0,148649.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-21.0,148629.0
2012-01-02,3429.0,7.85,7.75,0.5,0.35,0.34071,82.6,148689.0,148684.0,0.0,0.0,-5.0,0.0,158759.0,165643.0,175475.0,194091.0,195481.0,199388.0,0.0,0.0,0.0,0.0,148684.0,0.0,0.0,0.0,-35.0,148649.0,0.0,0.0,0.0,0.0,148649.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-21.0,148629.0
2012-01-03,3428.0,7.85,7.75,0.5,0.13,0.34,94.8,148684.0,148684.0,0.0,0.0,0.0,0.0,155597.0,155621.0,185896.0,196836.0,206812.0,203289.0,0.0,0.0,0.0,33.0,148651.0,0.0,0.0,0.0,0.0,148651.0,0.0,0.0,0.0,0.0,148651.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-22.0,148629.0
2012-01-04,3427.0,7.85,7.75,0.5,0.15,0.34,94.7,148684.0,148651.0,0.0,-33.0,0.0,0.0,156882.0,157150.0,164056.0,167314.0,175815.0,176590.0,0.0,0.0,0.0,0.0,148651.0,0.0,0.0,0.0,0.0,148651.0,0.0,0.0,0.0,0.0,148651.0,0.0,0.0,0.0,5.0,148683.0,0.0,0.0,0.0,-22.0,148629.0
