end_of_date,Unnamed: 0,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
2011-06-11,3568.0,237485.0,9522.0,148742.0,148742.0,657123.0,534991.0,534991.0,1052872.0
2011-06-12,3568.0,237485.0,9522.0,148742.0,148742.0,657123.0,534991.0,534991.0,1052872.0
2011-06-13,3567.0,237515.0,9524.0,148701.0,148701.0,657202.0,535846.0,535846.0,1052942.0
2011-06-14,3566.0,236655.0,9521.0,148710.0,148710.0,657172.0,535909.0,535909.0,1052058.0
2011-06-15,3565.0,235895.0,9520.0,148563.0,148563.0,657237.0,538301.0,538301.0,1051215.0
2011-06-16,3564.0,236035.0,9520.0,148594.0,148594.0,657352.0,536001.0,536001.0,1051501.0
2011-06-17,3563.0,235665.0,9521.0,148623.0,148623.0,657338.0,534196.0,534196.0,1051147.0
2011-06-18,3563.0,235665.0,9521.0,148623.0,148623.0,657338.0,534196.0,534196.0,1051147.0
2011-06-19,3563.0,235665.0,9521.0,148623.0,148623.0,657338.0,534196.0,534196.0,1051147.0
2011-06-20,3562.0,236375.0,9526.0,148749.0,148749.0,657242.0,534113.0,534113.0,1051892.0
2011-06-21,3561.0,235285.0,9525.0,148762.0,148762.0,657196.0,534171.0,534171.0,1050768.0
2011-06-22,3560.0,234645.0,9523.0,148664.0,148664.0,657308.0,538298.0,538298.0,1050140.0
2011-06-23,3559.0,234885.0,9524.0,148691.0,148691.0,657334.0,539317.0,539317.0,1050434.0
2011-06-24,3558.0,234625.0,9523.0,148691.0,148691.0,657403.0,539111.0,539111.0,1050242.0
2011-06-25,3558.0,234625.0,9523.0,148691.0,148691.0,657403.0,539111.0,539111.0,1050242.0
2011-06-26,3558.0,234625.0,9523.0,148691.0,148691.0,657403.0,539111.0,539111.0,1050242.0
2011-06-27,3557.0,235505.0,9523.0,148715.0,148715.0,657473.0,539309.0,539309.0,1051216.0
2011-06-28,3556.0,235655.0,9520.0,148715.0,148715.0,657450.0,536188.0,536188.0,1051340.0
2011-06-29,3555.0,236935.0,9519.0,148641.0,148641.0,657413.0,545455.0,545455.0,1052508.0
2011-06-30,3554.0,239655.0,9520.0,148641.0,148641.0,657376.0,547290.0,547290.0,1055192.0
2011-07-01,3554.0,239655.0,9520.0,148641.0,148641.0,657376.0,547290.0,547290.0,1055192.0
2011-07-02,3554.0,239655.0,9520.0,148641.0,148641.0,657376.0,547290.0,547290.0,1055192.0
2011-07-03,3554.0,239655.0,9520.0,148641.0,148641.0,657376.0,547290.0,547290.0,1055192.0
2011-07-04,3553.0,239985.0,9521.0,148641.0,148641.0,657242.0,549019.0,549019.0,1055389.0
2011-07-05,3552.0,238965.0,9522.0,148641.0,148641.0,657222.0,548926.0,548926.0,1054350.0
2011-07-06,3551.0,238145.0,9520.0,148635.0,148635.0,657273.0,547551.0,547551.0,1053573.0
2011-07-07,3550.0,238265.0,9519.0,148635.0,148635.0,657260.0,547474.0,547474.0,1053679.0
2011-07-08,3549.0,237985.0,9521.0,148635.0,148635.0,657159.0,547416.0,547416.0,1053300.0
2011-07-09,3549.0,237985.0,9521.0,148635.0,148635.0,657159.0,547416.0,547416.0,1053300.0
2011-07-10,3549.0,237985.0,9521.0,148635.0,148635.0,657159.0,547416.0,547416.0,1053300.0
2011-07-11,3548.0,238465.0,9520.0,148635.0,148635.0,657428.0,548945.0,548945.0,1054048.0
2011-07-12,3547.0,237385.0,9520.0,148635.0,148635.0,657574.0,549212.0,549212.0,1053114.0
2011-07-13,3546.0,236805.0,9518.0,148641.0,148641.0,657519.0,547028.0,547028.0,1052483.0
2011-07-14,3545.0,237005.0,9520.0,148641.0,148641.0,657539.0,549081.0,549081.0,1052705.0
2011-07-15,3544.0,237015.0,9520.0,148641.0,148641.0,657524.0,548488.0,548488.0,1052700.0
2011-07-16,3544.0,237015.0,9520.0,148641.0,148641.0,657524.0,548488.0,548488.0,1052700.0
2011-07-17,3544.0,237015.0,9520.0,148641.0,148641.0,657524.0,548488.0,548488.0,1052700.0
2011-07-18,3543.0,237385.0,9521.0,148641.0,148862.0,657585.0,549498.0,549277.0,1053132.0
2011-07-19,3542.0,236665.0,9521.0,148641.0,148641.0,657557.0,547529.0,547529.0,1052384.0
2011-07-20,3541.0,236275.0,9522.0,148644.0,148644.0,657554.0,549231.0,549231.0,1051995.0
2011-07-21,3540.0,236725.0,9517.0,148644.0,148644.0,657522.0,548900.0,548900.0,1052408.0
2011-07-22,3539.0,236745.0,9520.0,148644.0,148644.0,657481.0,548894.0,548894.0,1052390.0
2011-07-23,3539.0,236745.0,9520.0,148644.0,148644.0,657481.0,548894.0,548894.0,1052390.0
2011-07-24,3539.0,236745.0,9520.0,148644.0,148644.0,657481.0,548894.0,548894.0,1052390.0
2011-07-25,3538.0,237505.0,9519.0,148644.0,148644.0,657534.0,549519.0,549519.0,1053202.0
2011-07-26,3537.0,236965.0,9519.0,148644.0,148644.0,657517.0,549556.0,549556.0,1052645.0
2011-07-27,3536.0,236935.0,9519.0,148638.0,148638.0,657566.0,552058.0,552058.0,1052658.0
2011-07-28,3535.0,237545.0,9519.0,148638.0,148638.0,657560.0,552050.0,552050.0,1053262.0
2011-07-29,3534.0,238455.0,9519.0,148638.0,148638.0,657589.0,552019.0,552019.0,1054201.0
2011-07-30,3534.0,238455.0,9519.0,148638.0,148638.0,657589.0,552019.0,552019.0,1054201.0
2011-07-31,3534.0,238455.0,9519.0,148638.0,148638.0,657589.0,552019.0,552019.0,1054201.0
2011-08-01,3533.0,240345.0,9522.0,148638.0,148638.0,657714.0,551308.0,551308.0,1056219.0
2011-08-02,3532.0,240085.0,9523.0,148638.0,148638.0,657855.0,551255.0,551255.0,1056101.0
2011-08-03,3531.0,239915.0,9523.0,148639.0,148639.0,657913.0,553946.0,553946.0,1055990.0
2011-08-04,3530.0,239865.0,9523.0,148639.0,148639.0,657869.0,554086.0,554086.0,1055896.0
2011-08-05,3529.0,240535.0,9524.0,148639.0,148639.0,658131.0,554180.0,554180.0,1056829.0
2011-08-06,3529.0,240535.0,9524.0,148639.0,148639.0,658131.0,554180.0,554180.0,1056829.0
2011-08-07,3529.0,240535.0,9524.0,148639.0,148639.0,658131.0,554180.0,554180.0,1056829.0
2011-08-08,3528.0,241385.0,9525.0,148639.0,148639.0,658034.0,553892.0,553892.0,1057583.0
2011-08-09,3527.0,240215.0,9527.0,148639.0,148639.0,658079.0,553274.0,553274.0,1056460.0
2011-08-10,3526.0,239465.0,9527.0,148639.0,148639.0,658283.0,555010.0,555010.0,1055914.0
2011-08-11,3525.0,239535.0,9528.0,148639.0,148639.0,658384.0,552724.0,552724.0,1056086.0
2011-08-12,3524.0,239325.0,9528.0,148639.0,148639.0,658418.0,553451.0,553451.0,1055910.0
2011-08-13,3524.0,239325.0,9528.0,148639.0,148639.0,658418.0,553451.0,553451.0,1055910.0
2011-08-14,3524.0,239325.0,9528.0,148639.0,148639.0,658418.0,553451.0,553451.0,1055910.0
2011-08-15,3523.0,239745.0,9535.0,148639.0,148639.0,658371.0,552142.0,552142.0,1056290.0
2011-08-16,3522.0,238825.0,9534.0,148646.0,148646.0,658338.0,552063.0,552063.0,1055343.0
2011-08-17,3521.0,238015.0,9531.0,148654.0,148654.0,658378.0,550048.0,550048.0,1054578.0
2011-08-18,3520.0,238215.0,9530.0,148654.0,148654.0,658469.0,550019.0,550019.0,1054868.0
2011-08-19,3519.0,238465.0,9530.0,148654.0,148654.0,658534.0,549738.0,549738.0,1055183.0
2011-08-20,3519.0,238465.0,9530.0,148654.0,148654.0,658534.0,549738.0,549738.0,1055183.0
2011-08-21,3519.0,238465.0,9530.0,148654.0,148654.0,658534.0,549738.0,549738.0,1055183.0
2011-08-22,3518.0,238595.0,9530.0,148691.0,148691.0,658454.0,549493.0,549493.0,1055270.0
2011-08-23,3517.0,237335.0,9530.0,148691.0,148691.0,658401.0,549452.0,549452.0,1053957.0
2011-08-24,3516.0,237045.0,9531.0,148653.0,148653.0,658450.0,550436.0,550436.0,1053679.0
2011-08-25,3515.0,237595.0,9528.0,148670.0,148670.0,658319.0,551027.0,551027.0,1054112.0
2011-08-26,3514.0,238075.0,9529.0,148677.0,148677.0,658344.0,548354.0,548354.0,1054625.0
2011-08-27,3514.0,238075.0,9529.0,148677.0,148677.0,658344.0,548354.0,548354.0,1054625.0
2011-08-28,3514.0,238075.0,9529.0,148677.0,148677.0,658344.0,548354.0,548354.0,1054625.0
2011-08-29,3513.0,239805.0,9532.0,148707.0,148707.0,658332.0,548120.0,548120.0,1056376.0
2011-08-30,3512.0,239465.0,9532.0,148707.0,148707.0,658322.0,549176.0,549176.0,1056026.0
2011-08-31,3511.0,239595.0,9536.0,148632.0,148632.0,658416.0,551464.0,551464.0,1056179.0
2011-09-01,3510.0,240325.0,9538.0,148632.0,148632.0,658395.0,550149.0,550149.0,1056890.0
2011-09-02,3509.0,240915.0,9538.0,148620.0,148620.0,658473.0,549629.0,549629.0,1057546.0
2011-09-03,3509.0,240915.0,9538.0,148620.0,148620.0,658473.0,549629.0,549629.0,1057546.0
2011-09-04,3509.0,240915.0,9538.0,148620.0,148620.0,658473.0,549629.0,549629.0,1057546.0
2011-09-05,3508.0,242245.0,9538.0,148603.0,148603.0,658631.0,549277.0,549277.0,1059017.0
2011-09-06,3507.0,241555.0,9539.0,148597.0,148597.0,658688.0,549070.0,549070.0,1058379.0
2011-09-07,3506.0,241035.0,9537.0,148636.0,148636.0,658591.0,549234.0,549234.0,1057799.0
2011-09-08,3505.0,241475.0,9537.0,148625.0,148625.0,658608.0,550736.0,550736.0,1058245.0
2011-09-09,3504.0,242345.0,9541.0,148618.0,148618.0,658636.0,550589.0,550589.0,1059140.0
2011-09-10,3504.0,242345.0,9541.0,148618.0,148618.0,658636.0,550589.0,550589.0,1059140.0
2011-09-11,3504.0,242345.0,9541.0,148618.0,148618.0,658636.0,550589.0,550589.0,1059140.0
2011-09-12,3503.0,244305.0,9546.0,148618.0,148618.0,658725.0,551350.0,551350.0,1061194.0
2011-09-13,3503.0,244305.0,9546.0,148618.0,148618.0,658725.0,551350.0,551350.0,1061194.0
2011-09-14,3502.0,242485.0,9546.0,148649.0,148649.0,658667.0,551529.0,551529.0,1059347.0
2011-09-15,3501.0,241625.0,9546.0,148649.0,148649.0,658677.0,549591.0,549591.0,1058497.0
2011-09-16,3500.0,240445.0,9548.0,148649.0,148649.0,658654.0,549048.0,549048.0,1057296.0
2011-09-17,3500.0,240445.0,9548.0,148649.0,148649.0,658654.0,549048.0,549048.0,1057296.0
2011-09-18,3500.0,240445.0,9548.0,148649.0,148649.0,658654.0,549048.0,549048.0,1057296.0
2011-09-19,3499.0,240215.0,9552.0,148738.0,148738.0,658619.0,549983.0,549983.0,1057124.0
2011-09-20,3498.0,239035.0,9551.0,148739.0,148739.0,658692.0,550487.0,550487.0,1056017.0
2011-09-21,3497.0,238565.0,9553.0,148585.0,148585.0,658840.0,550115.0,550115.0,1055543.0
2011-09-22,3496.0,239065.0,9553.0,148594.0,148689.0,658950.0,547789.0,547693.0,1056162.0
2011-09-23,3495.0,238905.0,9554.0,148594.0,148594.0,659079.0,548076.0,548076.0,1056132.0
2011-09-24,3495.0,238905.0,9554.0,148594.0,148594.0,659079.0,548076.0,548076.0,1056132.0
2011-09-25,3495.0,238905.0,9554.0,148594.0,148594.0,659079.0,548076.0,548076.0,1056132.0
2011-09-26,3494.0,239515.0,9555.0,148632.0,148642.0,659007.0,547912.0,547902.0,1056709.0
2011-09-27,3493.0,239235.0,9553.0,148632.0,148632.0,658917.0,546477.0,546477.0,1056337.0
2011-09-28,3492.0,240075.0,9555.0,148661.0,148661.0,658932.0,546025.0,546025.0,1057223.0
2011-09-29,3492.0,240075.0,9555.0,148661.0,148661.0,658932.0,546025.0,546025.0,1057223.0
2011-09-30,3491.0,246055.0,9559.0,148661.0,148661.0,658922.0,545938.0,545938.0,1063197.0
2011-10-01,3491.0,246055.0,9559.0,148661.0,148661.0,658922.0,545938.0,545938.0,1063197.0
2011-10-02,3491.0,246055.0,9559.0,148661.0,148661.0,658922.0,545938.0,545938.0,1063197.0
2011-10-03,3490.0,245005.0,9560.0,148661.0,148661.0,658964.0,545877.0,545877.0,1062190.0
2011-10-04,3489.0,246265.0,9560.0,148661.0,148661.0,659050.0,545366.0,545366.0,1063536.0
2011-10-05,3489.0,246265.0,9560.0,148661.0,148661.0,659050.0,545366.0,545366.0,1063536.0
2011-10-06,3488.0,245435.0,9561.0,148643.0,148643.0,658986.0,546224.0,546224.0,1062625.0
2011-10-07,3487.0,244485.0,9567.0,148643.0,148643.0,658935.0,546164.0,546164.0,1061630.0
2011-10-08,3487.0,244485.0,9567.0,148643.0,148643.0,658935.0,546164.0,546164.0,1061630.0
2011-10-09,3487.0,244485.0,9567.0,148643.0,148643.0,658935.0,546164.0,546164.0,1061630.0
2011-10-10,3486.0,244275.0,9570.0,148643.0,148643.0,658815.0,546132.0,546132.0,1061303.0
2011-10-11,3485.0,243205.0,9567.0,148643.0,148643.0,658763.0,548995.0,548995.0,1060178.0
2011-10-12,3484.0,242275.0,9569.0,148650.0,148650.0,658790.0,553290.0,553290.0,1059284.0
2011-10-13,3483.0,242185.0,9568.0,148650.0,148650.0,658802.0,553452.0,553452.0,1059205.0
2011-10-14,3482.0,241815.0,9574.0,148650.0,148650.0,658852.0,551251.0,551251.0,1058891.0
2011-10-15,3482.0,241815.0,9574.0,148650.0,148650.0,658852.0,551251.0,551251.0,1058891.0
2011-10-16,3482.0,241815.0,9574.0,148650.0,148650.0,658852.0,551251.0,551251.0,1058891.0
2011-10-17,3481.0,242125.0,9575.0,148650.0,148650.0,658732.0,551671.0,551671.0,1059082.0
2011-10-18,3480.0,240725.0,9571.0,148650.0,148650.0,658857.0,551571.0,551571.0,1057803.0
2011-10-19,3479.0,240025.0,9569.0,148642.0,148642.0,658800.0,549867.0,549867.0,1057036.0
2011-10-20,3478.0,239915.0,9571.0,148642.0,148642.0,658850.0,551151.0,551151.0,1056978.0
2011-10-21,3477.0,239785.0,9571.0,148642.0,148642.0,658834.0,549233.0,549233.0,1056832.0
2011-10-22,3477.0,239785.0,9571.0,148642.0,148642.0,658834.0,549233.0,549233.0,1056832.0
2011-10-23,3477.0,239785.0,9571.0,148642.0,148642.0,658834.0,549233.0,549233.0,1056832.0
2011-10-24,3476.0,240155.0,9573.0,148642.0,148642.0,658770.0,549661.0,549661.0,1057140.0
2011-10-25,3475.0,239665.0,9572.0,148642.0,148642.0,658785.0,549211.0,549211.0,1056664.0
2011-10-26,3474.0,239275.0,9570.0,148637.0,148637.0,658871.0,548721.0,548772.0,1056353.0
2011-10-27,3473.0,240165.0,9571.0,148637.0,148637.0,658749.0,549294.0,549294.0,1057122.0
2011-10-28,3472.0,240845.0,9570.0,148637.0,148637.0,658625.0,548823.0,548823.0,1057677.0
2011-10-29,3472.0,240845.0,9570.0,148637.0,148637.0,658625.0,548823.0,548823.0,1057677.0
2011-10-30,3472.0,240845.0,9570.0,148637.0,148637.0,658625.0,548823.0,548823.0,1057677.0
2011-10-31,3471.0,243005.0,9572.0,148637.0,148675.0,658718.0,548916.0,548878.0,1059932.0
2011-11-01,3470.0,242765.0,9573.0,148637.0,148637.0,658875.0,549767.0,549767.0,1059850.0
2011-11-02,3469.0,243165.0,9574.0,148644.0,148644.0,658888.0,550062.0,550062.0,1060271.0
2011-11-03,3468.0,243585.0,9573.0,148644.0,148644.0,659015.0,549833.0,549833.0,1060817.0
2011-11-04,3467.0,243905.0,9572.0,148644.0,148644.0,658930.0,550004.0,550004.0,1061051.0
2011-11-05,3467.0,243905.0,9572.0,148644.0,148644.0,658930.0,550004.0,550004.0,1061051.0
2011-11-06,3467.0,243905.0,9572.0,148644.0,148644.0,658930.0,550004.0,550004.0,1061051.0
2011-11-07,3466.0,244545.0,9578.0,148644.0,148644.0,658976.0,550215.0,550215.0,1061743.0
2011-11-08,3465.0,243505.0,9579.0,148644.0,148644.0,659036.0,549801.0,549801.0,1060764.0
2011-11-09,3464.0,243125.0,9578.0,148652.0,148652.0,658982.0,552083.0,552083.0,1060337.0
2011-11-10,3463.0,243515.0,9576.0,148652.0,148652.0,659084.0,550304.0,550304.0,1060827.0
2011-11-11,3462.0,243805.0,9579.0,148652.0,148652.0,659030.0,550188.0,550188.0,1061066.0
2011-11-12,3462.0,243805.0,9579.0,148652.0,148652.0,659030.0,550188.0,550188.0,1061066.0
2011-11-13,3462.0,243805.0,9579.0,148652.0,148652.0,659030.0,550188.0,550188.0,1061066.0
2011-11-14,3461.0,244585.0,9581.0,148652.0,148652.0,658975.0,549388.0,549388.0,1061793.0
2011-11-15,3460.0,243785.0,9580.0,148652.0,148652.0,659036.0,548788.0,548788.0,1061053.0
2011-11-16,3459.0,243255.0,9583.0,148646.0,148646.0,659100.0,548331.0,548331.0,1060584.0
2011-11-17,3458.0,243635.0,9583.0,148653.0,148653.0,659145.0,547129.0,547129.0,1061016.0
2011-11-18,3457.0,243085.0,9585.0,148656.0,148656.0,659174.0,547167.0,547167.0,1060500.0
2011-11-19,3457.0,243085.0,9585.0,148656.0,148656.0,659174.0,547167.0,547167.0,1060500.0
2011-11-20,3457.0,243085.0,9585.0,148656.0,148656.0,659174.0,547167.0,547167.0,1060500.0
2011-11-21,3456.0,243595.0,9594.0,148640.0,148640.0,659184.0,546553.0,546553.0,1061013.0
2011-11-22,3455.0,242895.0,9595.0,148652.0,148652.0,659146.0,546404.0,546404.0,1060288.0
2011-11-23,3454.0,242605.0,9593.0,148656.0,148656.0,659186.0,549985.0,549985.0,1060040.0
2011-11-24,3453.0,243065.0,9595.0,148679.0,148679.0,659067.0,548491.0,548491.0,1060406.0
2011-11-25,3452.0,242765.0,9595.0,148684.0,148684.0,659007.0,547595.0,547595.0,1060051.0
2011-11-26,3452.0,242765.0,9595.0,148684.0,148684.0,659007.0,547595.0,547595.0,1060051.0
2011-11-27,3452.0,242765.0,9595.0,148684.0,148684.0,659007.0,547595.0,547595.0,1060051.0
2011-11-28,3451.0,244485.0,9597.0,148686.0,148686.0,658951.0,548333.0,548333.0,1061719.0
2011-11-29,3450.0,244435.0,9597.0,148686.0,148686.0,658855.0,549672.0,549672.0,1061573.0
2011-11-30,3449.0,244475.0,9597.0,148660.0,148660.0,658907.0,549874.0,549874.0,1061639.0
2011-12-01,3448.0,245825.0,9596.0,148660.0,148660.0,658903.0,549840.0,549840.0,1062984.0
2011-12-02,3447.0,246435.0,9598.0,148672.0,148672.0,658872.0,549421.0,549421.0,1063577.0
2011-12-03,3447.0,246435.0,9598.0,148672.0,148672.0,658872.0,549421.0,549421.0,1063577.0
2011-12-04,3447.0,246435.0,9598.0,148672.0,148672.0,658872.0,549421.0,549421.0,1063577.0
2011-12-05,3446.0,247705.0,9606.0,148714.0,148714.0,658834.0,550216.0,550216.0,1064859.0
2011-12-06,3445.0,247035.0,9608.0,148734.0,148734.0,658802.0,550720.0,550720.0,1064179.0
2011-12-07,3444.0,247045.0,9611.0,148719.0,148719.0,658747.0,553822.0,553822.0,1064122.0
2011-12-08,3443.0,247255.0,9611.0,148726.0,148726.0,658708.0,552526.0,552526.0,1064300.0
2011-12-09,3442.0,247625.0,9614.0,148730.0,148730.0,658743.0,552499.0,552499.0,1064712.0
2011-12-10,3442.0,247625.0,9614.0,148730.0,148730.0,658743.0,552499.0,552499.0,1064712.0
2011-12-11,3442.0,247625.0,9614.0,148730.0,148730.0,658743.0,552499.0,552499.0,1064712.0
2011-12-12,3441.0,248775.0,9620.0,148736.0,148736.0,658704.0,552715.0,552715.0,1065835.0
2011-12-13,3440.0,247755.0,9625.0,148744.0,148744.0,658681.0,552184.0,552184.0,1064805.0
2011-12-14,3439.0,247205.0,9731.0,148670.0,148670.0,658767.0,554865.0,554865.0,1064373.0
2011-12-15,3438.0,247605.0,9834.0,148670.0,148680.0,658786.0,554220.0,554210.0,1064895.0
2011-12-16,3437.0,248185.0,9890.0,148702.0,148702.0,658695.0,554006.0,554006.0,1065472.0
2011-12-17,3437.0,248185.0,9890.0,148702.0,148702.0,658695.0,554006.0,554006.0,1065472.0
2011-12-18,3437.0,248185.0,9890.0,148702.0,148702.0,658695.0,554006.0,554006.0,1065472.0
2011-12-19,3436.0,249145.0,9907.0,148800.0,148800.0,658664.0,554372.0,554372.0,1066516.0
2011-12-20,3435.0,248645.0,9961.0,148813.0,148813.0,658621.0,554345.0,554345.0,1066040.0
2011-12-21,3434.0,249145.0,9967.0,148645.0,148645.0,658728.0,557722.0,557722.0,1066485.0
2011-12-22,3433.0,251095.0,9980.0,148653.0,148653.0,658679.0,557049.0,557049.0,1068407.0
2011-12-23,3432.0,252525.0,9998.0,148680.0,148680.0,658611.0,556744.0,556744.0,1069814.0
2011-12-24,3432.0,252525.0,9998.0,148680.0,148680.0,658611.0,556744.0,556744.0,1069814.0
2011-12-25,3432.0,252525.0,9998.0,148680.0,148680.0,658611.0,556744.0,556744.0,1069814.0
2011-12-26,3432.0,252525.0,9998.0,148680.0,148680.0,658611.0,556744.0,556744.0,1069814.0
2011-12-27,3432.0,252525.0,9998.0,148680.0,148680.0,658611.0,556744.0,556744.0,1069814.0
2011-12-28,3431.0,255185.0,10044.0,148684.0,148684.0,658545.0,559119.0,559119.0,1072458.0
2011-12-29,3430.0,254845.0,10098.0,148684.0,148689.0,658590.0,558320.0,558314.0,1072217.0
2011-12-30,3429.0,255765.0,10172.0,148684.0,148684.0,658676.0,558081.0,558081.0,1073297.0
2011-12-31,3429.0,255765.0,10172.0,148684.0,148684.0,658676.0,558081.0,558081.0,1073297.0
2012-01-01,3429.0,255765.0,10172.0,148684.0,148684.0,658676.0,558081.0,558081.0,1073297.0
2012-01-02,3429.0,255765.0,10172.0,148684.0,148684.0,658676.0,558081.0,558081.0,1073297.0
2012-01-03,3428.0,257455.0,10208.0,148684.0,148684.0,658639.0,557842.0,557842.0,1074986.0
2012-01-04,3427.0,256955.0,10225.0,148651.0,148651.0,658572.0,560584.0,560584.0,1074403.0
2012-01-05,3426.0,257855.0,10253.0,148651.0,148651.0,658485.0,556842.0,556842.0,1075244.0
2012-01-06,3425.0,258965.0,10362.0,148651.0,148651.0,658542.0,555489.0,555489.0,1076520.0
2012-01-07,3425.0,258965.0,10362.0,148651.0,148651.0,658542.0,555489.0,555489.0,1076520.0
2012-01-08,3425.0,258965.0,10362.0,148651.0,148651.0,658542.0,555489.0,555489.0,1076520.0
2012-01-09,3424.0,262335.0,10424.0,148651.0,149499.0,658608.0,556816.0,555967.0,1080018.0
2012-01-10,3423.0,263665.0,10473.0,148651.0,148651.0,658609.0,556581.0,556581.0,1081398.0
2012-01-11,3422.0,266725.0,10522.0,148662.0,148662.0,658675.0,559559.0,559559.0,1084584.0
2012-01-12,3421.0,268635.0,10564.0,148662.0,148662.0,658782.0,559157.0,559157.0,1086643.0
2012-01-13,3420.0,270435.0,10591.0,148662.0,148662.0,658811.0,558726.0,558726.0,1088499.0
2012-01-14,3420.0,270435.0,10591.0,148662.0,148662.0,658811.0,558726.0,558726.0,1088499.0
2012-01-15,3420.0,270435.0,10591.0,148662.0,148662.0,658811.0,558726.0,558726.0,1088499.0
2012-01-16,3419.0,273965.0,10606.0,148662.0,148662.0,658886.0,558674.0,558674.0,1092119.0
2012-01-17,3418.0,274325.0,10612.0,148662.0,148662.0,658925.0,558400.0,558400.0,1092524.0
2012-01-18,3417.0,275355.0,10604.0,148658.0,148658.0,659037.0,559629.0,559629.0,1093654.0
2012-01-19,3416.0,277295.0,10600.0,148658.0,148678.0,659083.0,560139.0,560119.0,1095636.0
2012-01-20,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-21,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-22,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-23,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-24,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-25,3415.0,279495.0,10590.0,148658.0,148658.0,659078.0,558941.0,558941.0,1097821.0
2012-01-26,3414.0,279995.0,10551.0,148660.0,148660.0,659225.0,563535.0,563535.0,1098431.0
2012-01-27,3413.0,277545.0,10532.0,148660.0,148660.0,659361.0,563005.0,563005.0,1096098.0
2012-01-28,3413.0,277545.0,10532.0,148660.0,148660.0,659361.0,563005.0,563005.0,1096098.0
2012-01-29,3413.0,277545.0,10532.0,148660.0,148660.0,659361.0,563005.0,563005.0,1096098.0
2012-01-30,3412.0,276145.0,10504.0,148660.0,148660.0,659428.0,562789.0,562789.0,1094737.0
2012-01-31,3411.0,274165.0,10486.0,148660.0,148660.0,659463.0,563347.0,563347.0,1092774.0
2012-02-01,3410.0,273095.0,10461.0,148657.0,148662.0,659499.0,562846.0,562840.0,1091712.0
2012-02-02,3409.0,272415.0,10445.0,148657.0,148657.0,659465.0,562615.0,562615.0,1090982.0
2012-02-03,3408.0,271385.0,10430.0,148657.0,148657.0,659463.0,562217.0,562217.0,1089935.0
2012-02-04,3408.0,271385.0,10430.0,148657.0,148657.0,659463.0,562217.0,562217.0,1089935.0
2012-02-05,3408.0,271385.0,10430.0,148657.0,148657.0,659463.0,562217.0,562217.0,1089935.0
2012-02-06,3407.0,271185.0,10405.0,148657.0,148657.0,659384.0,562989.0,562989.0,1089631.0
2012-02-07,3406.0,269955.0,10387.0,148657.0,148657.0,659376.0,562402.0,562402.0,1088375.0
2012-02-08,3405.0,268845.0,10371.0,148651.0,149047.0,659298.0,566538.0,566142.0,1087165.0
2012-02-09,3404.0,268665.0,10354.0,148651.0,148651.0,659320.0,565551.0,565551.0,1086990.0
2012-02-10,3403.0,267905.0,10336.0,148651.0,148651.0,659326.0,566587.0,566587.0,1086218.0
2012-02-11,3403.0,267905.0,10336.0,148651.0,148651.0,659326.0,566587.0,566587.0,1086218.0
2012-02-12,3403.0,267905.0,10336.0,148651.0,148651.0,659326.0,566587.0,566587.0,1086218.0
2012-02-13,3402.0,267765.0,10319.0,148651.0,148651.0,659341.0,567100.0,567100.0,1086076.0
2012-02-14,3401.0,266555.0,10308.0,148651.0,148651.0,659372.0,567175.0,567175.0,1084886.0
2012-02-15,3400.0,265855.0,10287.0,148648.0,148648.0,659402.0,569799.0,569799.0,1084192.0
2012-02-16,3399.0,265655.0,10273.0,148655.0,148655.0,659466.0,570494.0,570494.0,1084049.0
2012-02-17,3398.0,265145.0,10261.0,148660.0,148660.0,659407.0,570731.0,570731.0,1083473.0
2012-02-18,3398.0,265145.0,10261.0,148660.0,148660.0,659407.0,570731.0,570731.0,1083473.0
2012-02-19,3398.0,265145.0,10261.0,148660.0,148660.0,659407.0,570731.0,570731.0,1083473.0
2012-02-20,3397.0,265145.0,10248.0,148672.0,148672.0,659368.0,570931.0,570931.0,1083433.0
2012-02-21,3396.0,264465.0,10238.0,148672.0,148672.0,659385.0,570203.0,570203.0,1082760.0
2012-02-22,3395.0,263635.0,10226.0,148672.0,148672.0,659320.0,571599.0,571599.0,1081853.0
2012-02-23,3394.0,263645.0,10213.0,148672.0,148672.0,659394.0,571577.0,571577.0,1081924.0
2012-02-24,3393.0,263295.0,10208.0,148681.0,148681.0,659410.0,571249.0,571249.0,1081594.0
2012-02-25,3393.0,263295.0,10208.0,148681.0,148681.0,659410.0,571249.0,571249.0,1081594.0
2012-02-26,3393.0,263295.0,10208.0,148681.0,148681.0,659410.0,571249.0,571249.0,1081594.0
