,end_of_date,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
867,2022-05-23,7.85,7.75,1.25,0.02,0.18375,99.1,320000,319996,0,-4,0,0,334277,346788,373624,377696,398849.0,399653.0,0,0,0,-6,319990,0,0,0,-3,319988,0,0,0,-3,319985,,,,,,0,0,0,-90,319895
868,2022-05-20,7.85,7.75,1.25,0.02,0.1875,99.1,320015,320000,0,-15,0,0,329979,343485,350879,368451,378819.0,379385.0,0,0,0,-4,319996,0,0,0,-6,319990,0,0,0,-3,319988,,,,,,0,0,0,-93,319895
869,2022-05-19,7.85,7.75,1.25,0.02,0.18607,100.2,320015,320015,0,0,0,0,338286,342640,375164,380101,390549.0,392620.0,0,0,0,-15,320000,0,0,0,-2,319998,0,0,0,-6,319992,,,,,,0,0,0,-97,319895
870,2022-05-18,7.85,7.75,1.25,0.02,0.17935,99.9,325894,320015,-5888,9,0,0,346780,353260,372795,293148,305945.0,303707.0,0,0,0,0,320015,0,0,0,-15,320000,0,0,0,-2,319998,,,,,,0,0,0,-103,319895
871,2022-05-17,7.85,7.75,1.25,0.02,0.18863,100.1,329058,325894,-3164,0,0,0,354403,358463,372909,380555,392284.0,393161.0,-5888,0,0,9,320015,0,0,0,0,320015,0,0,0,-15,320000,,,,,,0,0,0,-105,319895
872,2022-05-16,7.85,7.75,1.25,0.02,0.19173,100.6,336005,329058,-6947,0,0,0,357765,359357,383363,389029,405017.0,410534.0,-3164,0,0,0,325894,-5888,0,0,-7,319999,0,0,0,0,319999,,,,,,0,0,0,-104,319895
873,2022-05-13,7.85,7.75,1.25,0.02,0.17958,100.6,337591,336005,-1586,0,0,0,353500,360047,366614,379522,393513.0,393898.0,-6947,0,0,0,329058,-3164,0,0,0,325894,0,0,0,-7,325887,,,,,,0,0,0,-104,325783
874,2022-05-12,7.85,7.75,1.25,0.02,0.17976,100.4,337591,337591,0,0,0,0,354129,360405,374964,380444,391570.0,393459.0,-1586,0,0,0,336005,-6947,0,0,0,329058,0,0,0,0,329058,,,,,,0,0,0,-111,328946
875,2022-05-11,7.85,7.75,1.25,0.02,0.17905,99.8,337543,337591,0,47,0,0,369666,377489,386082,358773,378006.0,380012.0,0,0,0,0,337591,-1586,0,0,0,336005,0,0,0,0,336005,,,,,,0,0,0,-111,335893
876,2022-05-10,7.85,7.75,1.25,0.02,0.18375,99.8,337685,337543,0,0,-142,0,355120,356331,374616,401926,417479.0,418521.0,0,0,0,47,337591,0,0,0,0,337591,0,0,0,0,337591,,,,,,0,0,0,-111,337479
877,2022-05-06,7.85,7.75,1.25,0.02,0.1772,99.6,337543,337685,0,0,0,142,352820,357273,382086,406412,410835.0,411207.0,0,0,-142,0,337543,0,0,0,39,337582,0,0,0,0,337582,,,,,,0,0,0,-103,337479
878,2022-05-05,7.85,7.75,1.25,0.02,0.18708,98.7,337543,337543,0,0,0,0,352270,358449,367745,391411,399708.0,401191.0,0,0,0,0,337543,0,0,0,0,337543,0,0,0,39,337582,,,,,,0,0,0,-103,337479
879,2022-05-04,7.85,7.75,0.75,0.02,0.19018,98.9,337532,337543,0,11,0,0,353304,357518,382846,338489,343542.0,347239.0,0,0,0,0,337543,0,0,0,0,337543,0,0,0,0,337543,,,,,,0,0,0,-64,337479
880,2022-05-03,7.85,7.75,0.75,0.02,0.19899,99.3,337532,337532,0,0,0,0,363811,369770,379541,381962,398062.0,401173.0,0,0,0,11,337543,0,0,0,0,337543,0,0,0,0,337543,,,,,,0,0,0,-64,337479
881,2022-04-29,7.85,7.75,0.75,0.02,0.20619,98.8,337532,337532,0,0,0,0,369996,375374,385266,405563,408685.0,412062.0,0,0,0,0,337532,0,0,0,6,337539,0,0,0,0,337539,,,,,,0,0,0,-59,337479
882,2022-04-28,7.85,7.75,0.75,0.02,0.20798,98.9,337532,337532,0,0,0,0,357139,369123,384981,408810,411262.0,411528.0,0,0,0,0,337532,0,0,0,0,337532,0,0,0,6,337539,,,,,,0,0,0,-59,337479
883,2022-04-27,7.85,7.75,0.75,0.02,0.21208,98.2,337552,337532,0,-20,0,0,353462,354755,376838,360625,366634.0,366982.0,0,0,0,0,337532,0,0,0,0,337532,0,0,0,0,337532,,,,,,0,0,0,-53,337479
884,2022-04-26,7.85,7.75,0.75,0.03,0.20696,98.0,337552,337552,0,0,0,0,353432,358575,383763,384377,392912.0,392970.0,0,0,0,-20,337532,0,0,0,0,337532,0,0,0,0,337532,,,,,,0,0,0,-53,337479
885,2022-04-25,7.85,7.75,0.75,0.02,0.20298,98.1,337552,337552,0,0,0,0,358100,366539,378082,390996,406689.0,407949.0,0,0,0,0,337552,0,0,0,-22,337530,0,0,0,0,337530,,,,,,0,0,0,-51,337479
886,2022-04-22,7.85,7.75,0.75,0.02,0.18881,97.2,337552,337552,0,0,0,0,352526,354737,378460,388179,388294.0,388170.0,0,0,0,0,337552,0,0,0,0,337552,0,0,0,-22,337530,,,,,,0,0,0,-51,337479
887,2022-04-21,7.85,7.75,0.75,0.02,0.18839,96.9,338829,337552,0,0,-1277,0,357381,367124,387927,393662,391570.0,391805.0,0,0,0,0,337552,0,0,0,0,337552,0,0,0,0,337552,,,,,,0,0,0,-73,337479
888,2022-04-20,7.85,7.75,0.75,0.02,0.18768,96.6,337588,338829,0,-35,0,1277,358306,361157,375064,296271,301996.0,303791.0,0,0,-1277,0,337552,0,0,0,0,337552,0,0,0,0,337552,,,,,,0,0,0,-73,337479
889,2022-04-19,7.85,7.75,0.75,0.03,0.19893,96.2,337588,337588,0,0,0,0,355886,357507,381358,388359,389544.0,391590.0,0,0,0,-35,337552,0,0,0,0,337552,0,0,0,0,337552,,,,,,0,0,0,-73,337479
890,2022-04-14,7.85,7.75,0.75,0.04,0.18726,95.8,337588,337588,0,0,0,0,357153,362476,369434,376841,380278.0,381835.0,0,0,0,0,337588,0,0,0,-41,337547,0,0,0,0,337547,,,,,,0,0,0,-68,337479
891,2022-04-13,7.85,7.75,0.75,0.03,0.18655,96.0,337554,337588,0,34,0,0,358648,363504,375092,322418,326936.0,331835.0,0,0,0,0,337588,0,0,0,0,337588,0,0,0,-41,337547,,,,,,0,0,0,-68,337479
892,2022-04-12,7.85,7.75,0.75,0.03,0.18538,96.0,337554,337554,0,0,0,0,364805,373652,389253,383607,388753.0,384887.0,0,0,0,34,337588,0,0,0,0,337588,0,0,0,0,337588,,,,,,0,0,0,-108,337479
893,2022-04-11,7.85,7.75,0.75,0.03,0.18839,96.0,337554,337554,0,0,0,0,371125,375339,398461,404220,402494.0,403079.0,0,0,0,0,337554,0,0,0,32,337586,0,0,0,0,337586,,,,,,0,0,0,-107,337479
894,2022-04-08,7.85,7.75,0.75,0.02,0.18464,95.8,337554,337554,0,0,0,0,375503,379266,398028,404131,400980.0,400951.0,0,0,0,0,337554,0,0,0,0,337554,0,0,0,29,337583,,,,,,0,0,0,-104,337479
895,2022-04-07,7.85,7.75,0.75,0.02,0.18845,95.6,337554,337554,0,0,0,0,377226,385469,395229,403552,401072.0,402067.0,0,0,0,0,337554,0,0,0,0,337554,0,0,0,0,337554,,,,,,0,0,0,-75,337479
896,2022-04-06,7.85,7.75,0.75,0.02,0.19615,95.7,337551,337554,0,3,0,0,375387,381909,406391,353051,348658.0,353770.0,0,0,0,0,337554,0,0,0,0,337554,0,0,0,0,337554,,,,,,0,0,0,-75,337479
897,2022-04-04,7.85,7.75,0.75,0.01,0.20589,95.6,337551,337551,0,0,0,0,381938,386912,391314,404440,405804.0,408927.0,0,0,0,3,337554,0,0,0,0,337554,0,0,0,0,337554,,,,,,0,0,0,-75,337479
898,2022-04-01,7.85,7.75,0.75,0.02,0.23899,95.5,337551,337551,0,0,0,0,371916,373675,395677,399350,398916.0,399310.0,0,0,0,0,337551,0,0,0,-16,337534,0,0,0,0,337534,,,,,,0,0,0,-55,337479
899,2022-03-31,7.85,7.75,0.75,0.03,0.3081,95.2,337551,337551,0,0,0,0,363729,367985,388202,402104,400683.0,404832.0,0,0,0,0,337551,0,0,0,0,337551,0,0,0,-16,337534,,,,,,0,0,0,-55,337479
900,2022-03-30,7.85,7.75,0.75,0.03,0.3128,95.3,337534,337551,0,16,0,0,363880,366723,383598,331056,334817.0,337197.0,0,0,0,0,337551,0,0,0,0,337551,0,0,0,0,337551,,,,,,0,0,0,-72,337479
901,2022-03-29,7.85,7.75,0.75,0.02,0.31208,95.7,337534,337534,0,0,0,0,350696,358279,376635,383952,391180.0,392468.0,0,0,0,16,337551,0,0,0,0,337551,0,0,0,0,337551,,,,,,0,0,0,-72,337479
902,2022-03-28,7.85,7.75,0.75,0.02,0.3128,95.9,337534,337534,0,0,0,0,357104,358428,375870,385132,389282.0,391754.0,0,0,0,0,337534,0,0,0,7,337541,0,0,0,0,337541,,,,,,0,0,0,-62,337479
903,2022-03-25,7.85,7.75,0.75,0.02,0.32333,95.6,337534,337534,0,0,0,0,354934,358128,374775,383777,382202.0,383194.0,0,0,0,0,337534,0,0,0,0,337534,0,0,0,7,337541,,,,,,0,0,0,-62,337479
904,2022-03-24,7.85,7.75,0.75,0.02,0.31893,95.7,337534,337534,0,0,0,0,363276,363476,374465,383416,390063.0,391833.0,0,0,0,0,337534,0,0,0,0,337534,0,0,0,0,337534,,,,,,0,0,0,-55,337479
905,2022-03-23,7.85,7.75,0.75,0.02,0.29679,95.7,337536,337534,0,-2,0,0,355552,361781,377616,323375,335473.0,337396.0,0,0,0,0,337534,0,0,0,0,337534,0,0,0,0,337534,,,,,,0,0,0,-55,337479
906,2022-03-22,7.85,7.75,0.75,0.02,0.28696,95.6,337553,337536,0,0,-17,0,353301,356632,374645,375169,391970.0,392436.0,0,0,0,-2,337534,0,0,0,0,337534,0,0,0,0,337534,,,,,,0,0,0,-55,337479
907,2022-03-21,7.85,7.75,0.75,0.01,0.2897,95.5,337538,337553,0,-3,0,17,352138,356870,370373,381656,403349.0,403610.0,0,0,-17,0,337536,0,0,0,-6,337529,0,0,0,0,337529,,,,,,0,0,0,-50,337479
908,2022-03-18,7.85,7.75,0.75,0.03,0.29214,95.4,337538,337538,0,0,0,0,351573,353300,371865,378485,403099.0,409198.0,0,0,0,-3,337536,0,0,0,0,337536,0,0,0,-6,337529,,,,,,0,0,0,-50,337479
909,2022-03-17,7.85,7.75,0.75,0.02,0.2847,95.4,337538,337538,0,0,0,0,353926,355233,373477,395569,398017.0,401337.0,0,0,0,0,337538,0,0,0,-3,337536,0,0,0,0,337536,,,,,,0,0,0,-57,337479
910,2022-03-16,7.85,7.75,0.5,0.02,0.26536,95.5,337524,337538,0,15,0,0,354293,363300,372965,329585,343552.0,346440.0,0,0,0,0,337538,0,0,0,0,337538,0,0,0,-3,337536,,,,,,0,0,0,-57,337479
911,2022-03-15,7.85,7.75,0.5,0.01,0.27339,95.9,337524,337524,0,0,0,0,360123,361351,381853,383169,396854.0,398038.0,0,0,0,15,337538,0,0,0,0,337538,0,0,0,0,337538,,,,,,0,0,0,-59,337479
912,2022-03-14,7.85,7.75,0.5,0.01,0.26393,95.6,337524,337524,0,0,0,0,351746,361144,381035,390967,400654.0,401344.0,0,0,0,0,337524,0,0,0,7,337531,0,0,0,0,337531,,,,,,0,0,0,-52,337479
913,2022-03-11,7.85,7.75,0.5,0.02,0.25345,95.1,337524,337524,0,0,0,0,364494,370433,378366,384695,387590.0,387592.0,0,0,0,0,337524,0,0,0,0,337524,0,0,0,7,337531,,,,,,0,0,0,-52,337479
914,2022-03-10,7.85,7.75,0.5,0.02,0.25345,95.1,337524,337524,0,0,0,0,356629,366865,370380,382535,383295.0,383440.0,0,0,0,0,337524,0,0,0,0,337524,0,0,0,0,337524,,,,,,0,0,0,-45,337479
915,2022-03-09,7.85,7.75,0.5,0.01,0.25327,95.2,337518,337524,0,6,0,0,368907,372001,379665,326844,331573.0,332348.0,0,0,0,0,337524,0,0,0,0,337524,0,0,0,0,337524,,,,,,0,0,0,-45,337479
916,2022-03-08,7.85,7.75,0.5,0.02,0.24179,95.2,337522,337518,0,-4,0,0,365669,370925,378636,384298,390794.0,391445.0,0,0,0,6,337524,0,0,0,0,337524,0,0,0,0,337524,,,,,,0,0,0,-45,337479
917,2022-03-07,7.85,7.75,0.5,0.02,0.23607,95.2,337526,337522,0,-4,0,0,366933,370897,378794,384468,388903.0,389150.0,0,0,0,-4,337518,0,0,0,4,337522,0,0,0,0,337522,,,,,,0,0,0,-43,337479
918,2022-03-04,7.85,7.75,0.5,0.02,0.23244,95.0,337526,337526,0,0,0,0,365403,370479,376545,382884,385730.0,385229.0,0,0,0,-4,337522,0,0,0,-4,337518,0,0,0,4,337522,,,,,,0,0,0,-43,337479
919,2022-03-03,7.85,7.75,0.5,0.02,0.22679,94.9,337530,337526,0,-4,0,0,370828,371913,380676,383646,386518.0,388651.0,0,0,0,0,337526,0,0,0,-4,337522,0,0,0,-4,337518,,,,,,0,0,0,-39,337479
920,2022-03-02,7.85,7.75,0.5,0.03,0.22994,94.8,337566,337530,0,-36,0,0,372606,373786,381390,342998,350593.0,352327.0,0,0,0,-4,337526,0,0,0,0,337526,0,0,0,-4,337522,,,,,,0,0,0,-43,337479
921,2022-03-01,7.85,7.75,0.5,0.05,0.22304,94.8,337552,337566,0,14,0,0,376978,380116,391979,396878,398525.0,399077.0,0,0,0,-36,337530,0,0,0,-4,337526,0,0,0,0,337526,,,,,,0,0,0,-46,337479
922,2022-02-28,7.85,7.75,0.5,0.09,0.20071,94.8,337538,337552,0,15,0,0,375020,378250,391150,405515,411848.0,412985.0,0,0,0,14,337566,0,0,0,-37,337529,0,0,0,-4,337525,,,,,,0,0,0,-46,337479
923,2022-02-25,7.85,7.75,0.5,0.03,0.18399,94.8,339079,337538,0,5,-1547,0,383631,383653,391535,403082,406955.0,406105.0,0,0,0,15,337552,0,0,0,14,337566,0,0,0,-37,337529,,,,,,0,0,0,-50,337479
924,2022-02-24,7.85,7.75,0.5,0.03,0.16893,94.8,337527,339079,0,6,0,1547,379006,381843,391102,398971,407429.0,410206.0,0,0,-1547,5,337538,0,0,0,15,337552,0,0,0,14,337566,,,,,,0,0,0,-87,337479
925,2022-02-23,7.85,7.75,0.5,0.03,0.15768,94.8,342557,337527,0,-5030,0,0,357965,362200,364208,313309,319145.0,323291.0,0,0,0,6,337533,0,0,0,5,337538,0,0,0,15,337552,,,,,,0,0,0,-73,337479
926,2022-02-22,7.85,7.75,0.5,0.03,0.15256,95.0,342551,342557,0,6,0,0,355388,358196,383226,389228,389497.0,390450.0,0,0,0,-5030,337527,0,0,0,6,337533,0,0,0,5,337538,,,,,,0,0,0,-59,337479
927,2022-02-21,7.85,7.75,0.5,0.01,0.15399,94.8,342529,342551,0,22,0,0,354413,354419,355453,356809,358283.0,359520.0,0,0,0,6,342557,0,0,0,-5029,337528,0,0,0,6,337534,,,,,,0,0,0,-55,337479
928,2022-02-18,7.85,7.75,0.5,0.02,0.15042,94.8,342549,342529,0,0,-20,0,358890,362830,376450,399157,402463.0,402996.0,0,0,0,22,342551,0,0,0,6,342557,0,0,0,-5029,337528,,,,,,0,0,0,-49,337479
929,2022-02-17,7.85,7.75,0.5,0.02,0.14006,94.9,342529,342549,0,0,0,20,360669,363573,372513,378874,387549.0,389912.0,0,0,-20,0,342529,0,0,0,22,342551,0,0,0,6,342556,,,,,,0,0,0,-5077,337479
930,2022-02-16,7.85,7.75,0.5,0.03,0.14488,95.0,347501,342529,0,-4972,0,0,362640,366671,376756,316725,319619.0,322181.0,0,0,0,0,342529,0,0,0,0,342529,0,0,0,22,342551,0,0,0,6,342556.0,0,0,0,-5077,337479
931,2022-02-15,7.85,7.75,0.5,0.02,0.15113,95.1,347501,347501,0,0,0,0,369585,369863,383030,388394,392304.0,395397.0,0,0,0,-4972,342529,0,0,0,0,342529,0,0,0,0,342529,,,,,,0,0,0,-5050,337479
932,2022-02-14,7.85,7.75,0.5,0.03,0.15691,95.2,347501,347501,0,0,0,0,360382,374416,392249,395599,404452.0,406654.0,0,0,0,0,347501,0,0,0,-4976,342525,0,0,0,0,342525,,,,,,0,0,0,-5046,337479
933,2022-02-11,7.85,7.75,0.5,0.03,0.16488,95.2,347501,347501,0,0,0,0,372732,375092,383089,398266,408052.0,411635.0,0,0,0,0,347501,0,0,0,0,347501,0,0,0,-4982,342519,,,,,,0,0,0,-5040,337479
934,2022-02-10,7.85,7.75,0.5,0.05,0.18,95.2,347501,347501,0,0,0,0,361684,363003,385142,393530,402347.0,402941.0,0,0,0,0,347501,0,0,0,0,347501,0,0,0,0,347501,,,,,,0,0,0,-10023,337478
935,2022-02-09,7.85,7.75,0.5,0.06,0.19054,95.3,352500,347501,0,-4999,0,0,370454,372103,388928,364522,370767.0,374560.0,0,0,0,0,347501,0,0,0,0,347501,0,0,0,0,347501,,,,,,0,0,0,-10023,337478
936,2022-02-08,7.85,7.75,0.5,0.06,0.1956,95.3,352500,352500,0,0,0,0,365576,369525,383548,393204,401658.0,403163.0,0,0,0,-4999,347501,0,0,0,0,347501,0,0,0,0,347501,,,,,,0,0,0,-10023,337478
937,2022-02-07,7.85,7.75,0.5,0.08,0.19601,95.3,352500,352500,0,0,0,0,365708,370165,380628,385935,394910.0,397087.0,0,0,0,0,352500,0,0,0,-5000,347499,0,0,0,0,347499,,,,,,0,0,0,-10021,337479
938,2022-02-04,7.85,7.75,0.5,0.09,0.19679,95.2,357768,352500,0,-4997,-272,0,385485,387135,394784,344656,354096.0,362338.0,0,0,0,0,352500,0,0,0,0,352500,0,0,0,-5000,347499,,,,,,0,0,0,-10021,337479
939,2022-01-31,7.85,7.75,0.5,0.1,0.19821,95.6,357496,357768,0,0,0,272,378360,383805,393276,395397,397516.0,399587.0,0,0,-272,-4997,352500,0,0,0,0,352500,0,0,0,0,352500,,,,,,0,0,0,-15020,337479
940,2022-01-28,7.85,7.75,0.5,0.07,0.19607,95.5,357496,357496,0,0,0,0,374442,378746,398833,409215,410162.0,414359.0,0,0,0,0,357496,0,0,0,-4995,352501,0,0,0,0,352501,,,,,,0,0,0,-15022,337480
941,2022-01-27,7.85,7.75,0.5,0.07,0.19768,95.3,357496,357496,0,0,0,0,385234,392826,396177,414312,420120.0,423553.0,0,0,0,0,357496,0,0,0,0,357496,0,0,0,-4996,352500,,,,,,0,0,0,-15021,337479
942,2022-01-26,7.85,7.75,0.5,0.07,0.18214,95.1,362526,357496,0,-5030,0,0,376239,382149,391486,366751,379757.0,423374.0,0,0,0,0,357496,0,0,0,0,357496,0,0,0,0,357496,,,,,,0,0,0,-20019,337477
943,2022-01-25,7.85,7.75,0.5,0.06,0.165,95.1,362526,362526,0,0,0,0,379643,382056,397993,407884,423829.0,429860.0,0,0,0,-5030,357496,0,0,0,0,357496,0,0,0,0,357496,,,,,,0,0,0,-20019,337477
944,2022-01-24,7.85,7.75,0.5,0.04,0.16458,95.1,362526,362526,0,0,0,0,380620,391889,409300,414116,431323.0,435556.0,0,0,0,0,362526,0,0,0,-5033,357493,0,0,0,0,357493,,,,,,0,0,0,-20016,337477
945,2022-01-21,7.85,7.75,0.5,0.03,0.1606,95.1,362526,362526,0,0,0,0,377544,380610,400803,419164,424096.0,424150.0,0,0,0,0,362526,0,0,0,0,362526,0,0,0,-5033,357493,,,,,,0,0,0,-20016,337477
946,2022-01-20,7.85,7.75,0.5,0.03,0.15542,95.1,362526,362526,0,0,0,0,377733,379476,394713,410356,419449.0,420655.0,0,0,0,0,362526,0,0,0,0,362526,0,0,0,0,362526,,,,,,0,0,0,-25046,337480
947,2022-01-19,7.85,7.75,0.5,0.02,0.155,95.2,367512,362526,0,-4986,0,0,385050,386007,392682,334406,345606.0,346452.0,0,0,0,0,362526,0,0,0,0,362526,0,0,0,0,362526,,,,,,0,0,0,-25046,337480
948,2022-01-18,7.85,7.75,0.5,0.06,0.15083,95.1,367512,367512,0,0,0,0,385002,389110,398135,420251,422080.0,422696.0,0,0,0,-4986,362526,0,0,0,0,362526,0,0,0,0,362526,,,,,,0,0,0,-25046,337480
949,2022-01-17,7.85,7.75,0.5,0.05,0.15012,95.2,367512,367512,0,0,0,0,386922,389563,394333,395980,392197.0,391943.0,0,0,0,0,367512,0,0,0,-4986,362526,0,0,0,0,362526,,,,,,0,0,0,-25045,337480
950,2022-01-14,7.85,7.75,0.5,0.08,0.14714,95.0,367512,367512,0,0,0,0,388964,391648,401130,418725,420102.0,420119.0,0,0,0,0,367512,0,0,0,0,367512,0,0,0,-4986,362526,,,,,,0,0,0,-25045,337480
951,2022-01-13,7.85,7.75,0.5,0.05,0.13464,95.1,367532,367512,0,0,-20,0,395892,397210,409002,419395,430143.0,429400.0,0,0,0,0,367512,0,0,0,0,367512,0,0,0,0,367512,,,,,,0,0,0,-30033,337479
952,2022-01-12,7.85,7.75,0.5,0.05,0.13542,95.3,372511,367532,0,-4999,0,20,388225,393089,399610,355154,362785.0,451632.0,0,0,-20,0,367512,0,0,0,0,367512,0,0,0,0,367512,0,0,0,0,367512.0,0,0,0,-30033,337479
953,2022-01-11,7.85,7.75,0.5,0.06,0.13762,95.4,372511,372511,0,0,0,0,389829,392665,396551,435917,438784.0,450077.0,0,0,0,-4999,367512,0,0,0,0,367512,0,0,0,0,367512,,,,,,0,0,0,-30033,337479
954,2022-01-10,7.85,7.75,0.5,0.03,0.12821,95.4,372511,372511,0,0,0,0,387130,390263,401480,415367,420009.0,449135.0,0,0,0,0,372511,0,0,0,-5003,367508,0,0,0,0,367508,,,,,,0,0,0,-30029,337479
955,2022-01-07,7.85,7.75,0.5,0.01,0.12976,95.4,372511,372511,0,0,0,0,384001,386660,415649,426109,429987.0,435066.0,0,0,0,0,372511,0,0,0,0,372511,0,0,0,-5003,367508,,,,,,0,0,0,-30029,337479
956,2022-01-06,7.85,7.75,0.5,0.01,0.13512,95.5,372511,372511,0,0,0,0,385751,393689,396348,420253,419466.0,421706.0,0,0,0,0,372511,0,0,0,0,372511,0,0,0,0,372511,,,,,,0,0,0,-35030,337480
957,2022-01-05,7.85,7.75,0.5,0.02,0.13655,95.4,377516,372511,0,-5005,0,0,395119,402583,408397,369236,374520.0,463353.0,0,0,0,0,372511,0,0,0,0,372511,0,0,0,0,372511,,,,,,0,0,0,-35030,337480
958,2022-01-04,7.85,7.75,0.5,0.02,0.14298,95.5,377516,377516,0,0,0,0,400567,405236,416107,423369,421479.0,422282.0,0,0,0,-5005,372511,0,0,0,0,372511,0,0,0,0,372511,,,,,,0,0,0,-35030,337480
959,2022-01-03,7.85,7.75,0.5,0.03,0.14929,95.1,377516,377516,0,0,0,0,399902,406808,413356,417558,429190.0,428873.0,0,0,0,0,377516,0,0,0,-4998,372517,0,0,0,-2,372515,,,,,,0,0,0,-35035,337480
960,2021-12-31,7.85,7.75,0.5,0.03,0.16,101.1,377516,377516,0,0,0,0,395897,402304,415852,420535,422656.0,419424.0,0,0,0,0,377516,0,0,0,0,377516,0,0,0,-4998,372517,,,,,,0,0,0,-35037,337480
961,2021-12-30,7.85,7.75,0.5,0.03,0.19298,101.1,377516,377516,0,0,0,0,391472,397996,411816,422942,426086.0,426153.0,0,0,0,0,377516,0,0,0,0,377516,0,0,0,0,377516,,,,,,0,0,0,-40032,337483
962,2021-12-29,7.85,7.75,0.5,0.04,0.19506,101.2,377503,377516,0,13,0,0,398420,400105,412966,367802,376548.0,377056.0,0,0,0,0,377516,0,0,0,0,377516,0,0,0,0,377516,,,,,,0,0,0,-40032,337483
963,2021-12-28,7.85,7.75,0.5,0.03,0.19369,101.2,377503,377503,0,0,0,0,401042,404766,423161,433705,444274.0,442535.0,0,0,0,13,377516,0,0,0,0,377516,0,0,0,0,377516,,,,,,0,0,0,-40032,337483
964,2021-12-24,7.85,7.75,0.5,0.02,0.1947,101.2,377503,377503,0,0,0,0,398599,404099,415282,435258,434190.0,429953.0,0,0,0,0,377503,0,0,0,7,377510,0,0,0,0,377510,,,,,,0,0,0,-40027,337483
965,2021-12-23,7.85,7.75,0.5,0.03,0.19435,101.2,377503,377503,0,0,0,0,404324,409373,415284,423655,423156.0,420039.0,0,0,0,0,377503,0,0,0,0,377503,0,0,0,7,377510,,,,,,0,0,0,-40027,337483
966,2021-12-22,7.85,7.75,0.5,0.02,0.19506,101.3,382493,377503,0,-4990,0,0,402326,406434,419476,373568,366829.0,373512.0,0,0,0,0,377503,0,0,0,0,377503,0,0,0,0,377503,,,,,,0,0,0,-40021,337482
967,2021-12-21,7.85,7.75,0.5,0.01,0.1947,101.3,382493,382493,0,0,0,0,404493,407954,421575,432062,434827.0,432367.0,0,0,0,-4990,377503,0,0,0,0,377503,0,0,0,0,377503,,,,,,0,0,0,-40021,337482
968,2021-12-20,7.85,7.75,0.5,0.02,0.19369,101.4,382492,382493,0,1,0,0,400353,409658,428046,444599,450967.0,445830.0,0,0,0,0,382493,0,0,0,-4992,377500,0,0,0,0,377500,,,,,,0,0,0,-40018,337482
969,2021-12-17,7.85,7.75,0.5,0.01,0.19441,101.2,382492,382492,0,0,0,0,399614,402189,416432,424614,441323.0,436587.0,0,0,0,1,382493,0,0,0,0,382493,0,0,0,-4992,377500,,,,,,0,0,0,-40018,337482
970,2021-12-16,7.85,7.75,0.5,0.01,0.19923,101.2,382492,382492,0,0,0,0,398848,407347,427563,434372,440832.0,438697.0,0,0,0,0,382492,0,0,0,1,382493,0,0,0,0,382493,,,,,,0,0,0,-45015,337478
971,2021-12-15,7.85,7.75,0.5,0.01,0.20458,101.2,387493,382492,0,-5001,0,0,406652,409339,427396,429737,398445.0,399030.0,0,0,0,0,382492,0,0,0,0,382492,0,0,0,1,382493,,,,,,0,0,0,-45015,337478
972,2021-12-14,7.85,7.75,0.5,0.02,0.20518,101.2,387493,387493,0,0,0,0,406954,412948,421513,429737,433571.0,433639.0,0,0,0,-5001,382492,0,0,0,0,382492,0,0,0,0,382492,,,,,,0,0,0,-45014,337478
973,2021-12-13,7.85,7.75,0.5,0.01,0.20625,101.2,387493,387493,0,0,0,0,408710,412395,420499,431319,440320.0,439833.0,0,0,0,0,387493,0,0,0,-5006,382487,0,0,0,0,382487,,,,,,0,0,0,-45010,337477
974,2021-12-10,7.85,7.75,0.5,0.01,0.20827,101.2,387493,387493,0,0,0,0,411635,414099,423857,434572,440453.0,440586.0,0,0,0,0,387493,0,0,0,0,387493,0,0,0,-5006,382487,,,,,,0,0,0,-5022,377464
975,2021-12-09,7.85,7.75,0.5,0.01,0.20488,100.9,387493,387493,0,0,0,0,399862,409379,418286,425680,434999.0,438630.0,0,0,0,0,387493,0,0,0,0,387493,0,0,0,0,387493,,,,,,0,0,0,-10029,377464
976,2021-12-08,7.85,7.75,0.5,0.01,0.20631,101.0,392493,387493,0,-5000,0,0,406655,418640,428750,387354,393507.0,394522.0,0,0,0,0,387493,0,0,0,0,387493,0,0,0,0,387493,,,,,,0,0,0,-10029,377464
