date,end_of_day,usd,gbp,jpy,cad,aud,sgd,twd,chf,cny,krw,thb,myr,dem,nlg,bef,frf,itl,eur,php,inr,idr,zar,special_drawing_rights,neeri_1983_trade_wgt,neeri_1983_import_wgt,neeri_1983_export_wgt,neeri_2000_trade_wgt,neeri_2000_import_wgt,neeri_2000_export_wgt,neeri_2010_trade_wgt,neeri_2010_import_wgt,neeri_2010_export_wgt,neeri_2020_trade_wgt,neeri_2020_import_wgt,neeri_2020_export_wgt
1991-12-13,1991-12-13,7.775,14.065,0.060525,6.8075,6.0075,4.715,0.2825,5.5775,1.4404,0.010273,,,4.9275,4.3725,0.242,1.443,0.00654,,,,,,10.8848445,,,,,,,,,,,,
1991-12-14,1991-12-14,7.774,14.105,0.060375,6.8125,6.0125,4.705,0.2825,5.5525,1.4404,0.0102675,,,4.9125,4.3375,0.241,1.432,0.00651,,,,,,,,,,,,,,,,,,
1991-12-16,1991-12-16,7.776,14.135,0.060595,6.8125,6.0275,4.705,0.2825,5.5825,1.4404,0.0102675,,,4.9275,4.3625,0.241,1.439,0.00655,,,,,,10.90218528,,,,,,,,,,,,
1991-12-17,1991-12-17,7.775,14.175,0.060625,6.8095,6.0325,4.725,0.2825,5.5825,1.4404,0.010259,,,4.9425,4.3775,0.243,1.448,0.00658,,,,,,10.91921,,,,,,,,,,,,
1991-12-18,1991-12-18,7.775,14.205,0.060525,6.7945,6.0245,4.73,0.2825,5.5925,1.4404,0.010256,,,4.9475,4.3925,0.244,1.452,0.00659,,,,,,10.93654825,,,,,,,,,,,,
1991-12-19,1991-12-19,7.775,14.195,0.060475,6.7825,6.0325,4.73,0.2825,5.5825,1.4404,0.010254,,,4.9425,4.3825,0.244,1.448,0.00658,,,,,,10.91928775,,,,,,,,,,,,
1991-12-20,1991-12-20,7.773,14.245,0.060625,6.7325,5.9775,4.735,0.2825,5.6225,1.4404,0.010252,,,4.9875,4.4325,0.246,1.465,0.00664,,,,,,10.96443834,,,,,,,,,,,,
1991-12-21,1991-12-21,7.768,14.435,0.060775,6.7325,5.9725,4.74,0.2835,5.6875,1.4404,0.0102455,,,5.0675,4.4925,0.249,1.485,0.0067,,,,,,,,,,,,,,,,,,
1991-12-23,1991-12-23,7.772,14.505,0.061075,6.7425,5.9425,4.765,0.2835,5.7325,1.4404,0.0102455,,,5.0975,4.5225,0.25,1.493,0.00673,,,,,,11.09274244,,,,,,,,,,,,
1991-12-24,1991-12-24,7.772,14.555,0.061125,6.7075,5.9375,4.78,0.2835,5.7575,1.4404,0.0102415,,,5.1225,4.5375,0.252,1.494,0.00676,,,,,,11.0875352,,,,,,,,,,,,
1991-12-27,1991-12-27,7.778,14.655,0.061775,6.7075,5.9275,4.785,0.2835,5.8175,1.4404,0.010235,,,5.1775,4.5875,0.253,1.515,0.00684,,,,,,11.12207332,,,,,,,,,,,,
1991-12-28,1991-12-28,7.778,14.515,0.061625,6.7075,5.9275,4.79,0.2835,5.82,1.4404,0.010233,,,5.18,4.59,0.253,1.52,0.00679,,,,,,,,,,,,,,,,,,
1991-12-30,1991-12-30,7.779,14.505,0.061825,6.7125,5.9075,4.775,0.2835,5.7475,1.4404,0.010233,,,5.1075,4.5325,0.25,1.497,0.00678,,,,,,11.11611321,,,,,,,,,,,,
1991-12-31,1991-12-31,7.781,14.525,0.0622,6.7425,5.9225,4.79,0.2835,5.7475,1.4404,0.0102225,0.309,2.86,5.1275,4.5425,0.251,1.502,0.00678,,,,,,11.13017583,,,,,,,,,,,,
1992-01-02,1992-01-02,7.779,14.525,0.062575,6.7425,5.9075,4.79,0.2835,5.7125,1.4404,0.0102225,,,5.1225,4.5275,0.252,1.497,0.00678,,,,,,11.1519744,,,,,,,,,,,,
1992-01-03,1992-01-03,7.775,14.485,0.062575,6.7675,5.9025,4.78,0.2835,5.6925,1.4404,0.0102245,,,5.0875,4.5075,0.25,1.489,0.00674,,,,,,11.0779755,,,,,,,,,,,,
1992-01-04,1992-01-04,7.753,14.255,0.062325,6.7725,5.8975,4.77,0.2835,5.6275,1.4291,0.0102445,,,5.0025,4.4625,0.247,1.476,0.00669,,,,,,,,,,,,,,,,,,
1992-01-06,1992-01-06,7.758,14.435,0.062475,6.7745,5.9255,4.775,0.2835,5.6825,1.4291,0.0102445,,,5.0725,4.4925,0.248,1.485,0.00674,,,,,,11.08827666,,,,,,,,,,,,
1992-01-07,1992-01-07,7.754,14.565,0.063075,6.7885,5.8975,4.785,0.2855,5.7725,1.4266,0.0102165,,,5.1225,4.5475,0.25,1.502,0.00682,,,,,,11.13451138,,,,,,,,,,,,
1992-01-08,1992-01-08,7.761,14.595,0.062525,6.7925,5.8905,4.79,0.2895,5.7775,1.4266,0.010189,,,5.1375,4.5625,0.252,1.51,0.00684,,,,,,11.13152469,,,,,,,,,,,,
1992-01-09,1992-01-09,7.763,14.435,0.062225,6.7925,5.8445,4.785,0.2885,5.7175,1.4266,0.01019,,,5.0975,4.5225,0.253,1.495,0.0068,,,,,,11.08773764,,,,,,,,,,,,
1992-01-10,1992-01-10,7.765,14.155,0.061725,6.7475,5.7375,4.76,0.2885,5.5975,1.4266,0.010181,,,4.9925,4.4275,0.247,1.467,0.00665,,,,,,10.9666648,,,,,,,,,,,,
1992-01-11,1992-01-11,7.761,13.885,0.060775,6.7325,5.7625,4.725,0.2885,5.5075,1.4266,0.010186,,,4.9125,4.3525,0.24,1.437,0.00652,,,,,,,,,,,,,,,,,,
1992-01-13,1992-01-13,7.759,14.015,0.061625,6.7375,5.7675,4.75,0.2885,5.5625,1.4266,0.010186,,,4.9475,4.3825,0.245,1.45,0.00658,,,,,,10.91000749,,,,,,,,,,,,
1992-01-14,1992-01-14,7.758,14.045,0.061525,6.7625,5.7795,4.755,0.2885,5.5775,1.4266,0.0101715,,,4.9575,4.4025,0.245,1.45,0.0066,,,,,,10.92435012,,,,,,,,,,,,
1992-01-15,1992-01-15,7.764,13.905,0.061325,6.7525,5.7775,4.735,0.2885,5.5075,1.4266,0.0101715,,,4.8875,4.3375,0.24,1.435,0.00652,,,,,,10.7682798,,,,,,,,,,,,
1992-01-16,1992-01-16,7.767,13.655,0.060475,6.7175,5.7825,4.715,0.2885,5.3875,1.4266,0.0101765,,,4.7975,4.2575,0.237,1.407,0.0064,,,,,,10.7790426,,,,,,,,,,,,
1992-01-17,1992-01-17,7.765,13.645,0.060725,6.7375,5.7825,4.705,0.2885,5.3975,1.4266,0.0101745,,,4.7725,4.2425,0.235,1.405,0.00636,,,,,,10.7632218,,,,,,,,,,,,
1992-01-18,1992-01-18,7.76,13.965,0.062125,6.7475,5.7875,4.735,0.2885,5.5325,1.4266,0.0101685,,,4.9125,4.3375,0.24,1.435,0.00651,,,,,,,,,,,,,,,,,,
1992-01-20,1992-01-20,7.764,13.985,0.062625,6.7545,5.7775,4.76,0.2885,5.5275,1.4266,0.0101685,,,4.8925,4.3425,0.242,1.437,0.00652,,,,,,10.93536108,,,,,,,,,,,,
1992-01-21,1992-01-21,7.765,13.995,0.062875,6.7475,5.8225,4.76,0.2895,5.5175,1.4266,0.0101655,,,4.8975,4.3425,0.241,1.435,0.00653,,,,,,10.92791745,,,,,,,,,,,,
1992-01-22,1992-01-22,7.758,13.995,0.062775,6.7425,5.8325,4.76,0.2895,5.5225,1.4266,0.0101585,,,4.8925,4.3425,0.241,1.438,0.00653,,,,,,10.94296932,,,,,,,,,,,,
1992-01-23,1992-01-23,7.761,14.005,0.062925,6.7275,5.8475,4.755,0.2895,5.5175,1.4266,0.0101485,,,4.8875,4.3325,0.24,1.435,0.00654,,,,,,10.92624624,,,,,,,,,,,,
1992-01-24,1992-01-24,7.76,13.815,0.062325,6.6975,5.7525,4.73,0.2895,5.4275,1.4266,0.010152,,,4.8225,4.2775,0.238,1.415,0.00643,,,,,,10.8561624,,,,,,,,,,,,
1992-01-25,1992-01-25,7.759,13.965,0.062775,6.6575,5.7725,4.76,0.2895,5.5075,1.4266,0.0101505,,,4.8875,4.3425,0.24,1.435,0.00652,,,,,,,,,,,,,,,,,,
1992-01-27,1992-01-27,7.759,13.895,0.062275,6.6275,5.7525,4.745,0.2905,5.4525,1.4266,0.0101505,,,4.8325,4.2925,0.238,1.423,0.00647,,,,,,10.86050507,,,,,,,,,,,,
1992-01-28,1992-01-28,7.759,13.875,0.061825,6.6275,5.7725,4.75,0.2905,5.4325,1.4266,0.0101495,,,4.8275,4.2825,0.237,1.417,0.00645,,,,,,10.83885746,,,,,,,,,,,,
1992-01-29,1992-01-29,7.76,13.965,0.062075,6.6425,5.7875,4.77,0.2905,5.4925,1.4266,0.0101615,,,4.8775,4.3375,0.241,1.435,0.00652,,,,,,10.9040416,,,,,,,,,,,,
1992-01-30,1992-01-30,7.763,13.925,0.061825,6.6175,5.7725,4.755,0.2925,5.4325,1.4266,0.010179,,,4.8425,4.2975,0.238,1.422,0.00647,,,,,,10.86206723,,,,,,,,,,,,
1992-01-31,1992-01-31,7.762,13.845,0.061725,6.6275,5.8025,4.755,0.2925,5.4125,1.4266,0.010188,,,4.8125,4.2725,0.236,1.414,0.00643,,,,,,10.84607546,,,,,,,,,,,,
1992-02-01,1992-02-01,7.761,13.855,0.061725,6.6225,5.8075,4.755,0.2925,5.4175,1.4266,0.010182,,,4.8175,4.2825,0.236,1.417,0.00643,,,,,,,,,,,,,,,,,,
1992-02-03,1992-02-03,7.761,13.905,0.061875,6.6225,5.8175,4.76,0.2925,5.4325,1.4266,0.010182,,,4.8275,4.2925,0.239,1.423,0.00647,,,,,,10.85624202,,,,,,,,,,,,
1992-02-07,1992-02-07,7.757,14.065,0.061775,6.5825,5.7925,4.78,0.2925,5.4925,1.4266,0.0101605,,,4.8925,4.3575,0.243,1.445,0.00655,,,,,,10.91960647,,,,,,,,,,,,
1992-02-08,1992-02-08,7.756,14.205,0.061825,6.6025,5.8175,4.79,0.2925,5.5625,1.4266,0.0101495,,,4.9475,4.4275,0.245,1.465,0.00665,,,,,,,,,,,,,,,,,,
1992-02-10,1992-02-10,7.752,14.215,0.061775,6.6075,5.8275,4.79,0.2925,5.5625,1.4266,0.0101495,,,4.9625,4.4125,0.245,1.462,0.00663,,,,,,10.95993264,,,,,,,,,,,,
1992-02-11,1992-02-11,7.751,14.095,0.061225,6.5875,5.8025,4.77,0.2925,5.4975,1.4266,0.010132,,,4.9125,4.3675,0.242,1.445,0.00657,,,,,,10.85977108,,,,,,,,,,,,
1992-02-12,1992-02-12,7.752,13.945,0.061075,6.5725,5.8125,4.76,0.2925,5.4375,1.4179,0.010133,,,4.8675,4.3225,0.239,1.429,0.00651,,,,,,10.8260556,,,,,,,,,,,,
1992-02-13,1992-02-13,7.756,13.905,0.061075,6.5725,5.8575,4.755,0.2925,5.4075,1.4179,0.0101445,,,4.8425,4.3075,0.238,1.421,0.00645,,,,,,10.83117644,,,,,,,,,,,,
1992-02-14,1992-02-14,7.753,13.745,0.060725,6.5425,5.8325,4.745,0.2925,5.3175,1.4179,0.0101465,,,4.7825,4.2425,0.236,1.406,0.00639,,,,,,10.77752283,,,,,,,,,,,,
1992-02-15,1992-02-15,7.753,13.765,0.060725,6.5475,5.8475,4.74,0.2925,5.3025,1.4179,0.010132,,,4.7725,4.2425,0.236,1.402,0.00639,,,,,,,,,,,,,,,,,,
1992-02-17,1992-02-17,7.755,13.875,0.061175,6.5375,5.8575,4.755,0.2925,5.3525,1.4179,0.010132,,,4.8225,4.2775,0.236,1.415,0.00644,,,,,,,,,,,,,,,,,,
1992-02-18,1992-02-18,7.763,13.765,0.061075,6.5355,5.8545,4.755,0.2925,5.3075,1.4179,0.010132,,,4.7775,4.2475,0.235,1.408,0.0064,,,,,,10.72008196,,,,,,,,,,,,
1992-02-19,1992-02-19,7.762,13.635,0.060675,6.5325,5.8655,4.73,0.2925,5.2275,1.4179,0.010129,,,4.7275,4.1975,0.233,1.39,0.00632,,,,,,10.71093904,,,,,,,,,,,,
1992-02-20,1992-02-20,7.762,13.565,0.060525,6.5425,5.8575,4.725,0.2925,5.1975,1.4179,0.010128,,,4.7025,4.1775,0.231,1.382,0.0063,,,,,,10.68338394,,,,,,,,,,,,
1992-02-21,1992-02-21,7.762,13.625,0.060375,6.5605,5.8445,4.725,0.2925,5.2375,1.4179,0.010115,,,4.7275,4.2025,0.233,1.392,0.00633,,,,,,10.6851692,,,,,,,,,,,,
1992-02-22,1992-02-22,7.762,13.525,0.060225,6.5425,5.8375,4.72,0.2925,5.1775,1.4179,0.010109,,,4.6725,4.1725,0.231,1.381,0.00628,,,,,,,,,,,,,,,,,,
1992-02-24,1992-02-24,7.761,13.485,0.060025,6.5375,5.8175,4.72,0.2925,5.1675,1.4179,0.010109,,,4.6775,4.1575,0.23,1.377,0.00626,,,,,,10.66237224,,,,,,,,,,,,
1992-02-25,1992-02-25,7.76,13.565,0.060075,6.5425,5.8255,4.725,0.2925,5.2075,1.4179,0.0101025,,,4.7075,4.1825,0.231,1.384,0.0063,,,,,,10.683192,,,,,,,,,,,,
1992-02-26,1992-02-26,7.763,13.505,0.059925,6.5725,5.8325,4.72,0.2925,5.1675,1.4179,0.010119,,,4.6875,4.1725,0.23,1.383,0.00628,,,,,,10.66154894,,,,,,,,,,,,
1992-02-27,1992-02-27,7.765,13.625,0.060075,6.5855,5.8425,4.735,0.2925,5.2125,1.4179,0.010118,,,4.7225,4.1975,0.233,1.39,0.00633,,,,,,10.7318512,,,,,,,,,,,,
1992-02-28,1992-02-28,7.759,13.695,0.060075,6.5905,5.8475,4.73,0.2925,5.2475,1.4179,0.010113,,,4.7475,4.2175,0.233,1.4,0.00636,,,,,,10.71448069,,,,,,,,,,,,
1992-02-29,1992-02-29,7.757,13.645,0.059975,6.5775,5.8475,4.725,0.2925,5.2175,1.4179,0.0101015,,,4.7175,4.2025,0.233,1.394,0.00633,,,,,,,,,,,,,,,,,,
1992-03-02,1992-03-02,7.757,13.615,0.059925,6.5625,5.8455,4.725,0.2925,5.2125,1.4179,0.0101015,,,4.7325,4.2025,0.233,1.393,0.00633,,,,,,10.71272728,,,,,,,,,,,,
1992-03-03,1992-03-03,7.753,13.565,0.059675,6.5225,5.8475,4.725,0.2925,5.2025,1.4179,0.0100915,,,4.7175,4.1825,0.232,1.388,0.00632,,,,,,10.63587552,,,,,,,,,,,,
1992-03-04,1992-03-04,7.753,13.475,0.058975,6.5125,5.8375,4.7,0.2925,5.1375,1.4179,0.0100925,,,4.6775,4.1575,0.231,1.377,0.00628,,,,,,10.60587141,,,,,,,,,,,,
1992-03-05,1992-03-05,7.754,13.345,0.058675,6.5325,5.8475,4.69,0.2925,5.0875,1.4179,0.0100925,,,4.6325,4.1225,0.229,1.367,0.00626,,,,,,10.57087312,,,,,,,,,,,,
1992-03-06,1992-03-06,7.754,13.335,0.058975,6.5425,5.8555,4.68,0.2925,5.0925,1.4179,0.0100925,,,4.6475,4.1325,0.229,1.371,0.00624,,,,,,10.59964046,,,,,,,,,,,,
1992-03-07,1992-03-07,7.752,13.355,0.058825,6.5175,5.8525,4.685,0.2925,5.1175,1.4179,0.0100935,,,4.6525,4.1375,0.229,1.371,0.00623,,,,,,,,,,,,,,,,,,
1992-03-09,1992-03-09,7.753,13.365,0.058925,6.5125,5.8595,4.685,0.2925,5.1425,1.4179,0.0100935,,,4.6675,4.1525,0.23,1.378,0.00625,,,,,,10.58757433,,,,,,,,,,,,
1992-03-10,1992-03-10,7.753,13.375,0.058725,6.5025,5.8525,4.665,0.2925,5.1525,1.4179,0.0100935,,,4.6575,4.1475,0.23,1.376,0.00627,,,,,,10.59338908,,,,,,,,,,,,
1992-03-11,1992-03-11,7.75,13.305,0.058025,6.4855,5.8545,4.625,0.2925,5.1125,1.4179,0.0100845,,,4.6375,4.1125,0.228,1.369,0.00622,,,,,,10.527755,,,,,,,,,,,,
1992-03-12,1992-03-12,7.75,13.325,0.057825,6.4925,5.8595,4.625,0.2925,5.1275,1.4179,0.010071,,,4.6405,4.1275,0.23,1.373,0.00626,,,,,,10.5444175,,,,,,,,,,,,
1992-03-13,1992-03-13,7.747,13.245,0.057975,6.4775,5.8475,4.62,0.2925,5.1325,1.4179,0.010064,,,4.6375,4.1225,0.23,1.369,0.00623,,,,,,10.5529634,,,,,,,,,,,,
1992-03-14,1992-03-14,7.746,13.255,0.058075,6.4825,5.8475,4.65,0.2925,5.1325,1.4179,0.010051,,,4.6425,4.1275,0.23,1.37,0.00623,,,,,,,,,,,,,,,,,,
1992-03-16,1992-03-16,7.742,13.245,0.057625,6.4645,5.8395,4.635,0.2925,5.1275,1.4179,0.010051,,,4.6325,4.1225,0.228,1.368,0.00622,,,,,,10.54096526,,,,,,,,,,,,
1992-03-17,1992-03-17,7.741,13.405,0.058075,6.4675,5.8575,4.69,0.2875,5.1725,1.4179,0.0100365,,,4.6825,4.1625,0.231,1.382,0.00627,,,,,,10.57095478,,,,,,,,,,,,
1992-03-18,1992-03-18,7.743,13.415,0.058275,6.4925,5.8775,4.695,0.2875,5.1925,1.4179,0.0100375,,,4.6875,4.1725,0.231,1.385,0.00627,,,,,,10.6086843,,,,,,,,,,,,
1992-03-19,1992-03-19,7.741,13.345,0.058405,6.4875,5.8725,4.685,0.2875,5.1675,1.4179,0.0100215,,,4.6725,4.1525,0.23,1.379,0.00625,,,,,,10.5680132,,,,,,,,,,,,
1992-03-20,1992-03-20,7.744,13.255,0.057975,6.4775,5.8845,4.66,0.2875,5.1125,1.4179,0.0100145,,,4.6375,4.1175,0.228,1.369,0.00619,,,,,,10.5268064,,,,,,,,,,,,
1992-03-21,1992-03-21,7.744,13.285,0.057925,6.4725,5.8845,4.655,0.2875,5.1125,1.4179,0.0100155,,,4.6325,4.1175,0.228,1.368,0.00621,,,,,,,,,,,,,,,,,,
1992-03-23,1992-03-23,7.747,13.245,0.057725,6.4725,5.8805,4.645,0.2875,5.0925,1.4179,0.0100155,,,4.6255,4.1075,0.228,1.365,0.00619,,,,,,10.53948362,,,,,,,,,,,,
1992-03-24,1992-03-24,7.743,13.325,0.057875,6.4995,5.8975,4.655,0.2875,5.1125,1.4179,0.0100155,,,4.6425,4.1275,0.228,1.373,0.00622,,,,,,10.55773536,,,,,,,,,,,,
1992-03-25,1992-03-25,7.739,13.345,0.057975,6.5075,5.9055,4.67,0.2875,5.1325,1.4179,0.010005,,,4.6625,4.1425,0.228,1.377,0.00621,,,,,,10.57472438,,,,,,,,,,,,
1992-03-26,1992-03-26,7.74,13.395,0.058325,6.5225,5.9155,4.68,0.2875,5.1525,1.4179,0.009999,,,4.6825,4.1625,0.231,1.385,0.00625,,,,,,10.5890166,,,,,,,,,,,,
1992-03-27,1992-03-27,7.741,13.325,0.057925,6.5005,5.9105,4.655,0.2875,5.1175,1.4179,0.01,,,4.6575,4.1325,0.229,1.373,0.00621,,,,,,10.57072255,,,,,,,,,,,,
1992-03-28,1992-03-28,7.739,13.425,0.058175,6.5125,5.9125,4.675,0.2875,5.1695,1.4179,0.009995,,,4.6975,4.1875,0.231,1.392,0.00628,,,,,,,,,,,,,,,,,,
1992-03-30,1992-03-30,7.739,13.445,0.058225,6.5125,5.9205,4.68,0.2875,5.1725,1.4179,0.009995,,,4.7075,4.1825,0.231,1.391,0.00627,,,,,,10.60382302,,,,,,,,,,,,
1992-03-31,1992-03-31,7.739,13.425,0.058275,6.5055,5.9425,4.67,0.2875,5.1575,1.4179,0.0099845,,,4.7025,4.1725,0.231,1.39,0.00626,,,,,,10.61589586,,,,,,,,,,,,
1992-04-01,1992-04-01,7.742,13.365,0.057775,6.5175,5.9295,4.665,0.2875,5.1375,1.4179,0.0099855,,,4.6825,4.1675,0.231,1.389,0.00626,,,,,,10.57495264,,,,,,,,,,,,
1992-04-02,1992-04-02,7.74,13.335,0.057525,6.4845,5.9175,4.67,0.2875,5.1175,1.4179,0.0099895,,,4.6775,4.1525,0.231,1.38,0.00623,,,,,,10.5735366,,,,,,,,,,,,
1992-04-03,1992-04-03,7.741,13.425,0.058075,6.5075,5.9325,4.68,0.2875,5.1725,1.4179,0.0099865,,,4.7225,4.1925,0.232,1.398,0.00629,,,,,,10.62777372,,,,,,,,,,,,
1992-04-06,1992-04-06,7.739,13.475,0.058075,6.5225,5.9325,4.695,0.2875,5.1875,1.4179,0.0099805,,,4.7475,4.2225,0.234,1.405,0.00632,,,,,,10.65946643,,,,,,,,,,,,
1992-04-07,1992-04-07,7.738,13.485,0.057975,6.5095,5.9075,4.685,0.2875,5.1725,1.4179,0.0099615,,,4.7555,4.2225,0.234,1.406,0.00633,,,,,,10.63479768,,,,,,,,,,,,
1992-04-08,1992-04-08,7.733,13.525,0.058375,6.5155,5.8925,4.69,0.2875,5.1975,1.4179,0.009954,,,4.7675,4.2425,0.235,1.411,0.00635,,,,,,10.66040448,,,,,,,,,,,,
1992-04-09,1992-04-09,7.734,13.465,0.058425,6.4975,5.8955,4.68,0.2875,5.1525,1.4179,0.009935,,,4.7275,4.2075,0.235,1.398,0.00632,,,,,,10.63974114,,,,,,,,,,,,
1992-04-10,1992-04-10,7.734,13.745,0.058475,6.5105,5.8925,4.7,0.2875,5.1825,1.4179,0.009924,,,4.7625,4.2325,0.236,1.413,0.00636,,,,,,10.67462148,,,,,,,,,,,,
1992-04-11,1992-04-11,7.735,13.675,0.058175,6.5195,5.9055,4.685,0.2875,5.1375,1.4079,0.0099205,,,4.7325,4.1975,0.233,1.399,0.00631,,,,,,,,,,,,,,,,,,
1992-04-13,1992-04-13,7.734,13.675,0.058125,6.5195,5.8975,4.68,0.2875,5.1225,1.4079,0.0099205,,,4.7175,4.1875,0.233,1.395,0.0063,,,,,,10.60315932,,,,,,,,,,,,
1992-04-14,1992-04-14,7.73,13.655,0.058175,6.5355,5.9075,4.675,0.2875,5.1025,1.4079,0.0099115,,,4.6955,4.1675,0.231,1.388,0.00626,,,,,,10.6061784,,,,,,,,,,,,
1992-04-15,1992-04-15,7.732,13.635,0.058075,6.5525,5.9245,4.675,0.2875,5.0875,1.401,0.0099035,,,4.6755,4.1475,0.23,1.384,0.00625,,,,,,10.6021184,,,,,,,,,,,,
1992-04-16,1992-04-16,7.736,13.605,0.058025,6.5575,5.9125,4.67,0.2875,5.0625,1.401,0.0099075,,,4.6675,4.1425,0.229,1.383,0.00624,,,,,,10.58865,,,,,,,,,,,,
1992-04-21,1992-04-21,7.741,13.545,0.057675,6.5655,5.9305,4.665,0.2875,5.0325,1.401,0.009947,,,4.6525,4.1375,0.228,1.379,0.00622,,,,,,10.57064514,,,,,,,,,,,,
1992-04-22,1992-04-22,7.74,13.605,0.057675,6.5655,5.9055,4.67,0.2875,5.0175,1.401,0.009934,,,4.6475,4.1225,0.228,1.374,0.00621,,,,,,10.5703632,,,,,,,,,,,,
1992-04-23,1992-04-23,7.738,13.645,0.057725,6.5375,5.8925,4.675,0.2875,5.0275,1.401,0.009923,,,4.6575,4.1375,0.229,1.381,0.00622,,,,,,10.57018538,,,,,,,,,,,,
1992-04-24,1992-04-24,7.739,13.695,0.057525,6.5295,5.8625,4.67,0.2875,5.0575,1.401,0.009922,,,4.6775,4.1575,0.23,1.388,0.00625,,,,,,10.60684123,,,,,,,,,,,,
1992-04-25,1992-04-25,7.736,13.705,0.057575,6.5245,5.8575,4.67,0.2875,5.0625,1.401,0.009939,,,4.6825,4.1675,0.231,1.391,0.00626,,,,,,,,,,,,,,,,,,
1992-04-27,1992-04-27,7.74,13.715,0.057875,6.5075,5.8525,4.675,0.2875,5.0475,1.401,0.009939,,,4.6775,4.1525,0.23,1.387,0.00625,,,,,,10.631664,,,,,,,,,,,,
1992-04-28,1992-04-28,7.737,13.735,0.058125,6.4775,5.8555,4.68,0.2875,5.085,1.401,0.009934,,,4.6675,4.1525,0.23,1.388,0.00625,,,,,,10.60092792,,,,,,,,,,,,
1992-04-29,1992-04-29,7.759,13.775,0.058225,6.4995,5.8925,4.695,0.2875,5.1175,1.401,0.009929,,,4.6855,4.1675,0.231,1.395,0.00627,,,,,,10.6414685,,,,,,,,,,,,
1992-04-30,1992-04-30,7.757,13.725,0.058125,6.5005,5.8775,4.69,0.2895,5.1025,1.401,0.0099625,,,4.6775,4.1575,0.23,1.391,0.00626,,,,,,10.62522832,,,,,,,,,,,,
1992-05-01,1992-05-01,7.758,13.835,0.058325,6.5305,5.8775,4.695,0.2895,5.1425,1.401,0.0099665,,,4.7125,4.1925,0.232,1.402,0.0063,,,,,,10.65747492,,,,,,,,,,,,
1992-05-02,1992-05-02,7.757,13.835,0.058425,6.5305,5.8775,4.705,0.2895,5.1595,1.401,0.0099655,,,4.7225,4.2075,0.233,1.405,0.00633,,,,,,,,,,,,,,,,,,
1992-05-04,1992-05-04,7.751,13.815,0.058425,6.5175,5.8595,4.69,0.2895,5.1425,1.401,0.0099655,,,4.7075,4.1825,0.232,1.397,0.00628,,,,,,10.66994909,,,,,,,,,,,,
1992-05-05,1992-05-05,7.744,13.775,0.058175,6.4975,5.8695,4.685,0.2895,5.1275,1.401,0.0099655,,,4.7025,4.1825,0.232,1.399,0.00629,,,,,,10.66201664,,,,,,,,,,,,
1992-05-06,1992-05-06,7.742,13.805,0.058375,6.4925,5.8695,4.695,0.2895,5.1375,1.401,0.0099205,,,4.7275,4.2025,0.233,1.406,0.00634,,,,,,10.67977932,,,,,,,,,,,,
1992-05-07,1992-05-07,7.742,13.895,0.058525,6.4745,5.8555,4.7,0.2905,5.1475,1.401,0.0098955,,,4.7455,4.2175,0.234,1.411,0.00636,,,,,,10.69255362,,,,,,,,,,,,
1992-05-08,1992-05-08,7.741,13.955,0.058425,6.4675,5.8375,4.695,0.2905,5.1275,1.401,0.0098945,,,4.7405,4.2125,0.234,1.41,0.00633,,,,,,10.6926433,,,,,,,,,,,,
1992-05-09,1992-05-09,7.741,13.895,0.058125,6.4525,5.8375,4.695,0.2905,5.0875,1.401,0.00989,,,4.7185,4.1875,0.232,1.403,0.00629,,,,,,,,,,,,,,,,,,
1992-05-11,1992-05-11,7.742,13.895,0.058195,6.4405,5.8095,4.7,0.2925,5.0805,1.401,0.00989,,,4.7125,4.1875,0.232,1.402,0.00628,,,,,,10.65755978,,,,,,,,,,,,
1992-05-12,1992-05-12,7.746,13.965,0.058475,6.4375,5.8175,4.71,0.2925,5.1125,1.401,0.009883,,,4.7475,4.2175,0.233,1.415,0.00635,,,,,,10.7084577,,,,,,,,,,,,
1992-05-13,1992-05-13,7.743,14.065,0.059425,6.4375,5.8355,4.73,0.2925,5.1625,1.401,0.0099025,,,4.7725,4.2575,0.235,1.428,0.0064,,,,,,10.78398582,,,,,,,,,,,,
1992-05-14,1992-05-14,7.738,14.095,0.059625,6.4455,5.8475,4.725,0.2925,5.2175,1.4085,0.0098945,,,4.7925,4.2725,0.237,1.434,0.00642,,,,,,10.78398632,,,,,,,,,,,,
1992-05-15,1992-05-15,7.735,14.015,0.059275,6.4075,5.8555,4.725,0.2925,5.1925,1.4085,0.009877,,,4.7625,4.2425,0.237,1.425,0.00638,,,,,,10.75822475,,,,,,,,,,,,
1992-05-16,1992-05-16,7.734,14.075,0.059575,6.4325,5.8575,4.725,0.2925,5.2025,1.4085,0.009869,,,4.7875,4.2675,0.237,1.435,0.0064,,,,,,,,,,,,,,,,,,
1992-05-18,1992-05-18,7.738,14.145,0.059705,6.4425,5.8555,4.735,0.2925,5.2525,1.4085,0.009869,,,4.8225,4.2875,0.237,1.443,0.00645,,,,,,10.8382297,,,,,,,,,,,,
1992-05-19,1992-05-19,7.735,14.205,0.059975,6.4715,5.8625,4.76,0.2925,5.2825,1.4085,0.0098585,,,4.8525,4.3125,0.239,1.448,0.00648,,,,,,10.8457076,,,,,,,,,,,,
