,end_of_date,cert_of_indebt,gov_notes_coins_circulation,aggr_balance_bf_disc_win,aggr_balance_af_disc_win,outstanding_efbn,ow_lb_bf_disc_win,ow_lb_af_disc_win,mb_bf_disc_win_total
3542,2011-07-19,236665,9521,148641,148641,657557,547529,547529,1052384
3543,2011-07-18,237385,9521,148641,148862,657585,549498,549277,1053132
3544,2011-07-15,237015,9520,148641,148641,657524,548488,548488,1052700
3545,2011-07-14,237005,9520,148641,148641,657539,549081,549081,1052705
3546,2011-07-13,236805,9518,148641,148641,657519,547028,547028,1052483
3547,2011-07-12,237385,9520,148635,148635,657574,549212,549212,1053114
3548,2011-07-11,238465,9520,148635,148635,657428,548945,548945,1054048
3549,2011-07-08,237985,9521,148635,148635,657159,547416,547416,1053300
3550,2011-07-07,238265,9519,148635,148635,657260,547474,547474,1053679
3551,2011-07-06,238145,9520,148635,148635,657273,547551,547551,1053573
3552,2011-07-05,238965,9522,148641,148641,657222,548926,548926,1054350
3553,2011-07-04,239985,9521,148641,148641,657242,549019,549019,1055389
3554,2011-06-30,239655,9520,148641,148641,657376,547290,547290,1055192
3555,2011-06-29,236935,9519,148641,148641,657413,545455,545455,1052508
3556,2011-06-28,235655,9520,148715,148715,657450,536188,536188,1051340
3557,2011-06-27,235505,9523,148715,148715,657473,539309,539309,1051216
3558,2011-06-24,234625,9523,148691,148691,657403,539111,539111,1050242
3559,2011-06-23,234885,9524,148691,148691,657334,539317,539317,1050434
3560,2011-06-22,234645,9523,148664,148664,657308,538298,538298,1050140
3561,2011-06-21,235285,9525,148762,148762,657196,534171,534171,1050768
3562,2011-06-20,236375,9526,148749,148749,657242,534113,534113,1051892
3563,2011-06-17,235665,9521,148623,148623,657338,534196,534196,1051147
3564,2011-06-16,236035,9520,148594,148594,657352,536001,536001,1051501
3565,2011-06-15,235895,9520,148563,148563,657237,538301,538301,1051215
3566,2011-06-14,236655,9521,148710,148710,657172,535909,535909,1052058
3567,2011-06-13,237515,9524,148701,148701,657202,535846,535846,1052942
3568,2011-06-10,237485,9522,148742,148742,657123,534991,534991,1052872
3569,2011-06-09,237765,9524,148735,148735,657086,535498,535498,1053110
3570,2011-06-08,237685,9524,148732,148732,657030,535802,535802,1052971
3571,2011-06-07,239045,9524,148745,148745,656979,536356,536356,1054293
3572,2011-06-03,237355,9524,148658,148658,657017,536407,536407,1052554
3573,2011-06-02,236545,9524,148658,148658,657052,536738,536738,1051779
3574,2011-06-01,235655,9525,148647,148647,656911,536865,536865,1050738
3575,2011-05-31,235435,9528,148710,148710,656788,538822,538822,1050461
3576,2011-05-30,235775,9532,148710,148710,656817,539281,539281,1050834
3577,2011-05-27,234175,9532,148698,148725,656801,538169,538142,1049206
3578,2011-05-26,234085,9534,148690,148690,656693,539626,539626,1049002
3579,2011-05-25,233725,9537,148679,148679,656756,540368,540368,1048697
3580,2011-05-24,234205,9538,148671,148671,656738,542590,542590,1049152
3581,2011-05-23,235235,9541,148648,148648,656785,542968,542968,1050209
3582,2011-05-20,235105,9538,148637,148637,656717,542343,542343,1049997
3583,2011-05-19,235425,9539,148653,148653,656679,542963,542963,1050296
3584,2011-05-18,236665,9540,148653,148653,656759,543488,543488,1051617
3585,2011-05-17,236255,9542,148655,148655,656701,542374,542374,1051153
3586,2011-05-16,237325,9545,148649,149111,656698,541926,541464,1052217
3587,2011-05-13,237645,9546,148646,148646,656659,543800,543800,1052496
3588,2011-05-12,238305,9547,148646,148646,656644,543896,543896,1053142
3589,2011-05-11,239125,9551,148646,148646,656548,543764,543764,1053870
3590,2011-05-09,241235,9552,148645,148645,656591,544000,544000,1056023
3591,2011-05-06,239085,9548,148645,148645,656567,543707,543707,1053845
3592,2011-05-05,238385,9552,148645,148645,656498,544349,544349,1053080
3593,2011-05-04,238215,9555,148645,148645,656460,544553,544553,1052875
3594,2011-05-03,239385,9557,148647,148647,656449,543468,543468,1054038
3595,2011-04-29,237135,9560,148647,148647,656412,543585,543585,1051754
3596,2011-04-28,236045,9565,148647,148647,656365,544054,544054,1050622
3597,2011-04-27,235775,9566,148647,148647,656317,545815,545815,1050305
3598,2011-04-26,237625,9570,148649,148687,656234,542523,542485,1052078
3599,2011-04-21,241045,9570,148649,148649,656152,542432,542432,1055416
3600,2011-04-20,235065,9567,148649,148649,656167,543029,543029,1049448
